"","WSN","NYY","Champion"
"84494","4","1","WSN"
"84495","4","2","WSN"
"84496","1","4","NYY"
"84497","2","4","NYY"
"84498","1","4","NYY"
"84499","4","3","WSN"
"84500","4","3","WSN"
"84501","4","0","WSN"
"84502","4","2","WSN"
"84503","4","3","WSN"
"84504","4","2","WSN"
"84505","2","4","NYY"
"84506","3","4","NYY"
"84507","4","1","WSN"
"84508","3","4","NYY"
"84509","3","4","NYY"
"84510","4","3","WSN"
"84511","1","4","NYY"
"84512","4","3","WSN"
"84513","4","2","WSN"
"84514","2","4","NYY"
"84515","4","3","WSN"
"84516","0","4","NYY"
"84517","0","4","NYY"
"84518","4","1","WSN"
"84519","4","3","WSN"
"84520","3","4","NYY"
"84521","2","4","NYY"
"84522","4","0","WSN"
"84523","2","4","NYY"
"84524","4","1","WSN"
"84525","0","4","NYY"
"84526","4","2","WSN"
"84527","4","1","WSN"
"84528","4","2","WSN"
"84529","4","3","WSN"
"84530","3","4","NYY"
"84531","2","4","NYY"
"84532","4","3","WSN"
"84533","4","3","WSN"
"84534","2","4","NYY"
"84535","4","1","WSN"
"84536","1","4","NYY"
"84537","4","3","WSN"
"84538","4","2","WSN"
"84539","2","4","NYY"
"84540","2","4","NYY"
"84541","3","4","NYY"
"84542","4","2","WSN"
"84543","4","3","WSN"
"84544","2","4","NYY"
"84545","1","4","NYY"
"84546","4","1","WSN"
"84547","4","1","WSN"
"84548","2","4","NYY"
"84549","1","4","NYY"
"84550","4","1","WSN"
"84551","4","3","WSN"
"84552","4","1","WSN"
"84553","4","3","WSN"
"84554","4","2","WSN"
"84555","4","3","WSN"
"84556","1","4","NYY"
"84557","2","4","NYY"
"84558","4","1","WSN"
"84559","3","4","NYY"
"84560","4","1","WSN"
"84561","4","3","WSN"
"84562","3","4","NYY"
"84563","4","3","WSN"
"84564","4","2","WSN"
"84565","4","1","WSN"
"84566","4","3","WSN"
"84567","4","1","WSN"
"84568","0","4","NYY"
"84569","4","1","WSN"
"84570","4","2","WSN"
"84571","4","3","WSN"
"84572","3","4","NYY"
"84573","4","3","WSN"
"84574","4","2","WSN"
"84575","0","4","NYY"
"84576","4","0","WSN"
"84577","4","1","WSN"
"84578","3","4","NYY"
"84579","3","4","NYY"
"84580","2","4","NYY"
"84581","4","2","WSN"
"84582","4","2","WSN"
"84583","3","4","NYY"
"84584","2","4","NYY"
"84585","4","0","WSN"
"84586","4","1","WSN"
"84587","3","4","NYY"
"84588","4","1","WSN"
"84589","2","4","NYY"
"84590","4","2","WSN"
"84591","4","3","WSN"
"84592","4","3","WSN"
"84593","4","2","WSN"
"84594","4","2","WSN"
"84595","0","4","NYY"
"84596","2","4","NYY"
"84597","3","4","NYY"
"84598","0","4","NYY"
"84599","4","3","WSN"
"84600","3","4","NYY"
"84601","4","2","WSN"
"84602","1","4","NYY"
"84603","2","4","NYY"
"84604","4","2","WSN"
"84605","2","4","NYY"
"84606","4","2","WSN"
"84607","3","4","NYY"
"84608","4","3","WSN"
"84609","1","4","NYY"
"84610","2","4","NYY"
"84611","3","4","NYY"
"84612","4","3","WSN"
"84613","3","4","NYY"
"84614","3","4","NYY"
"84615","4","2","WSN"
"84616","1","4","NYY"
"84617","2","4","NYY"
"84618","4","1","WSN"
"84619","4","0","WSN"
"84620","1","4","NYY"
"84621","4","1","WSN"
"84622","2","4","NYY"
"84623","4","2","WSN"
"84624","3","4","NYY"
"84625","4","2","WSN"
"84626","4","2","WSN"
"84627","2","4","NYY"
"84628","4","0","WSN"
"84629","1","4","NYY"
"84630","4","3","WSN"
"84631","4","2","WSN"
"84632","4","3","WSN"
"84633","4","1","WSN"
"84634","4","2","WSN"
"84635","4","0","WSN"
"84636","4","0","WSN"
"84637","3","4","NYY"
"84638","0","4","NYY"
"84639","4","2","WSN"
"84640","4","0","WSN"
"84641","1","4","NYY"
"84642","4","3","WSN"
"84643","4","1","WSN"
"84644","4","3","WSN"
"84645","1","4","NYY"
"84646","3","4","NYY"
"84647","3","4","NYY"
"84648","4","3","WSN"
"84649","4","3","WSN"
"84650","4","2","WSN"
"84651","4","3","WSN"
"84652","2","4","NYY"
"84653","4","1","WSN"
"84654","4","2","WSN"
"84655","4","2","WSN"
"84656","4","0","WSN"
"84657","4","3","WSN"
"84658","3","4","NYY"
"84659","4","2","WSN"
"84660","3","4","NYY"
"84661","4","3","WSN"
"84662","1","4","NYY"
"84663","4","3","WSN"
"84664","4","0","WSN"
"84665","4","1","WSN"
"84666","3","4","NYY"
"84667","0","4","NYY"
"84668","4","3","WSN"
"84669","4","3","WSN"
"84670","4","0","WSN"
"84671","4","1","WSN"
"84672","4","0","WSN"
"84673","1","4","NYY"
"84674","4","2","WSN"
"84675","2","4","NYY"
"84676","1","4","NYY"
"84677","4","3","WSN"
"84678","3","4","NYY"
"84679","3","4","NYY"
"84680","4","2","WSN"
"84681","1","4","NYY"
"84682","1","4","NYY"
"84683","2","4","NYY"
"84684","4","1","WSN"
"84685","1","4","NYY"
"84686","3","4","NYY"
"84687","4","2","WSN"
"84688","4","2","WSN"
"84689","1","4","NYY"
"84690","4","1","WSN"
"84691","3","4","NYY"
"84692","1","4","NYY"
"84693","2","4","NYY"
"84694","3","4","NYY"
"84695","4","2","WSN"
"84696","1","4","NYY"
"84697","2","4","NYY"
"84698","4","2","WSN"
"84699","3","4","NYY"
"84700","4","1","WSN"
"84701","4","2","WSN"
"84702","3","4","NYY"
"84703","4","1","WSN"
"84704","2","4","NYY"
"84705","1","4","NYY"
"84706","4","1","WSN"
"84707","1","4","NYY"
"84708","4","0","WSN"
"84709","4","2","WSN"
"84710","1","4","NYY"
"84711","2","4","NYY"
"84712","1","4","NYY"
"84713","4","3","WSN"
"84714","4","3","WSN"
"84715","4","1","WSN"
"84716","3","4","NYY"
"84717","3","4","NYY"
"84718","4","1","WSN"
"84719","1","4","NYY"
"84720","4","2","WSN"
"84721","1","4","NYY"
"84722","4","3","WSN"
"84723","4","2","WSN"
"84724","4","2","WSN"
"84725","4","3","WSN"
"84726","4","3","WSN"
"84727","4","2","WSN"
"84728","3","4","NYY"
"84729","4","0","WSN"
"84730","1","4","NYY"
"84731","4","3","WSN"
"84732","1","4","NYY"
"84733","4","2","WSN"
"84734","4","0","WSN"
"84735","4","2","WSN"
"84736","3","4","NYY"
"84737","1","4","NYY"
"84738","4","2","WSN"
"84739","4","1","WSN"
"84740","4","2","WSN"
"84741","1","4","NYY"
"84742","2","4","NYY"
"84743","1","4","NYY"
"84744","4","2","WSN"
"84745","4","1","WSN"
"84746","2","4","NYY"
"84747","2","4","NYY"
"84748","3","4","NYY"
"84749","4","3","WSN"
"84750","4","2","WSN"
"84751","1","4","NYY"
"84752","4","1","WSN"
"84753","1","4","NYY"
"84754","4","1","WSN"
"84755","3","4","NYY"
"84756","3","4","NYY"
"84757","1","4","NYY"
"84758","1","4","NYY"
"84759","2","4","NYY"
"84760","3","4","NYY"
"84761","3","4","NYY"
"84762","1","4","NYY"
"84763","3","4","NYY"
"84764","3","4","NYY"
"84765","4","3","WSN"
"84766","4","2","WSN"
"84767","4","1","WSN"
"84768","4","2","WSN"
"84769","3","4","NYY"
"84770","4","1","WSN"
"84771","3","4","NYY"
"84772","4","3","WSN"
"84773","1","4","NYY"
"84774","4","3","WSN"
"84775","4","1","WSN"
"84776","3","4","NYY"
"84777","4","1","WSN"
"84778","4","2","WSN"
"84779","4","0","WSN"
"84780","1","4","NYY"
"84781","2","4","NYY"
"84782","4","3","WSN"
"84783","4","2","WSN"
"84784","2","4","NYY"
"84785","4","2","WSN"
"84786","1","4","NYY"
"84787","4","2","WSN"
"84788","4","3","WSN"
"84789","2","4","NYY"
"84790","4","0","WSN"
"84791","4","2","WSN"
"84792","3","4","NYY"
"84793","4","2","WSN"
"84794","4","2","WSN"
"84795","4","2","WSN"
"84796","4","2","WSN"
"84797","4","3","WSN"
"84798","4","1","WSN"
"84799","4","3","WSN"
"84800","2","4","NYY"
"84801","2","4","NYY"
"84802","1","4","NYY"
"84803","2","4","NYY"
"84804","4","3","WSN"
"84805","4","1","WSN"
"84806","2","4","NYY"
"84807","4","2","WSN"
"84808","4","3","WSN"
"84809","4","3","WSN"
"84810","4","3","WSN"
"84811","4","2","WSN"
"84812","4","2","WSN"
"84813","4","1","WSN"
"84814","4","2","WSN"
"84815","4","1","WSN"
"84816","4","2","WSN"
"84817","3","4","NYY"
"84818","4","3","WSN"
"84819","1","4","NYY"
"84820","4","2","WSN"
"84821","2","4","NYY"
"84822","2","4","NYY"
"84823","3","4","NYY"
"84824","1","4","NYY"
"84825","2","4","NYY"
"84826","3","4","NYY"
"84827","3","4","NYY"
"84828","4","2","WSN"
"84829","0","4","NYY"
"84830","0","4","NYY"
"84831","4","3","WSN"
"84832","4","1","WSN"
"84833","1","4","NYY"
"84834","4","3","WSN"
"84835","1","4","NYY"
"84836","2","4","NYY"
"84837","4","3","WSN"
"84838","4","0","WSN"
"84839","4","2","WSN"
"84840","0","4","NYY"
"84841","4","2","WSN"
"84842","3","4","NYY"
"84843","4","1","WSN"
"84844","3","4","NYY"
"84845","4","3","WSN"
"84846","4","0","WSN"
"84847","4","3","WSN"
"84848","4","2","WSN"
"84849","4","2","WSN"
"84850","1","4","NYY"
"84851","4","0","WSN"
"84852","4","0","WSN"
"84853","2","4","NYY"
"84854","4","3","WSN"
"84855","3","4","NYY"
"84856","2","4","NYY"
"84857","2","4","NYY"
"84858","4","3","WSN"
"84859","4","3","WSN"
"84860","1","4","NYY"
"84861","4","3","WSN"
"84862","4","3","WSN"
"84863","0","4","NYY"
"84864","1","4","NYY"
"84865","4","1","WSN"
"84866","4","3","WSN"
"84867","1","4","NYY"
"84868","4","3","WSN"
"84869","4","3","WSN"
"84870","4","3","WSN"
"84871","4","2","WSN"
"84872","4","1","WSN"
"84873","0","4","NYY"
"84874","1","4","NYY"
"84875","2","4","NYY"
"84876","4","2","WSN"
"84877","2","4","NYY"
"84878","3","4","NYY"
"84879","4","2","WSN"
"84880","4","2","WSN"
"84881","3","4","NYY"
"84882","0","4","NYY"
"84883","2","4","NYY"
"84884","3","4","NYY"
"84885","2","4","NYY"
"84886","2","4","NYY"
"84887","2","4","NYY"
"84888","4","3","WSN"
"84889","4","0","WSN"
"84890","1","4","NYY"
"84891","2","4","NYY"
"84892","3","4","NYY"
"84893","4","2","WSN"
"84894","4","2","WSN"
"84895","4","1","WSN"
"84896","1","4","NYY"
"84897","4","1","WSN"
"84898","4","2","WSN"
"84899","2","4","NYY"
"84900","3","4","NYY"
"84901","4","1","WSN"
"84902","4","1","WSN"
"84903","4","3","WSN"
"84904","4","3","WSN"
"84905","3","4","NYY"
"84906","4","2","WSN"
"84907","3","4","NYY"
"84908","3","4","NYY"
"84909","0","4","NYY"
"84910","1","4","NYY"
"84911","3","4","NYY"
"84912","1","4","NYY"
"84913","4","3","WSN"
"84914","4","3","WSN"
"84915","2","4","NYY"
"84916","4","3","WSN"
"84917","4","2","WSN"
"84918","4","1","WSN"
"84919","4","2","WSN"
"84920","3","4","NYY"
"84921","0","4","NYY"
"84922","4","2","WSN"
"84923","4","2","WSN"
"84924","3","4","NYY"
"84925","4","2","WSN"
"84926","4","0","WSN"
"84927","0","4","NYY"
"84928","1","4","NYY"
"84929","4","2","WSN"
"84930","4","1","WSN"
"84931","2","4","NYY"
"84932","4","2","WSN"
"84933","4","3","WSN"
"84934","1","4","NYY"
"84935","1","4","NYY"
"84936","1","4","NYY"
"84937","3","4","NYY"
"84938","3","4","NYY"
"84939","3","4","NYY"
"84940","4","2","WSN"
"84941","3","4","NYY"
"84942","4","2","WSN"
"84943","4","2","WSN"
"84944","0","4","NYY"
"84945","0","4","NYY"
"84946","2","4","NYY"
"84947","3","4","NYY"
"84948","3","4","NYY"
"84949","4","3","WSN"
"84950","4","1","WSN"
"84951","2","4","NYY"
"84952","4","0","WSN"
"84953","4","3","WSN"
"84954","3","4","NYY"
"84955","2","4","NYY"
"84956","4","2","WSN"
"84957","4","2","WSN"
"84958","2","4","NYY"
"84959","1","4","NYY"
"84960","3","4","NYY"
"84961","4","3","WSN"
"84962","4","3","WSN"
"84963","4","1","WSN"
"84964","1","4","NYY"
"84965","4","2","WSN"
"84966","4","2","WSN"
"84967","1","4","NYY"
"84968","1","4","NYY"
"84969","4","2","WSN"
"84970","4","3","WSN"
"84971","3","4","NYY"
"84972","4","0","WSN"
"84973","3","4","NYY"
"84974","3","4","NYY"
"84975","4","2","WSN"
"84976","1","4","NYY"
"84977","2","4","NYY"
"84978","1","4","NYY"
"84979","4","3","WSN"
"84980","3","4","NYY"
"84981","3","4","NYY"
"84982","4","0","WSN"
"84983","1","4","NYY"
"84984","4","1","WSN"
"84985","4","3","WSN"
"84986","4","1","WSN"
"84987","4","1","WSN"
"84988","1","4","NYY"
"84989","4","0","WSN"
"84990","3","4","NYY"
"84991","4","0","WSN"
"84992","2","4","NYY"
"84993","3","4","NYY"
"84994","4","2","WSN"
"84995","4","2","WSN"
"84996","4","2","WSN"
"84997","4","1","WSN"
"84998","3","4","NYY"
"84999","4","2","WSN"
"85000","4","3","WSN"
"85001","4","2","WSN"
"85002","4","3","WSN"
"85003","3","4","NYY"
"85004","2","4","NYY"
"85005","2","4","NYY"
"85006","1","4","NYY"
"85007","3","4","NYY"
"85008","4","3","WSN"
"85009","4","2","WSN"
"85010","4","3","WSN"
"85011","4","3","WSN"
"85012","3","4","NYY"
"85013","4","0","WSN"
"85014","4","0","WSN"
"85015","4","3","WSN"
"85016","4","1","WSN"
"85017","3","4","NYY"
"85018","3","4","NYY"
"85019","4","2","WSN"
"85020","4","0","WSN"
"85021","4","2","WSN"
"85022","2","4","NYY"
"85023","4","2","WSN"
"85024","4","2","WSN"
"85025","4","3","WSN"
"85026","2","4","NYY"
"85027","4","2","WSN"
"85028","4","0","WSN"
"85029","0","4","NYY"
"85030","4","2","WSN"
"85031","4","3","WSN"
"85032","0","4","NYY"
"85033","4","3","WSN"
"85034","3","4","NYY"
"85035","3","4","NYY"
"85036","4","2","WSN"
"85037","4","2","WSN"
"85038","4","2","WSN"
"85039","4","1","WSN"
"85040","4","1","WSN"
"85041","1","4","NYY"
"85042","4","3","WSN"
"85043","4","3","WSN"
"85044","4","2","WSN"
"85045","2","4","NYY"
"85046","4","2","WSN"
"85047","4","3","WSN"
"85048","2","4","NYY"
"85049","4","2","WSN"
"85050","4","3","WSN"
"85051","4","0","WSN"
"85052","3","4","NYY"
"85053","4","3","WSN"
"85054","3","4","NYY"
"85055","4","1","WSN"
"85056","0","4","NYY"
"85057","4","3","WSN"
"85058","2","4","NYY"
"85059","3","4","NYY"
"85060","4","1","WSN"
"85061","1","4","NYY"
"85062","4","3","WSN"
"85063","1","4","NYY"
"85064","4","2","WSN"
"85065","4","3","WSN"
"85066","4","2","WSN"
"85067","1","4","NYY"
"85068","4","2","WSN"
"85069","4","1","WSN"
"85070","1","4","NYY"
"85071","2","4","NYY"
"85072","4","0","WSN"
"85073","2","4","NYY"
"85074","4","0","WSN"
"85075","4","1","WSN"
"85076","4","3","WSN"
"85077","3","4","NYY"
"85078","3","4","NYY"
"85079","1","4","NYY"
"85080","1","4","NYY"
"85081","2","4","NYY"
"85082","4","0","WSN"
"85083","1","4","NYY"
"85084","1","4","NYY"
"85085","3","4","NYY"
"85086","4","3","WSN"
"85087","4","2","WSN"
"85088","1","4","NYY"
"85089","4","1","WSN"
"85090","1","4","NYY"
"85091","4","2","WSN"
"85092","0","4","NYY"
"85093","4","3","WSN"
"85094","3","4","NYY"
"85095","4","3","WSN"
"85096","4","3","WSN"
"85097","1","4","NYY"
"85098","4","2","WSN"
"85099","2","4","NYY"
"85100","1","4","NYY"
"85101","4","2","WSN"
"85102","1","4","NYY"
"85103","4","2","WSN"
"85104","4","2","WSN"
"85105","3","4","NYY"
"85106","4","2","WSN"
"85107","4","3","WSN"
"85108","4","3","WSN"
"85109","3","4","NYY"
"85110","4","3","WSN"
"85111","4","1","WSN"
"85112","2","4","NYY"
"85113","1","4","NYY"
"85114","1","4","NYY"
"85115","3","4","NYY"
"85116","4","0","WSN"
"85117","4","2","WSN"
"85118","4","2","WSN"
"85119","4","3","WSN"
"85120","4","1","WSN"
"85121","3","4","NYY"
"85122","3","4","NYY"
"85123","2","4","NYY"
"85124","3","4","NYY"
"85125","4","2","WSN"
"85126","4","1","WSN"
"85127","4","3","WSN"
"85128","1","4","NYY"
"85129","4","3","WSN"
"85130","4","0","WSN"
"85131","4","2","WSN"
"85132","4","2","WSN"
"85133","4","3","WSN"
"85134","3","4","NYY"
"85135","4","3","WSN"
"85136","4","1","WSN"
"85137","4","2","WSN"
"85138","3","4","NYY"
"85139","4","1","WSN"
"85140","3","4","NYY"
"85141","2","4","NYY"
"85142","1","4","NYY"
"85143","4","3","WSN"
"85144","4","1","WSN"
"85145","4","2","WSN"
"85146","4","0","WSN"
"85147","2","4","NYY"
"85148","4","2","WSN"
"85149","4","3","WSN"
"85150","4","1","WSN"
"85151","2","4","NYY"
"85152","2","4","NYY"
"85153","4","3","WSN"
"85154","4","3","WSN"
"85155","4","2","WSN"
"85156","1","4","NYY"
"85157","4","0","WSN"
"85158","4","2","WSN"
"85159","4","3","WSN"
"85160","0","4","NYY"
"85161","4","2","WSN"
"85162","4","3","WSN"
"85163","4","3","WSN"
"85164","4","3","WSN"
"85165","0","4","NYY"
"85166","3","4","NYY"
"85167","4","2","WSN"
"85168","4","2","WSN"
"85169","1","4","NYY"
"85170","4","3","WSN"
"85171","4","2","WSN"
"85172","4","3","WSN"
"85173","2","4","NYY"
"85174","1","4","NYY"
"85175","4","2","WSN"
"85176","4","0","WSN"
"85177","4","2","WSN"
"85178","3","4","NYY"
"85179","3","4","NYY"
"85180","4","2","WSN"
"85181","4","1","WSN"
"85182","3","4","NYY"
"85183","4","1","WSN"
"85184","4","2","WSN"
"85185","4","3","WSN"
"85186","4","1","WSN"
"85187","4","1","WSN"
"85188","3","4","NYY"
"85189","4","3","WSN"
"85190","4","2","WSN"
"85191","1","4","NYY"
"85192","0","4","NYY"
"85193","4","2","WSN"
"85194","4","2","WSN"
"85195","0","4","NYY"
"85196","2","4","NYY"
"85197","3","4","NYY"
"85198","4","0","WSN"
"85199","4","2","WSN"
"85200","1","4","NYY"
"85201","3","4","NYY"
"85202","4","3","WSN"
"85203","4","1","WSN"
"85204","3","4","NYY"
"85205","1","4","NYY"
"85206","3","4","NYY"
"85207","4","2","WSN"
"85208","4","3","WSN"
"85209","4","2","WSN"
"85210","4","1","WSN"
"85211","4","1","WSN"
"85212","4","3","WSN"
"85213","4","2","WSN"
"85214","0","4","NYY"
"85215","0","4","NYY"
"85216","4","1","WSN"
"85217","4","0","WSN"
"85218","1","4","NYY"
"85219","4","3","WSN"
"85220","4","1","WSN"
"85221","3","4","NYY"
"85222","4","3","WSN"
"85223","4","0","WSN"
"85224","1","4","NYY"
"85225","1","4","NYY"
"85226","2","4","NYY"
"85227","4","0","WSN"
"85228","3","4","NYY"
"85229","4","1","WSN"
"85230","4","1","WSN"
"85231","4","1","WSN"
"85232","4","0","WSN"
"85233","4","1","WSN"
"85234","4","0","WSN"
"85235","2","4","NYY"
"85236","3","4","NYY"
"85237","4","3","WSN"
"85238","4","1","WSN"
"85239","2","4","NYY"
"85240","2","4","NYY"
"85241","4","3","WSN"
"85242","4","2","WSN"
"85243","2","4","NYY"
"85244","1","4","NYY"
"85245","4","2","WSN"
"85246","1","4","NYY"
"85247","4","3","WSN"
"85248","3","4","NYY"
"85249","1","4","NYY"
"85250","4","3","WSN"
"85251","2","4","NYY"
"85252","4","2","WSN"
"85253","3","4","NYY"
"85254","4","2","WSN"
"85255","4","2","WSN"
"85256","4","1","WSN"
"85257","4","3","WSN"
"85258","4","3","WSN"
"85259","2","4","NYY"
"85260","4","2","WSN"
"85261","4","2","WSN"
"85262","2","4","NYY"
"85263","1","4","NYY"
"85264","4","3","WSN"
"85265","3","4","NYY"
"85266","4","1","WSN"
"85267","4","2","WSN"
"85268","2","4","NYY"
"85269","0","4","NYY"
"85270","4","2","WSN"
"85271","4","2","WSN"
"85272","4","3","WSN"
"85273","4","2","WSN"
"85274","4","3","WSN"
"85275","3","4","NYY"
"85276","4","2","WSN"
"85277","4","3","WSN"
"85278","4","1","WSN"
"85279","4","3","WSN"
"85280","4","2","WSN"
"85281","4","1","WSN"
"85282","4","3","WSN"
"85283","4","0","WSN"
"85284","4","3","WSN"
"85285","4","2","WSN"
"85286","4","1","WSN"
"85287","3","4","NYY"
"85288","4","3","WSN"
"85289","4","0","WSN"
"85290","4","2","WSN"
"85291","3","4","NYY"
"85292","3","4","NYY"
"85293","1","4","NYY"
"85294","2","4","NYY"
"85295","4","2","WSN"
"85296","3","4","NYY"
"85297","4","0","WSN"
"85298","4","3","WSN"
"85299","3","4","NYY"
"85300","3","4","NYY"
"85301","4","1","WSN"
"85302","3","4","NYY"
"85303","4","1","WSN"
"85304","4","2","WSN"
"85305","4","2","WSN"
"85306","4","1","WSN"
"85307","4","2","WSN"
"85308","3","4","NYY"
"85309","4","1","WSN"
"85310","4","0","WSN"
"85311","3","4","NYY"
"85312","1","4","NYY"
"85313","3","4","NYY"
"85314","4","2","WSN"
"85315","1","4","NYY"
"85316","4","3","WSN"
"85317","1","4","NYY"
"85318","4","2","WSN"
"85319","1","4","NYY"
"85320","4","3","WSN"
"85321","2","4","NYY"
"85322","1","4","NYY"
"85323","4","1","WSN"
"85324","4","2","WSN"
"85325","4","3","WSN"
"85326","2","4","NYY"
"85327","4","1","WSN"
"85328","4","1","WSN"
"85329","4","2","WSN"
"85330","4","2","WSN"
"85331","4","3","WSN"
"85332","4","0","WSN"
"85333","4","3","WSN"
"85334","4","1","WSN"
"85335","4","1","WSN"
"85336","4","3","WSN"
"85337","1","4","NYY"
"85338","3","4","NYY"
"85339","4","2","WSN"
"85340","4","3","WSN"
"85341","4","0","WSN"
"85342","3","4","NYY"
"85343","4","3","WSN"
"85344","2","4","NYY"
"85345","4","1","WSN"
"85346","1","4","NYY"
"85347","1","4","NYY"
"85348","4","2","WSN"
"85349","4","1","WSN"
"85350","4","3","WSN"
"85351","2","4","NYY"
"85352","4","0","WSN"
"85353","4","3","WSN"
"85354","4","3","WSN"
"85355","4","1","WSN"
"85356","3","4","NYY"
"85357","4","3","WSN"
"85358","4","1","WSN"
"85359","1","4","NYY"
"85360","1","4","NYY"
"85361","1","4","NYY"
"85362","4","2","WSN"
"85363","0","4","NYY"
"85364","0","4","NYY"
"85365","3","4","NYY"
"85366","4","3","WSN"
"85367","1","4","NYY"
"85368","4","2","WSN"
"85369","4","2","WSN"
"85370","4","2","WSN"
"85371","4","2","WSN"
"85372","4","1","WSN"
"85373","4","1","WSN"
"85374","4","3","WSN"
"85375","4","2","WSN"
"85376","0","4","NYY"
"85377","1","4","NYY"
"85378","2","4","NYY"
"85379","4","1","WSN"
"85380","4","2","WSN"
"85381","4","3","WSN"
"85382","1","4","NYY"
"85383","0","4","NYY"
"85384","3","4","NYY"
"85385","2","4","NYY"
"85386","3","4","NYY"
"85387","4","2","WSN"
"85388","3","4","NYY"
"85389","2","4","NYY"
"85390","0","4","NYY"
"85391","4","3","WSN"
"85392","1","4","NYY"
"85393","4","2","WSN"
"85394","4","1","WSN"
"85395","4","2","WSN"
"85396","4","3","WSN"
"85397","3","4","NYY"
"85398","1","4","NYY"
"85399","4","2","WSN"
"85400","3","4","NYY"
"85401","2","4","NYY"
"85402","4","2","WSN"
"85403","4","0","WSN"
"85404","4","1","WSN"
"85405","4","0","WSN"
"85406","1","4","NYY"
"85407","3","4","NYY"
"85408","4","2","WSN"
"85409","4","2","WSN"
"85410","3","4","NYY"
"85411","2","4","NYY"
"85412","3","4","NYY"
"85413","2","4","NYY"
"85414","1","4","NYY"
"85415","4","2","WSN"
"85416","0","4","NYY"
"85417","4","3","WSN"
"85418","3","4","NYY"
"85419","4","1","WSN"
"85420","1","4","NYY"
"85421","2","4","NYY"
"85422","3","4","NYY"
"85423","4","2","WSN"
"85424","4","2","WSN"
"85425","4","1","WSN"
"85426","1","4","NYY"
"85427","1","4","NYY"
"85428","2","4","NYY"
"85429","2","4","NYY"
"85430","1","4","NYY"
"85431","4","0","WSN"
"85432","3","4","NYY"
"85433","2","4","NYY"
"85434","4","2","WSN"
"85435","4","2","WSN"
"85436","4","3","WSN"
"85437","2","4","NYY"
"85438","4","3","WSN"
"85439","0","4","NYY"
"85440","1","4","NYY"
"85441","2","4","NYY"
"85442","2","4","NYY"
"85443","2","4","NYY"
"85444","4","1","WSN"
"85445","2","4","NYY"
"85446","4","2","WSN"
"85447","4","3","WSN"
"85448","3","4","NYY"
"85449","4","2","WSN"
"85450","4","2","WSN"
"85451","3","4","NYY"
"85452","4","2","WSN"
"85453","4","2","WSN"
"85454","4","1","WSN"
"85455","2","4","NYY"
"85456","4","3","WSN"
"85457","4","2","WSN"
"85458","3","4","NYY"
"85459","4","3","WSN"
"85460","2","4","NYY"
"85461","2","4","NYY"
"85462","3","4","NYY"
"85463","3","4","NYY"
"85464","4","2","WSN"
"85465","2","4","NYY"
"85466","4","0","WSN"
"85467","3","4","NYY"
"85468","4","3","WSN"
"85469","4","1","WSN"
"85470","4","0","WSN"
"85471","4","0","WSN"
"85472","4","1","WSN"
"85473","4","2","WSN"
"85474","3","4","NYY"
"85475","2","4","NYY"
"85476","4","2","WSN"
"85477","0","4","NYY"
"85478","2","4","NYY"
"85479","3","4","NYY"
"85480","2","4","NYY"
"85481","3","4","NYY"
"85482","4","3","WSN"
"85483","4","3","WSN"
"85484","4","2","WSN"
"85485","4","2","WSN"
"85486","3","4","NYY"
"85487","4","2","WSN"
"85488","4","3","WSN"
"85489","4","3","WSN"
"85490","4","0","WSN"
"85491","1","4","NYY"
"85492","2","4","NYY"
"85493","3","4","NYY"
"85494","4","3","WSN"
"85495","1","4","NYY"
"85496","2","4","NYY"
"85497","3","4","NYY"
"85498","4","2","WSN"
"85499","4","0","WSN"
"85500","4","0","WSN"
"85501","1","4","NYY"
"85502","4","1","WSN"
"85503","3","4","NYY"
"85504","4","2","WSN"
"85505","4","2","WSN"
"85506","4","3","WSN"
"85507","4","3","WSN"
"85508","0","4","NYY"
"85509","1","4","NYY"
"85510","4","3","WSN"
"85511","0","4","NYY"
"85512","4","0","WSN"
"85513","4","2","WSN"
"85514","4","2","WSN"
"85515","2","4","NYY"
"85516","4","0","WSN"
"85517","3","4","NYY"
"85518","4","2","WSN"
"85519","4","1","WSN"
"85520","4","3","WSN"
"85521","4","3","WSN"
"85522","4","3","WSN"
"85523","4","3","WSN"
"85524","2","4","NYY"
"85525","3","4","NYY"
"85526","2","4","NYY"
"85527","4","1","WSN"
"85528","4","2","WSN"
"85529","4","2","WSN"
"85530","2","4","NYY"
"85531","3","4","NYY"
"85532","3","4","NYY"
"85533","4","2","WSN"
"85534","3","4","NYY"
"85535","4","3","WSN"
"85536","3","4","NYY"
"85537","3","4","NYY"
"85538","0","4","NYY"
"85539","1","4","NYY"
"85540","4","2","WSN"
"85541","3","4","NYY"
"85542","4","2","WSN"
"85543","1","4","NYY"
"85544","4","0","WSN"
"85545","3","4","NYY"
"85546","4","3","WSN"
"85547","2","4","NYY"
"85548","4","2","WSN"
"85549","4","0","WSN"
"85550","2","4","NYY"
"85551","4","2","WSN"
"85552","4","3","WSN"
"85553","4","0","WSN"
"85554","2","4","NYY"
"85555","4","2","WSN"
"85556","4","1","WSN"
"85557","4","1","WSN"
"85558","4","1","WSN"
"85559","4","1","WSN"
"85560","4","3","WSN"
"85561","2","4","NYY"
"85562","2","4","NYY"
"85563","3","4","NYY"
"85564","4","2","WSN"
"85565","4","3","WSN"
"85566","4","0","WSN"
"85567","4","3","WSN"
"85568","4","3","WSN"
