"","MIN","NYY","Series Winner"
"92264","3","0","MIN"
"92265","3","1","MIN"
"92266","2","3","NYY"
"92267","1","3","NYY"
"92268","3","1","MIN"
"92269","3","1","MIN"
"92270","3","1","MIN"
"92271","3","1","MIN"
"92272","3","1","MIN"
"92273","3","1","MIN"
"92274","3","1","MIN"
"92275","2","3","NYY"
"92276","3","2","MIN"
"92277","2","3","NYY"
"92278","2","3","NYY"
"92279","3","2","MIN"
"92280","3","0","MIN"
"92281","3","1","MIN"
"92282","3","2","MIN"
"92283","1","3","NYY"
"92284","1","3","NYY"
"92285","3","1","MIN"
"92286","3","1","MIN"
"92287","3","0","MIN"
"92288","1","3","NYY"
"92289","3","1","MIN"
"92290","2","3","NYY"
"92291","0","3","NYY"
"92292","3","0","MIN"
"92293","3","0","MIN"
"92294","2","3","NYY"
"92295","1","3","NYY"
"92296","1","3","NYY"
"92297","1","3","NYY"
"92298","2","3","NYY"
"92299","3","2","MIN"
"92300","3","1","MIN"
"92301","2","3","NYY"
"92302","1","3","NYY"
"92303","3","1","MIN"
"92304","0","3","NYY"
"92305","3","0","MIN"
"92306","3","0","MIN"
"92307","1","3","NYY"
"92308","2","3","NYY"
"92309","0","3","NYY"
"92310","0","3","NYY"
"92311","1","3","NYY"
"92312","3","2","MIN"
"92313","2","3","NYY"
"92314","3","2","MIN"
"92315","3","2","MIN"
"92316","3","2","MIN"
"92317","3","2","MIN"
"92318","3","0","MIN"
"92319","3","2","MIN"
"92320","1","3","NYY"
"92321","3","2","MIN"
"92322","2","3","NYY"
"92323","1","3","NYY"
"92324","2","3","NYY"
"92325","1","3","NYY"
"92326","0","3","NYY"
"92327","2","3","NYY"
"92328","1","3","NYY"
"92329","0","3","NYY"
"92330","1","3","NYY"
"92331","0","3","NYY"
"92332","1","3","NYY"
"92333","1","3","NYY"
"92334","3","2","MIN"
"92335","3","2","MIN"
"92336","3","1","MIN"
"92337","3","2","MIN"
"92338","3","1","MIN"
"92339","0","3","NYY"
"92340","2","3","NYY"
"92341","0","3","NYY"
"92342","3","0","MIN"
"92343","3","2","MIN"
"92344","3","2","MIN"
"92345","0","3","NYY"
"92346","3","2","MIN"
"92347","2","3","NYY"
"92348","3","2","MIN"
"92349","3","1","MIN"
"92350","2","3","NYY"
"92351","2","3","NYY"
"92352","3","1","MIN"
"92353","3","0","MIN"
"92354","2","3","NYY"
"92355","2","3","NYY"
"92356","3","1","MIN"
"92357","3","2","MIN"
"92358","1","3","NYY"
"92359","3","1","MIN"
"92360","2","3","NYY"
"92361","0","3","NYY"
"92362","0","3","NYY"
"92363","3","1","MIN"
"92364","0","3","NYY"
"92365","2","3","NYY"
"92366","3","0","MIN"
"92367","2","3","NYY"
"92368","3","2","MIN"
"92369","3","2","MIN"
"92370","3","0","MIN"
"92371","3","2","MIN"
"92372","2","3","NYY"
"92373","3","2","MIN"
"92374","3","2","MIN"
"92375","3","0","MIN"
"92376","2","3","NYY"
"92377","2","3","NYY"
"92378","3","2","MIN"
"92379","1","3","NYY"
"92380","3","0","MIN"
"92381","2","3","NYY"
"92382","3","0","MIN"
"92383","3","1","MIN"
"92384","3","0","MIN"
"92385","2","3","NYY"
"92386","3","1","MIN"
"92387","2","3","NYY"
"92388","3","0","MIN"
"92389","1","3","NYY"
"92390","2","3","NYY"
"92391","1","3","NYY"
"92392","2","3","NYY"
"92393","2","3","NYY"
"92394","1","3","NYY"
"92395","2","3","NYY"
"92396","2","3","NYY"
"92397","3","1","MIN"
"92398","3","2","MIN"
"92399","2","3","NYY"
"92400","3","0","MIN"
"92401","3","0","MIN"
"92402","3","1","MIN"
"92403","2","3","NYY"
"92404","1","3","NYY"
"92405","3","2","MIN"
"92406","3","1","MIN"
"92407","3","1","MIN"
"92408","3","0","MIN"
"92409","3","2","MIN"
"92410","3","1","MIN"
"92411","3","0","MIN"
"92412","1","3","NYY"
"92413","3","2","MIN"
"92414","0","3","NYY"
"92415","3","0","MIN"
"92416","1","3","NYY"
"92417","3","0","MIN"
"92418","3","0","MIN"
"92419","2","3","NYY"
"92420","2","3","NYY"
"92421","3","2","MIN"
"92422","0","3","NYY"
"92423","0","3","NYY"
"92424","3","1","MIN"
"92425","0","3","NYY"
"92426","3","2","MIN"
"92427","1","3","NYY"
"92428","3","0","MIN"
"92429","3","1","MIN"
"92430","3","2","MIN"
"92431","3","2","MIN"
"92432","2","3","NYY"
"92433","3","2","MIN"
"92434","3","1","MIN"
"92435","3","1","MIN"
"92436","2","3","NYY"
"92437","1","3","NYY"
"92438","3","0","MIN"
"92439","2","3","NYY"
"92440","0","3","NYY"
"92441","3","2","MIN"
"92442","2","3","NYY"
"92443","3","1","MIN"
"92444","3","1","MIN"
"92445","3","1","MIN"
"92446","2","3","NYY"
"92447","1","3","NYY"
"92448","0","3","NYY"
"92449","3","1","MIN"
"92450","0","3","NYY"
"92451","3","2","MIN"
"92452","3","1","MIN"
"92453","3","0","MIN"
"92454","3","2","MIN"
"92455","3","2","MIN"
"92456","2","3","NYY"
"92457","2","3","NYY"
"92458","2","3","NYY"
"92459","2","3","NYY"
"92460","0","3","NYY"
"92461","3","1","MIN"
"92462","3","0","MIN"
"92463","3","2","MIN"
"92464","3","2","MIN"
"92465","0","3","NYY"
"92466","1","3","NYY"
"92467","2","3","NYY"
"92468","3","1","MIN"
"92469","3","2","MIN"
"92470","3","1","MIN"
"92471","0","3","NYY"
"92472","0","3","NYY"
"92473","3","0","MIN"
"92474","3","2","MIN"
"92475","1","3","NYY"
"92476","2","3","NYY"
"92477","0","3","NYY"
"92478","2","3","NYY"
"92479","2","3","NYY"
"92480","3","2","MIN"
"92481","3","0","MIN"
"92482","1","3","NYY"
"92483","3","1","MIN"
"92484","2","3","NYY"
"92485","3","0","MIN"
"92486","3","1","MIN"
"92487","3","1","MIN"
"92488","3","0","MIN"
"92489","3","2","MIN"
"92490","1","3","NYY"
"92491","2","3","NYY"
"92492","0","3","NYY"
"92493","3","1","MIN"
"92494","3","0","MIN"
"92495","3","1","MIN"
"92496","3","1","MIN"
"92497","3","1","MIN"
"92498","2","3","NYY"
"92499","3","0","MIN"
"92500","3","2","MIN"
"92501","2","3","NYY"
"92502","2","3","NYY"
"92503","3","0","MIN"
"92504","3","1","MIN"
"92505","2","3","NYY"
"92506","1","3","NYY"
"92507","3","1","MIN"
"92508","3","1","MIN"
"92509","1","3","NYY"
"92510","0","3","NYY"
"92511","3","1","MIN"
"92512","3","1","MIN"
"92513","3","1","MIN"
"92514","3","1","MIN"
"92515","1","3","NYY"
"92516","1","3","NYY"
"92517","3","0","MIN"
"92518","0","3","NYY"
"92519","3","1","MIN"
"92520","1","3","NYY"
"92521","3","2","MIN"
"92522","0","3","NYY"
"92523","3","2","MIN"
"92524","2","3","NYY"
"92525","3","0","MIN"
"92526","3","0","MIN"
"92527","2","3","NYY"
"92528","2","3","NYY"
"92529","2","3","NYY"
"92530","3","0","MIN"
"92531","1","3","NYY"
"92532","2","3","NYY"
"92533","3","2","MIN"
"92534","2","3","NYY"
"92535","3","0","MIN"
"92536","0","3","NYY"
"92537","3","1","MIN"
"92538","3","0","MIN"
"92539","3","0","MIN"
"92540","1","3","NYY"
"92541","3","2","MIN"
"92542","2","3","NYY"
"92543","3","0","MIN"
"92544","3","0","MIN"
"92545","2","3","NYY"
"92546","3","1","MIN"
"92547","2","3","NYY"
"92548","3","1","MIN"
"92549","0","3","NYY"
"92550","3","1","MIN"
"92551","3","1","MIN"
"92552","3","1","MIN"
"92553","3","1","MIN"
"92554","2","3","NYY"
"92555","2","3","NYY"
"92556","3","1","MIN"
"92557","3","2","MIN"
"92558","3","2","MIN"
"92559","1","3","NYY"
"92560","0","3","NYY"
"92561","3","1","MIN"
"92562","3","2","MIN"
"92563","0","3","NYY"
"92564","3","2","MIN"
"92565","3","1","MIN"
"92566","3","1","MIN"
"92567","3","1","MIN"
"92568","3","0","MIN"
"92569","0","3","NYY"
"92570","3","0","MIN"
"92571","3","0","MIN"
"92572","1","3","NYY"
"92573","0","3","NYY"
"92574","0","3","NYY"
"92575","2","3","NYY"
"92576","3","2","MIN"
"92577","0","3","NYY"
"92578","3","0","MIN"
"92579","3","2","MIN"
"92580","3","0","MIN"
"92581","3","0","MIN"
"92582","3","1","MIN"
"92583","3","2","MIN"
"92584","1","3","NYY"
"92585","1","3","NYY"
"92586","1","3","NYY"
"92587","1","3","NYY"
"92588","3","1","MIN"
"92589","0","3","NYY"
"92590","0","3","NYY"
"92591","3","0","MIN"
"92592","1","3","NYY"
"92593","3","0","MIN"
"92594","3","0","MIN"
"92595","3","2","MIN"
"92596","1","3","NYY"
"92597","3","0","MIN"
"92598","3","2","MIN"
"92599","2","3","NYY"
"92600","1","3","NYY"
"92601","1","3","NYY"
"92602","0","3","NYY"
"92603","2","3","NYY"
"92604","2","3","NYY"
"92605","1","3","NYY"
"92606","3","0","MIN"
"92607","0","3","NYY"
"92608","3","2","MIN"
"92609","0","3","NYY"
"92610","1","3","NYY"
"92611","3","0","MIN"
"92612","2","3","NYY"
"92613","3","0","MIN"
"92614","3","2","MIN"
"92615","2","3","NYY"
"92616","2","3","NYY"
"92617","3","1","MIN"
"92618","3","2","MIN"
"92619","3","2","MIN"
"92620","3","0","MIN"
"92621","3","1","MIN"
"92622","3","1","MIN"
"92623","3","0","MIN"
"92624","3","1","MIN"
"92625","3","2","MIN"
"92626","3","2","MIN"
"92627","2","3","NYY"
"92628","3","1","MIN"
"92629","3","1","MIN"
"92630","3","2","MIN"
"92631","2","3","NYY"
"92632","3","1","MIN"
"92633","3","1","MIN"
"92634","3","0","MIN"
"92635","3","2","MIN"
"92636","0","3","NYY"
"92637","3","0","MIN"
"92638","2","3","NYY"
"92639","3","0","MIN"
"92640","3","2","MIN"
"92641","3","2","MIN"
"92642","3","1","MIN"
"92643","1","3","NYY"
"92644","3","0","MIN"
"92645","3","1","MIN"
"92646","2","3","NYY"
"92647","3","2","MIN"
"92648","3","2","MIN"
"92649","1","3","NYY"
"92650","3","1","MIN"
"92651","2","3","NYY"
"92652","2","3","NYY"
"92653","0","3","NYY"
"92654","3","2","MIN"
"92655","3","2","MIN"
"92656","3","0","MIN"
"92657","2","3","NYY"
"92658","2","3","NYY"
"92659","3","1","MIN"
"92660","2","3","NYY"
"92661","0","3","NYY"
"92662","3","0","MIN"
"92663","1","3","NYY"
"92664","3","1","MIN"
"92665","3","2","MIN"
"92666","2","3","NYY"
"92667","0","3","NYY"
"92668","3","0","MIN"
"92669","3","0","MIN"
"92670","3","2","MIN"
"92671","3","0","MIN"
"92672","2","3","NYY"
"92673","1","3","NYY"
"92674","3","2","MIN"
"92675","3","1","MIN"
"92676","3","2","MIN"
"92677","3","2","MIN"
"92678","3","0","MIN"
"92679","3","0","MIN"
"92680","2","3","NYY"
"92681","1","3","NYY"
"92682","3","1","MIN"
"92683","3","2","MIN"
"92684","3","0","MIN"
"92685","0","3","NYY"
"92686","3","1","MIN"
"92687","3","0","MIN"
"92688","2","3","NYY"
"92689","3","0","MIN"
"92690","3","2","MIN"
"92691","2","3","NYY"
"92692","3","1","MIN"
"92693","1","3","NYY"
"92694","3","0","MIN"
"92695","3","1","MIN"
"92696","3","1","MIN"
"92697","3","1","MIN"
"92698","3","2","MIN"
"92699","1","3","NYY"
"92700","2","3","NYY"
"92701","2","3","NYY"
"92702","2","3","NYY"
"92703","3","0","MIN"
"92704","3","2","MIN"
"92705","3","1","MIN"
"92706","1","3","NYY"
"92707","3","0","MIN"
"92708","1","3","NYY"
"92709","2","3","NYY"
"92710","3","0","MIN"
"92711","3","2","MIN"
"92712","3","2","MIN"
"92713","2","3","NYY"
"92714","0","3","NYY"
"92715","3","0","MIN"
"92716","3","0","MIN"
"92717","3","0","MIN"
"92718","3","1","MIN"
"92719","2","3","NYY"
"92720","3","1","MIN"
"92721","0","3","NYY"
"92722","1","3","NYY"
"92723","3","1","MIN"
"92724","2","3","NYY"
"92725","3","1","MIN"
"92726","0","3","NYY"
"92727","3","2","MIN"
"92728","1","3","NYY"
"92729","3","2","MIN"
"92730","3","2","MIN"
"92731","0","3","NYY"
"92732","2","3","NYY"
"92733","2","3","NYY"
"92734","2","3","NYY"
"92735","3","1","MIN"
"92736","1","3","NYY"
"92737","3","2","MIN"
"92738","3","1","MIN"
"92739","3","2","MIN"
"92740","2","3","NYY"
"92741","2","3","NYY"
"92742","3","1","MIN"
"92743","3","1","MIN"
"92744","3","2","MIN"
"92745","1","3","NYY"
"92746","3","0","MIN"
"92747","3","2","MIN"
"92748","3","0","MIN"
"92749","2","3","NYY"
"92750","3","2","MIN"
"92751","3","1","MIN"
"92752","3","1","MIN"
"92753","0","3","NYY"
"92754","3","2","MIN"
"92755","2","3","NYY"
"92756","0","3","NYY"
"92757","3","2","MIN"
"92758","1","3","NYY"
"92759","1","3","NYY"
"92760","3","0","MIN"
"92761","1","3","NYY"
"92762","3","1","MIN"
"92763","2","3","NYY"
"92764","3","1","MIN"
"92765","3","0","MIN"
"92766","3","1","MIN"
"92767","3","2","MIN"
"92768","0","3","NYY"
"92769","3","0","MIN"
"92770","1","3","NYY"
"92771","3","2","MIN"
"92772","1","3","NYY"
"92773","3","0","MIN"
"92774","0","3","NYY"
"92775","2","3","NYY"
"92776","2","3","NYY"
"92777","0","3","NYY"
"92778","3","2","MIN"
"92779","3","1","MIN"
"92780","0","3","NYY"
"92781","0","3","NYY"
"92782","3","2","MIN"
"92783","1","3","NYY"
"92784","2","3","NYY"
"92785","3","1","MIN"
"92786","1","3","NYY"
"92787","3","1","MIN"
"92788","3","2","MIN"
"92789","0","3","NYY"
"92790","2","3","NYY"
"92791","0","3","NYY"
"92792","3","2","MIN"
"92793","3","0","MIN"
"92794","3","1","MIN"
"92795","2","3","NYY"
"92796","2","3","NYY"
"92797","2","3","NYY"
"92798","2","3","NYY"
"92799","2","3","NYY"
"92800","3","0","MIN"
"92801","3","2","MIN"
"92802","3","0","MIN"
"92803","3","0","MIN"
"92804","0","3","NYY"
"92805","3","1","MIN"
"92806","2","3","NYY"
"92807","3","2","MIN"
"92808","3","2","MIN"
"92809","3","2","MIN"
"92810","1","3","NYY"
"92811","3","0","MIN"
"92812","1","3","NYY"
"92813","3","1","MIN"
"92814","1","3","NYY"
"92815","2","3","NYY"
"92816","3","0","MIN"
"92817","0","3","NYY"
"92818","3","0","MIN"
"92819","3","1","MIN"
"92820","2","3","NYY"
"92821","1","3","NYY"
"92822","1","3","NYY"
"92823","2","3","NYY"
"92824","3","1","MIN"
"92825","0","3","NYY"
"92826","0","3","NYY"
"92827","3","2","MIN"
"92828","3","2","MIN"
"92829","3","1","MIN"
"92830","2","3","NYY"
"92831","3","2","MIN"
"92832","0","3","NYY"
"92833","0","3","NYY"
"92834","1","3","NYY"
"92835","2","3","NYY"
"92836","1","3","NYY"
"92837","2","3","NYY"
"92838","0","3","NYY"
"92839","2","3","NYY"
"92840","3","1","MIN"
"92841","3","1","MIN"
"92842","3","0","MIN"
"92843","3","0","MIN"
"92844","3","1","MIN"
"92845","3","1","MIN"
"92846","3","2","MIN"
"92847","2","3","NYY"
"92848","3","1","MIN"
"92849","0","3","NYY"
"92850","3","1","MIN"
"92851","3","1","MIN"
"92852","3","1","MIN"
"92853","3","1","MIN"
"92854","1","3","NYY"
"92855","3","0","MIN"
"92856","2","3","NYY"
"92857","2","3","NYY"
"92858","0","3","NYY"
"92859","3","0","MIN"
"92860","1","3","NYY"
"92861","3","1","MIN"
"92862","3","0","MIN"
"92863","3","1","MIN"
"92864","0","3","NYY"
"92865","3","2","MIN"
"92866","2","3","NYY"
"92867","3","0","MIN"
"92868","3","1","MIN"
"92869","2","3","NYY"
"92870","1","3","NYY"
"92871","3","1","MIN"
"92872","3","0","MIN"
"92873","2","3","NYY"
"92874","0","3","NYY"
"92875","1","3","NYY"
"92876","3","0","MIN"
"92877","1","3","NYY"
"92878","1","3","NYY"
"92879","3","1","MIN"
"92880","3","2","MIN"
"92881","3","1","MIN"
"92882","3","1","MIN"
"92883","1","3","NYY"
"92884","1","3","NYY"
"92885","3","0","MIN"
"92886","3","0","MIN"
"92887","3","1","MIN"
"92888","3","1","MIN"
"92889","2","3","NYY"
"92890","1","3","NYY"
"92891","2","3","NYY"
"92892","0","3","NYY"
"92893","1","3","NYY"
"92894","2","3","NYY"
"92895","3","1","MIN"
"92896","3","1","MIN"
"92897","2","3","NYY"
"92898","0","3","NYY"
"92899","1","3","NYY"
"92900","1","3","NYY"
"92901","3","2","MIN"
"92902","0","3","NYY"
"92903","3","2","MIN"
"92904","3","2","MIN"
"92905","1","3","NYY"
"92906","3","1","MIN"
"92907","3","1","MIN"
"92908","2","3","NYY"
"92909","3","2","MIN"
"92910","3","2","MIN"
"92911","2","3","NYY"
"92912","2","3","NYY"
"92913","3","2","MIN"
"92914","3","1","MIN"
"92915","2","3","NYY"
"92916","3","2","MIN"
"92917","3","0","MIN"
"92918","3","1","MIN"
"92919","3","0","MIN"
"92920","3","0","MIN"
"92921","3","0","MIN"
"92922","0","3","NYY"
"92923","0","3","NYY"
"92924","3","2","MIN"
"92925","3","2","MIN"
"92926","2","3","NYY"
"92927","3","1","MIN"
"92928","3","1","MIN"
"92929","2","3","NYY"
"92930","0","3","NYY"
"92931","3","0","MIN"
"92932","3","0","MIN"
"92933","2","3","NYY"
"92934","3","1","MIN"
"92935","3","2","MIN"
"92936","3","1","MIN"
"92937","2","3","NYY"
"92938","2","3","NYY"
"92939","3","1","MIN"
"92940","3","1","MIN"
"92941","0","3","NYY"
"92942","3","0","MIN"
"92943","1","3","NYY"
"92944","3","0","MIN"
"92945","3","1","MIN"
"92946","3","1","MIN"
"92947","3","2","MIN"
"92948","2","3","NYY"
"92949","3","0","MIN"
"92950","3","2","MIN"
"92951","1","3","NYY"
"92952","3","1","MIN"
"92953","3","2","MIN"
"92954","3","1","MIN"
"92955","1","3","NYY"
"92956","1","3","NYY"
"92957","3","0","MIN"
"92958","3","2","MIN"
"92959","2","3","NYY"
"92960","1","3","NYY"
"92961","3","1","MIN"
"92962","1","3","NYY"
"92963","3","0","MIN"
"92964","0","3","NYY"
"92965","3","2","MIN"
"92966","3","2","MIN"
"92967","2","3","NYY"
"92968","3","0","MIN"
"92969","3","1","MIN"
"92970","3","1","MIN"
"92971","3","2","MIN"
"92972","0","3","NYY"
"92973","2","3","NYY"
"92974","0","3","NYY"
"92975","2","3","NYY"
"92976","0","3","NYY"
"92977","3","2","MIN"
"92978","1","3","NYY"
"92979","2","3","NYY"
"92980","3","1","MIN"
"92981","3","2","MIN"
"92982","2","3","NYY"
"92983","2","3","NYY"
"92984","3","0","MIN"
"92985","0","3","NYY"
"92986","3","1","MIN"
"92987","2","3","NYY"
"92988","3","1","MIN"
"92989","0","3","NYY"
"92990","1","3","NYY"
"92991","3","0","MIN"
"92992","3","2","MIN"
"92993","3","2","MIN"
"92994","3","2","MIN"
"92995","3","1","MIN"
"92996","3","0","MIN"
"92997","1","3","NYY"
"92998","3","2","MIN"
"92999","3","1","MIN"
"93000","3","2","MIN"
"93001","3","2","MIN"
"93002","3","2","MIN"
"93003","3","1","MIN"
"93004","3","2","MIN"
"93005","2","3","NYY"
"93006","3","1","MIN"
"93007","0","3","NYY"
"93008","2","3","NYY"
"93009","3","1","MIN"
"93010","2","3","NYY"
"93011","1","3","NYY"
"93012","2","3","NYY"
"93013","3","1","MIN"
"93014","0","3","NYY"
"93015","2","3","NYY"
"93016","1","3","NYY"
"93017","3","1","MIN"
"93018","3","1","MIN"
"93019","3","0","MIN"
"93020","3","0","MIN"
"93021","2","3","NYY"
"93022","2","3","NYY"
"93023","3","0","MIN"
"93024","2","3","NYY"
"93025","2","3","NYY"
"93026","3","0","MIN"
"93027","1","3","NYY"
"93028","2","3","NYY"
"93029","3","2","MIN"
"93030","3","2","MIN"
"93031","3","2","MIN"
"93032","2","3","NYY"
"93033","2","3","NYY"
"93034","3","0","MIN"
"93035","3","2","MIN"
"93036","1","3","NYY"
"93037","2","3","NYY"
"93038","3","1","MIN"
"93039","3","2","MIN"
"93040","2","3","NYY"
"93041","3","1","MIN"
"93042","3","2","MIN"
"93043","3","0","MIN"
"93044","1","3","NYY"
"93045","1","3","NYY"
"93046","2","3","NYY"
"93047","2","3","NYY"
"93048","3","0","MIN"
"93049","3","0","MIN"
"93050","2","3","NYY"
"93051","1","3","NYY"
"93052","3","2","MIN"
"93053","3","1","MIN"
"93054","1","3","NYY"
"93055","2","3","NYY"
"93056","3","2","MIN"
"93057","3","1","MIN"
"93058","3","1","MIN"
"93059","3","0","MIN"
"93060","2","3","NYY"
"93061","3","1","MIN"
"93062","1","3","NYY"
"93063","3","2","MIN"
"93064","3","0","MIN"
"93065","0","3","NYY"
"93066","3","1","MIN"
"93067","3","1","MIN"
"93068","3","2","MIN"
"93069","3","0","MIN"
"93070","3","2","MIN"
"93071","3","1","MIN"
"93072","3","1","MIN"
"93073","3","2","MIN"
"93074","3","1","MIN"
"93075","2","3","NYY"
"93076","3","0","MIN"
"93077","3","1","MIN"
"93078","3","1","MIN"
"93079","3","1","MIN"
"93080","3","2","MIN"
"93081","3","1","MIN"
"93082","3","1","MIN"
"93083","1","3","NYY"
"93084","3","2","MIN"
"93085","0","3","NYY"
"93086","3","2","MIN"
"93087","3","1","MIN"
"93088","3","1","MIN"
"93089","3","0","MIN"
"93090","1","3","NYY"
"93091","1","3","NYY"
"93092","3","2","MIN"
"93093","1","3","NYY"
"93094","0","3","NYY"
"93095","3","2","MIN"
"93096","1","3","NYY"
"93097","3","1","MIN"
"93098","3","0","MIN"
"93099","0","3","NYY"
"93100","2","3","NYY"
"93101","1","3","NYY"
"93102","2","3","NYY"
"93103","0","3","NYY"
"93104","3","1","MIN"
"93105","1","3","NYY"
"93106","3","2","MIN"
"93107","3","2","MIN"
"93108","3","0","MIN"
"93109","3","2","MIN"
"93110","2","3","NYY"
"93111","3","2","MIN"
"93112","0","3","NYY"
"93113","0","3","NYY"
"93114","1","3","NYY"
"93115","2","3","NYY"
"93116","3","2","MIN"
"93117","2","3","NYY"
"93118","3","2","MIN"
"93119","3","1","MIN"
"93120","2","3","NYY"
"93121","3","1","MIN"
"93122","3","2","MIN"
"93123","2","3","NYY"
"93124","3","2","MIN"
"93125","3","1","MIN"
"93126","2","3","NYY"
"93127","3","0","MIN"
"93128","3","0","MIN"
"93129","3","2","MIN"
"93130","0","3","NYY"
"93131","3","1","MIN"
"93132","1","3","NYY"
"93133","1","3","NYY"
"93134","3","2","MIN"
"93135","1","3","NYY"
"93136","2","3","NYY"
"93137","0","3","NYY"
"93138","0","3","NYY"
"93139","3","1","MIN"
"93140","3","1","MIN"
"93141","3","2","MIN"
"93142","2","3","NYY"
"93143","0","3","NYY"
"93144","3","1","MIN"
"93145","3","1","MIN"
"93146","2","3","NYY"
"93147","3","2","MIN"
"93148","3","0","MIN"
"93149","3","1","MIN"
"93150","2","3","NYY"
"93151","3","1","MIN"
"93152","2","3","NYY"
"93153","3","1","MIN"
"93154","3","1","MIN"
"93155","2","3","NYY"
"93156","3","0","MIN"
"93157","3","2","MIN"
"93158","3","1","MIN"
"93159","3","1","MIN"
"93160","3","0","MIN"
"93161","2","3","NYY"
"93162","3","1","MIN"
"93163","2","3","NYY"
"93164","1","3","NYY"
"93165","3","2","MIN"
"93166","3","1","MIN"
"93167","2","3","NYY"
"93168","3","1","MIN"
"93169","3","1","MIN"
"93170","3","2","MIN"
"93171","3","0","MIN"
"93172","2","3","NYY"
"93173","3","1","MIN"
"93174","3","2","MIN"
"93175","2","3","NYY"
"93176","1","3","NYY"
"93177","0","3","NYY"
"93178","3","2","MIN"
"93179","3","1","MIN"
"93180","3","2","MIN"
"93181","2","3","NYY"
"93182","1","3","NYY"
"93183","1","3","NYY"
"93184","3","2","MIN"
"93185","2","3","NYY"
"93186","1","3","NYY"
"93187","3","1","MIN"
"93188","0","3","NYY"
"93189","1","3","NYY"
"93190","0","3","NYY"
"93191","3","1","MIN"
"93192","0","3","NYY"
"93193","3","1","MIN"
"93194","1","3","NYY"
"93195","3","0","MIN"
"93196","1","3","NYY"
"93197","3","1","MIN"
"93198","3","2","MIN"
"93199","1","3","NYY"
"93200","1","3","NYY"
"93201","2","3","NYY"
"93202","1","3","NYY"
"93203","3","2","MIN"
"93204","3","2","MIN"
"93205","3","1","MIN"
"93206","3","0","MIN"
"93207","3","0","MIN"
"93208","0","3","NYY"
"93209","3","2","MIN"
"93210","1","3","NYY"
"93211","2","3","NYY"
"93212","3","0","MIN"
"93213","2","3","NYY"
"93214","3","1","MIN"
"93215","2","3","NYY"
"93216","3","2","MIN"
"93217","0","3","NYY"
"93218","3","2","MIN"
"93219","3","0","MIN"
"93220","3","1","MIN"
"93221","0","3","NYY"
"93222","3","2","MIN"
"93223","0","3","NYY"
"93224","3","2","MIN"
"93225","3","1","MIN"
"93226","3","0","MIN"
"93227","3","0","MIN"
"93228","3","1","MIN"
"93229","0","3","NYY"
"93230","3","1","MIN"
"93231","3","2","MIN"
"93232","2","3","NYY"
"93233","1","3","NYY"
"93234","3","0","MIN"
"93235","0","3","NYY"
"93236","3","2","MIN"
"93237","1","3","NYY"
"93238","3","2","MIN"
"93239","3","0","MIN"
"93240","3","2","MIN"
"93241","2","3","NYY"
"93242","1","3","NYY"
"93243","3","2","MIN"
"93244","3","1","MIN"
"93245","3","2","MIN"
"93246","2","3","NYY"
"93247","3","0","MIN"
"93248","3","0","MIN"
"93249","2","3","NYY"
"93250","1","3","NYY"
"93251","3","0","MIN"
"93252","3","1","MIN"
"93253","3","2","MIN"
"93254","3","2","MIN"
"93255","2","3","NYY"
"93256","2","3","NYY"
"93257","3","0","MIN"
"93258","0","3","NYY"
"93259","1","3","NYY"
"93260","3","0","MIN"
"93261","3","0","MIN"
"93262","2","3","NYY"
"93263","1","3","NYY"
"93264","3","2","MIN"
"93265","3","2","MIN"
"93266","3","0","MIN"
"93267","1","3","NYY"
"93268","2","3","NYY"
"93269","3","0","MIN"
"93270","3","1","MIN"
"93271","3","2","MIN"
"93272","3","2","MIN"
"93273","3","1","MIN"
"93274","3","0","MIN"
"93275","2","3","NYY"
"93276","3","2","MIN"
"93277","3","2","MIN"
"93278","3","2","MIN"
"93279","3","1","MIN"
"93280","3","2","MIN"
"93281","3","2","MIN"
"93282","3","0","MIN"
"93283","3","1","MIN"
"93284","3","2","MIN"
"93285","3","1","MIN"
"93286","3","1","MIN"
"93287","3","1","MIN"
"93288","2","3","NYY"
"93289","1","3","NYY"
"93290","3","2","MIN"
"93291","3","1","MIN"
"93292","3","2","MIN"
"93293","3","2","MIN"
"93294","2","3","NYY"
"93295","3","2","MIN"
"93296","1","3","NYY"
"93297","1","3","NYY"
"93298","3","1","MIN"
"93299","0","3","NYY"
"93300","2","3","NYY"
"93301","2","3","NYY"
"93302","1","3","NYY"
"93303","3","1","MIN"
"93304","3","0","MIN"
"93305","0","3","NYY"
"93306","3","1","MIN"
"93307","3","1","MIN"
"93308","1","3","NYY"
"93309","2","3","NYY"
"93310","2","3","NYY"
"93311","1","3","NYY"
"93312","1","3","NYY"
"93313","3","2","MIN"
"93314","2","3","NYY"
"93315","3","0","MIN"
"93316","3","1","MIN"
"93317","3","2","MIN"
"93318","3","0","MIN"
"93319","0","3","NYY"
"93320","3","1","MIN"
"93321","3","2","MIN"
"93322","1","3","NYY"
"93323","3","2","MIN"
"93324","3","0","MIN"
"93325","0","3","NYY"
"93326","3","2","MIN"
"93327","3","1","MIN"
"93328","1","3","NYY"
"93329","3","1","MIN"
"93330","0","3","NYY"
"93331","3","2","MIN"
"93332","3","1","MIN"
"93333","0","3","NYY"
"93334","3","2","MIN"
"93335","3","1","MIN"
"93336","3","0","MIN"
"93337","0","3","NYY"
"93338","3","1","MIN"
