"","MIL","LAD","Series Winner"
"95078","3","2","MIL"
"95079","0","3","LAD"
"95080","2","3","LAD"
"95081","1","3","LAD"
"95082","0","3","LAD"
"95083","1","3","LAD"
"95084","2","3","LAD"
"95085","3","1","MIL"
"95086","2","3","LAD"
"95087","2","3","LAD"
"95088","1","3","LAD"
"95089","0","3","LAD"
"95090","3","1","MIL"
"95091","1","3","LAD"
"95092","2","3","LAD"
"95093","0","3","LAD"
"95094","3","2","MIL"
"95095","0","3","LAD"
"95096","0","3","LAD"
"95097","1","3","LAD"
"95098","0","3","LAD"
"95099","1","3","LAD"
"95100","0","3","LAD"
"95101","0","3","LAD"
"95102","0","3","LAD"
"95103","3","1","MIL"
"95104","2","3","LAD"
"95105","2","3","LAD"
"95106","2","3","LAD"
"95107","0","3","LAD"
"95108","1","3","LAD"
"95109","1","3","LAD"
"95110","1","3","LAD"
"95111","0","3","LAD"
"95112","0","3","LAD"
"95113","0","3","LAD"
"95114","0","3","LAD"
"95115","1","3","LAD"
"95116","0","3","LAD"
"95117","3","1","MIL"
"95118","3","1","MIL"
"95119","2","3","LAD"
"95120","1","3","LAD"
"95121","1","3","LAD"
"95122","1","3","LAD"
"95123","2","3","LAD"
"95124","1","3","LAD"
"95125","2","3","LAD"
"95126","1","3","LAD"
"95127","1","3","LAD"
"95128","0","3","LAD"
"95129","2","3","LAD"
"95130","2","3","LAD"
"95131","0","3","LAD"
"95132","0","3","LAD"
"95133","1","3","LAD"
"95134","1","3","LAD"
"95135","2","3","LAD"
"95136","1","3","LAD"
"95137","1","3","LAD"
"95138","2","3","LAD"
"95139","1","3","LAD"
"95140","0","3","LAD"
"95141","0","3","LAD"
"95142","0","3","LAD"
"95143","3","1","MIL"
"95144","1","3","LAD"
"95145","3","1","MIL"
"95146","0","3","LAD"
"95147","1","3","LAD"
"95148","1","3","LAD"
"95149","0","3","LAD"
"95150","0","3","LAD"
"95151","2","3","LAD"
"95152","0","3","LAD"
"95153","1","3","LAD"
"95154","0","3","LAD"
"95155","0","3","LAD"
"95156","1","3","LAD"
"95157","3","2","MIL"
"95158","3","2","MIL"
"95159","2","3","LAD"
"95160","0","3","LAD"
"95161","0","3","LAD"
"95162","3","0","MIL"
"95163","0","3","LAD"
"95164","0","3","LAD"
"95165","2","3","LAD"
"95166","2","3","LAD"
"95167","2","3","LAD"
"95168","0","3","LAD"
"95169","2","3","LAD"
"95170","0","3","LAD"
"95171","0","3","LAD"
"95172","0","3","LAD"
"95173","3","1","MIL"
"95174","0","3","LAD"
"95175","1","3","LAD"
"95176","0","3","LAD"
"95177","0","3","LAD"
"95178","1","3","LAD"
"95179","2","3","LAD"
"95180","1","3","LAD"
"95181","1","3","LAD"
"95182","2","3","LAD"
"95183","1","3","LAD"
"95184","1","3","LAD"
"95185","2","3","LAD"
"95186","0","3","LAD"
"95187","0","3","LAD"
"95188","3","1","MIL"
"95189","2","3","LAD"
"95190","2","3","LAD"
"95191","1","3","LAD"
"95192","0","3","LAD"
"95193","2","3","LAD"
"95194","2","3","LAD"
"95195","3","1","MIL"
"95196","0","3","LAD"
"95197","0","3","LAD"
"95198","0","3","LAD"
"95199","3","1","MIL"
"95200","1","3","LAD"
"95201","0","3","LAD"
"95202","3","2","MIL"
"95203","3","0","MIL"
"95204","0","3","LAD"
"95205","0","3","LAD"
"95206","2","3","LAD"
"95207","0","3","LAD"
"95208","0","3","LAD"
"95209","2","3","LAD"
"95210","1","3","LAD"
"95211","0","3","LAD"
"95212","1","3","LAD"
"95213","2","3","LAD"
"95214","2","3","LAD"
"95215","0","3","LAD"
"95216","0","3","LAD"
"95217","1","3","LAD"
"95218","1","3","LAD"
"95219","0","3","LAD"
"95220","1","3","LAD"
"95221","0","3","LAD"
"95222","2","3","LAD"
"95223","2","3","LAD"
"95224","2","3","LAD"
"95225","1","3","LAD"
"95226","1","3","LAD"
"95227","3","2","MIL"
"95228","0","3","LAD"
"95229","1","3","LAD"
"95230","0","3","LAD"
"95231","1","3","LAD"
"95232","0","3","LAD"
"95233","1","3","LAD"
"95234","1","3","LAD"
"95235","1","3","LAD"
"95236","2","3","LAD"
"95237","1","3","LAD"
"95238","1","3","LAD"
"95239","2","3","LAD"
"95240","0","3","LAD"
"95241","2","3","LAD"
"95242","1","3","LAD"
"95243","3","1","MIL"
"95244","0","3","LAD"
"95245","0","3","LAD"
"95246","0","3","LAD"
"95247","1","3","LAD"
"95248","1","3","LAD"
"95249","2","3","LAD"
"95250","3","1","MIL"
"95251","0","3","LAD"
"95252","0","3","LAD"
"95253","0","3","LAD"
"95254","2","3","LAD"
"95255","2","3","LAD"
"95256","3","1","MIL"
"95257","0","3","LAD"
"95258","1","3","LAD"
"95259","0","3","LAD"
"95260","0","3","LAD"
"95261","3","0","MIL"
"95262","0","3","LAD"
"95263","2","3","LAD"
"95264","1","3","LAD"
"95265","1","3","LAD"
"95266","0","3","LAD"
"95267","1","3","LAD"
"95268","0","3","LAD"
"95269","1","3","LAD"
"95270","0","3","LAD"
"95271","0","3","LAD"
"95272","3","1","MIL"
"95273","3","2","MIL"
"95274","0","3","LAD"
"95275","2","3","LAD"
"95276","2","3","LAD"
"95277","3","1","MIL"
"95278","1","3","LAD"
"95279","2","3","LAD"
"95280","0","3","LAD"
"95281","2","3","LAD"
"95282","2","3","LAD"
"95283","0","3","LAD"
"95284","0","3","LAD"
"95285","0","3","LAD"
"95286","1","3","LAD"
"95287","1","3","LAD"
"95288","0","3","LAD"
"95289","2","3","LAD"
"95290","2","3","LAD"
"95291","3","1","MIL"
"95292","0","3","LAD"
"95293","2","3","LAD"
"95294","0","3","LAD"
"95295","3","0","MIL"
"95296","1","3","LAD"
"95297","0","3","LAD"
"95298","2","3","LAD"
"95299","0","3","LAD"
"95300","0","3","LAD"
"95301","1","3","LAD"
"95302","0","3","LAD"
"95303","0","3","LAD"
"95304","2","3","LAD"
"95305","3","1","MIL"
"95306","0","3","LAD"
"95307","3","1","MIL"
"95308","2","3","LAD"
"95309","0","3","LAD"
"95310","0","3","LAD"
"95311","1","3","LAD"
"95312","0","3","LAD"
"95313","0","3","LAD"
"95314","0","3","LAD"
"95315","2","3","LAD"
"95316","0","3","LAD"
"95317","2","3","LAD"
"95318","1","3","LAD"
"95319","0","3","LAD"
"95320","2","3","LAD"
"95321","2","3","LAD"
"95322","0","3","LAD"
"95323","1","3","LAD"
"95324","0","3","LAD"
"95325","0","3","LAD"
"95326","3","2","MIL"
"95327","3","2","MIL"
"95328","0","3","LAD"
"95329","0","3","LAD"
"95330","2","3","LAD"
"95331","3","1","MIL"
"95332","3","1","MIL"
"95333","0","3","LAD"
"95334","0","3","LAD"
"95335","0","3","LAD"
"95336","0","3","LAD"
"95337","3","2","MIL"
"95338","1","3","LAD"
"95339","1","3","LAD"
"95340","0","3","LAD"
"95341","0","3","LAD"
"95342","2","3","LAD"
"95343","0","3","LAD"
"95344","2","3","LAD"
"95345","0","3","LAD"
"95346","1","3","LAD"
"95347","0","3","LAD"
"95348","0","3","LAD"
"95349","2","3","LAD"
"95350","0","3","LAD"
"95351","0","3","LAD"
"95352","3","0","MIL"
"95353","2","3","LAD"
"95354","0","3","LAD"
"95355","0","3","LAD"
"95356","3","0","MIL"
"95357","3","1","MIL"
"95358","3","1","MIL"
"95359","3","2","MIL"
"95360","2","3","LAD"
"95361","0","3","LAD"
"95362","0","3","LAD"
"95363","2","3","LAD"
"95364","2","3","LAD"
"95365","2","3","LAD"
"95366","2","3","LAD"
"95367","3","2","MIL"
"95368","2","3","LAD"
"95369","0","3","LAD"
"95370","1","3","LAD"
"95371","2","3","LAD"
"95372","3","1","MIL"
"95373","2","3","LAD"
"95374","0","3","LAD"
"95375","1","3","LAD"
"95376","0","3","LAD"
"95377","1","3","LAD"
"95378","2","3","LAD"
"95379","3","1","MIL"
"95380","1","3","LAD"
"95381","0","3","LAD"
"95382","2","3","LAD"
"95383","0","3","LAD"
"95384","1","3","LAD"
"95385","1","3","LAD"
"95386","2","3","LAD"
"95387","1","3","LAD"
"95388","0","3","LAD"
"95389","0","3","LAD"
"95390","0","3","LAD"
"95391","0","3","LAD"
"95392","0","3","LAD"
"95393","2","3","LAD"
"95394","2","3","LAD"
"95395","2","3","LAD"
"95396","0","3","LAD"
"95397","0","3","LAD"
"95398","1","3","LAD"
"95399","0","3","LAD"
"95400","0","3","LAD"
"95401","0","3","LAD"
"95402","0","3","LAD"
"95403","0","3","LAD"
"95404","2","3","LAD"
"95405","0","3","LAD"
"95406","0","3","LAD"
"95407","2","3","LAD"
"95408","0","3","LAD"
"95409","3","1","MIL"
"95410","1","3","LAD"
"95411","0","3","LAD"
"95412","0","3","LAD"
"95413","1","3","LAD"
"95414","1","3","LAD"
"95415","0","3","LAD"
"95416","0","3","LAD"
"95417","1","3","LAD"
"95418","0","3","LAD"
"95419","3","2","MIL"
"95420","0","3","LAD"
"95421","1","3","LAD"
"95422","1","3","LAD"
"95423","2","3","LAD"
"95424","1","3","LAD"
"95425","2","3","LAD"
"95426","3","1","MIL"
"95427","0","3","LAD"
"95428","1","3","LAD"
"95429","1","3","LAD"
"95430","1","3","LAD"
"95431","1","3","LAD"
"95432","3","1","MIL"
"95433","3","1","MIL"
"95434","1","3","LAD"
"95435","2","3","LAD"
"95436","0","3","LAD"
"95437","1","3","LAD"
"95438","1","3","LAD"
"95439","2","3","LAD"
"95440","2","3","LAD"
"95441","2","3","LAD"
"95442","2","3","LAD"
"95443","0","3","LAD"
"95444","2","3","LAD"
"95445","1","3","LAD"
"95446","3","1","MIL"
"95447","1","3","LAD"
"95448","0","3","LAD"
"95449","2","3","LAD"
"95450","1","3","LAD"
"95451","3","2","MIL"
"95452","1","3","LAD"
"95453","1","3","LAD"
"95454","2","3","LAD"
"95455","2","3","LAD"
"95456","0","3","LAD"
"95457","0","3","LAD"
"95458","0","3","LAD"
"95459","3","2","MIL"
"95460","0","3","LAD"
"95461","1","3","LAD"
"95462","2","3","LAD"
"95463","3","2","MIL"
"95464","0","3","LAD"
"95465","2","3","LAD"
"95466","0","3","LAD"
"95467","0","3","LAD"
"95468","0","3","LAD"
"95469","2","3","LAD"
"95470","2","3","LAD"
"95471","1","3","LAD"
"95472","1","3","LAD"
"95473","3","1","MIL"
"95474","0","3","LAD"
"95475","1","3","LAD"
"95476","0","3","LAD"
"95477","2","3","LAD"
"95478","0","3","LAD"
"95479","2","3","LAD"
"95480","0","3","LAD"
"95481","1","3","LAD"
"95482","1","3","LAD"
"95483","2","3","LAD"
"95484","0","3","LAD"
"95485","1","3","LAD"
"95486","1","3","LAD"
"95487","0","3","LAD"
"95488","0","3","LAD"
"95489","0","3","LAD"
"95490","0","3","LAD"
"95491","2","3","LAD"
"95492","2","3","LAD"
"95493","1","3","LAD"
"95494","1","3","LAD"
"95495","0","3","LAD"
"95496","2","3","LAD"
"95497","2","3","LAD"
"95498","1","3","LAD"
"95499","3","1","MIL"
"95500","1","3","LAD"
"95501","0","3","LAD"
"95502","0","3","LAD"
"95503","3","1","MIL"
"95504","3","2","MIL"
"95505","0","3","LAD"
"95506","1","3","LAD"
"95507","2","3","LAD"
"95508","2","3","LAD"
"95509","2","3","LAD"
"95510","0","3","LAD"
"95511","0","3","LAD"
"95512","0","3","LAD"
"95513","0","3","LAD"
"95514","0","3","LAD"
"95515","2","3","LAD"
"95516","1","3","LAD"
"95517","3","0","MIL"
"95518","1","3","LAD"
"95519","2","3","LAD"
"95520","1","3","LAD"
"95521","1","3","LAD"
"95522","0","3","LAD"
"95523","0","3","LAD"
"95524","1","3","LAD"
"95525","0","3","LAD"
"95526","2","3","LAD"
"95527","1","3","LAD"
"95528","0","3","LAD"
"95529","1","3","LAD"
"95530","2","3","LAD"
"95531","0","3","LAD"
"95532","2","3","LAD"
"95533","0","3","LAD"
"95534","0","3","LAD"
"95535","3","1","MIL"
"95536","2","3","LAD"
"95537","0","3","LAD"
"95538","1","3","LAD"
"95539","1","3","LAD"
"95540","1","3","LAD"
"95541","2","3","LAD"
"95542","0","3","LAD"
"95543","0","3","LAD"
"95544","0","3","LAD"
"95545","2","3","LAD"
"95546","0","3","LAD"
"95547","1","3","LAD"
"95548","1","3","LAD"
"95549","1","3","LAD"
"95550","2","3","LAD"
"95551","3","2","MIL"
"95552","1","3","LAD"
"95553","1","3","LAD"
"95554","2","3","LAD"
"95555","0","3","LAD"
"95556","2","3","LAD"
"95557","0","3","LAD"
"95558","2","3","LAD"
"95559","1","3","LAD"
"95560","0","3","LAD"
"95561","1","3","LAD"
"95562","1","3","LAD"
"95563","0","3","LAD"
"95564","2","3","LAD"
"95565","2","3","LAD"
"95566","3","1","MIL"
"95567","0","3","LAD"
"95568","0","3","LAD"
"95569","3","1","MIL"
"95570","1","3","LAD"
"95571","0","3","LAD"
"95572","1","3","LAD"
"95573","0","3","LAD"
"95574","3","2","MIL"
"95575","2","3","LAD"
"95576","0","3","LAD"
"95577","0","3","LAD"
"95578","0","3","LAD"
"95579","1","3","LAD"
"95580","0","3","LAD"
"95581","3","1","MIL"
"95582","1","3","LAD"
"95583","1","3","LAD"
"95584","0","3","LAD"
"95585","0","3","LAD"
"95586","2","3","LAD"
"95587","0","3","LAD"
"95588","2","3","LAD"
"95589","0","3","LAD"
"95590","2","3","LAD"
"95591","3","0","MIL"
"95592","1","3","LAD"
"95593","2","3","LAD"
"95594","0","3","LAD"
"95595","2","3","LAD"
"95596","1","3","LAD"
"95597","3","1","MIL"
"95598","0","3","LAD"
"95599","1","3","LAD"
"95600","0","3","LAD"
"95601","1","3","LAD"
"95602","2","3","LAD"
"95603","3","2","MIL"
"95604","2","3","LAD"
"95605","3","2","MIL"
"95606","2","3","LAD"
"95607","1","3","LAD"
"95608","3","2","MIL"
"95609","0","3","LAD"
"95610","3","1","MIL"
"95611","0","3","LAD"
"95612","0","3","LAD"
"95613","3","1","MIL"
"95614","0","3","LAD"
"95615","3","1","MIL"
"95616","0","3","LAD"
"95617","1","3","LAD"
"95618","2","3","LAD"
"95619","1","3","LAD"
"95620","1","3","LAD"
"95621","1","3","LAD"
"95622","0","3","LAD"
"95623","0","3","LAD"
"95624","0","3","LAD"
"95625","1","3","LAD"
"95626","1","3","LAD"
"95627","0","3","LAD"
"95628","3","2","MIL"
"95629","1","3","LAD"
"95630","1","3","LAD"
"95631","3","2","MIL"
"95632","0","3","LAD"
"95633","2","3","LAD"
"95634","2","3","LAD"
"95635","0","3","LAD"
"95636","1","3","LAD"
"95637","2","3","LAD"
"95638","1","3","LAD"
"95639","3","2","MIL"
"95640","1","3","LAD"
"95641","2","3","LAD"
"95642","1","3","LAD"
"95643","0","3","LAD"
"95644","1","3","LAD"
"95645","0","3","LAD"
"95646","2","3","LAD"
"95647","1","3","LAD"
"95648","1","3","LAD"
"95649","0","3","LAD"
"95650","3","2","MIL"
"95651","2","3","LAD"
"95652","0","3","LAD"
"95653","0","3","LAD"
"95654","0","3","LAD"
"95655","0","3","LAD"
"95656","2","3","LAD"
"95657","1","3","LAD"
"95658","1","3","LAD"
"95659","0","3","LAD"
"95660","2","3","LAD"
"95661","2","3","LAD"
"95662","0","3","LAD"
"95663","0","3","LAD"
"95664","1","3","LAD"
"95665","1","3","LAD"
"95666","0","3","LAD"
"95667","1","3","LAD"
"95668","0","3","LAD"
"95669","1","3","LAD"
"95670","0","3","LAD"
"95671","1","3","LAD"
"95672","0","3","LAD"
"95673","1","3","LAD"
"95674","0","3","LAD"
"95675","1","3","LAD"
"95676","3","0","MIL"
"95677","1","3","LAD"
"95678","3","2","MIL"
"95679","1","3","LAD"
"95680","1","3","LAD"
"95681","0","3","LAD"
"95682","2","3","LAD"
"95683","1","3","LAD"
"95684","1","3","LAD"
"95685","0","3","LAD"
"95686","0","3","LAD"
"95687","2","3","LAD"
"95688","2","3","LAD"
"95689","0","3","LAD"
"95690","3","2","MIL"
"95691","1","3","LAD"
"95692","0","3","LAD"
"95693","0","3","LAD"
"95694","0","3","LAD"
"95695","2","3","LAD"
"95696","0","3","LAD"
"95697","2","3","LAD"
"95698","3","2","MIL"
"95699","0","3","LAD"
"95700","0","3","LAD"
"95701","0","3","LAD"
"95702","2","3","LAD"
"95703","0","3","LAD"
"95704","1","3","LAD"
"95705","1","3","LAD"
"95706","1","3","LAD"
"95707","0","3","LAD"
"95708","0","3","LAD"
"95709","0","3","LAD"
"95710","0","3","LAD"
"95711","1","3","LAD"
"95712","1","3","LAD"
"95713","0","3","LAD"
"95714","0","3","LAD"
"95715","1","3","LAD"
"95716","0","3","LAD"
"95717","0","3","LAD"
"95718","0","3","LAD"
"95719","1","3","LAD"
"95720","0","3","LAD"
"95721","0","3","LAD"
"95722","0","3","LAD"
"95723","1","3","LAD"
"95724","1","3","LAD"
"95725","0","3","LAD"
"95726","1","3","LAD"
"95727","1","3","LAD"
"95728","2","3","LAD"
"95729","1","3","LAD"
"95730","0","3","LAD"
"95731","1","3","LAD"
"95732","2","3","LAD"
"95733","1","3","LAD"
"95734","3","2","MIL"
"95735","0","3","LAD"
"95736","2","3","LAD"
"95737","2","3","LAD"
"95738","1","3","LAD"
"95739","3","1","MIL"
"95740","0","3","LAD"
"95741","0","3","LAD"
"95742","1","3","LAD"
"95743","0","3","LAD"
"95744","0","3","LAD"
"95745","3","1","MIL"
"95746","1","3","LAD"
"95747","0","3","LAD"
"95748","1","3","LAD"
"95749","0","3","LAD"
"95750","0","3","LAD"
"95751","0","3","LAD"
"95752","0","3","LAD"
"95753","1","3","LAD"
"95754","2","3","LAD"
"95755","2","3","LAD"
"95756","0","3","LAD"
"95757","1","3","LAD"
"95758","1","3","LAD"
"95759","2","3","LAD"
"95760","1","3","LAD"
"95761","1","3","LAD"
"95762","1","3","LAD"
"95763","3","2","MIL"
"95764","0","3","LAD"
"95765","3","2","MIL"
"95766","2","3","LAD"
"95767","0","3","LAD"
"95768","0","3","LAD"
"95769","1","3","LAD"
"95770","3","2","MIL"
"95771","1","3","LAD"
"95772","3","2","MIL"
"95773","3","2","MIL"
"95774","1","3","LAD"
"95775","1","3","LAD"
"95776","0","3","LAD"
"95777","1","3","LAD"
"95778","2","3","LAD"
"95779","0","3","LAD"
"95780","2","3","LAD"
"95781","0","3","LAD"
"95782","0","3","LAD"
"95783","3","1","MIL"
"95784","0","3","LAD"
"95785","0","3","LAD"
"95786","0","3","LAD"
"95787","0","3","LAD"
"95788","0","3","LAD"
"95789","1","3","LAD"
"95790","3","0","MIL"
"95791","0","3","LAD"
"95792","0","3","LAD"
"95793","0","3","LAD"
"95794","0","3","LAD"
"95795","3","1","MIL"
"95796","3","2","MIL"
"95797","0","3","LAD"
"95798","3","2","MIL"
"95799","1","3","LAD"
"95800","0","3","LAD"
"95801","1","3","LAD"
"95802","2","3","LAD"
"95803","1","3","LAD"
"95804","0","3","LAD"
"95805","3","1","MIL"
"95806","2","3","LAD"
"95807","0","3","LAD"
"95808","1","3","LAD"
"95809","1","3","LAD"
"95810","0","3","LAD"
"95811","1","3","LAD"
"95812","0","3","LAD"
"95813","0","3","LAD"
"95814","0","3","LAD"
"95815","2","3","LAD"
"95816","0","3","LAD"
"95817","3","2","MIL"
"95818","1","3","LAD"
"95819","1","3","LAD"
"95820","3","2","MIL"
"95821","2","3","LAD"
"95822","0","3","LAD"
"95823","3","1","MIL"
"95824","1","3","LAD"
"95825","3","1","MIL"
"95826","1","3","LAD"
"95827","0","3","LAD"
"95828","2","3","LAD"
"95829","2","3","LAD"
"95830","3","0","MIL"
"95831","1","3","LAD"
"95832","1","3","LAD"
"95833","0","3","LAD"
"95834","2","3","LAD"
"95835","0","3","LAD"
"95836","2","3","LAD"
"95837","2","3","LAD"
"95838","0","3","LAD"
"95839","0","3","LAD"
"95840","1","3","LAD"
"95841","0","3","LAD"
"95842","3","2","MIL"
"95843","2","3","LAD"
"95844","2","3","LAD"
"95845","3","2","MIL"
"95846","3","1","MIL"
"95847","0","3","LAD"
"95848","1","3","LAD"
"95849","1","3","LAD"
"95850","1","3","LAD"
"95851","1","3","LAD"
"95852","1","3","LAD"
"95853","2","3","LAD"
"95854","2","3","LAD"
"95855","1","3","LAD"
"95856","0","3","LAD"
"95857","3","1","MIL"
"95858","0","3","LAD"
"95859","1","3","LAD"
"95860","0","3","LAD"
"95861","1","3","LAD"
"95862","3","1","MIL"
"95863","2","3","LAD"
"95864","1","3","LAD"
"95865","1","3","LAD"
"95866","1","3","LAD"
"95867","2","3","LAD"
"95868","1","3","LAD"
"95869","3","1","MIL"
"95870","2","3","LAD"
"95871","0","3","LAD"
"95872","2","3","LAD"
"95873","1","3","LAD"
"95874","3","2","MIL"
"95875","1","3","LAD"
"95876","1","3","LAD"
"95877","2","3","LAD"
"95878","2","3","LAD"
"95879","1","3","LAD"
"95880","1","3","LAD"
"95881","1","3","LAD"
"95882","1","3","LAD"
"95883","2","3","LAD"
"95884","2","3","LAD"
"95885","0","3","LAD"
"95886","0","3","LAD"
"95887","1","3","LAD"
"95888","1","3","LAD"
"95889","0","3","LAD"
"95890","2","3","LAD"
"95891","0","3","LAD"
"95892","2","3","LAD"
"95893","3","2","MIL"
"95894","2","3","LAD"
"95895","0","3","LAD"
"95896","1","3","LAD"
"95897","0","3","LAD"
"95898","0","3","LAD"
"95899","1","3","LAD"
"95900","3","0","MIL"
"95901","2","3","LAD"
"95902","0","3","LAD"
"95903","3","1","MIL"
"95904","0","3","LAD"
"95905","1","3","LAD"
"95906","3","2","MIL"
"95907","0","3","LAD"
"95908","3","1","MIL"
"95909","2","3","LAD"
"95910","1","3","LAD"
"95911","2","3","LAD"
"95912","2","3","LAD"
"95913","0","3","LAD"
"95914","0","3","LAD"
"95915","0","3","LAD"
"95916","0","3","LAD"
"95917","2","3","LAD"
"95918","0","3","LAD"
"95919","0","3","LAD"
"95920","1","3","LAD"
"95921","0","3","LAD"
"95922","1","3","LAD"
"95923","0","3","LAD"
"95924","0","3","LAD"
"95925","2","3","LAD"
"95926","1","3","LAD"
"95927","2","3","LAD"
"95928","1","3","LAD"
"95929","0","3","LAD"
"95930","1","3","LAD"
"95931","2","3","LAD"
"95932","0","3","LAD"
"95933","1","3","LAD"
"95934","0","3","LAD"
"95935","0","3","LAD"
"95936","0","3","LAD"
"95937","1","3","LAD"
"95938","0","3","LAD"
"95939","0","3","LAD"
"95940","1","3","LAD"
"95941","3","1","MIL"
"95942","1","3","LAD"
"95943","0","3","LAD"
"95944","0","3","LAD"
"95945","1","3","LAD"
"95946","0","3","LAD"
"95947","0","3","LAD"
"95948","0","3","LAD"
"95949","2","3","LAD"
"95950","0","3","LAD"
"95951","2","3","LAD"
"95952","3","2","MIL"
"95953","1","3","LAD"
"95954","0","3","LAD"
"95955","0","3","LAD"
"95956","1","3","LAD"
"95957","0","3","LAD"
"95958","1","3","LAD"
"95959","0","3","LAD"
"95960","1","3","LAD"
"95961","0","3","LAD"
"95962","1","3","LAD"
"95963","2","3","LAD"
"95964","2","3","LAD"
"95965","1","3","LAD"
"95966","0","3","LAD"
"95967","0","3","LAD"
"95968","1","3","LAD"
"95969","0","3","LAD"
"95970","0","3","LAD"
"95971","2","3","LAD"
"95972","1","3","LAD"
"95973","2","3","LAD"
"95974","0","3","LAD"
"95975","3","0","MIL"
"95976","1","3","LAD"
"95977","3","2","MIL"
"95978","0","3","LAD"
"95979","1","3","LAD"
"95980","0","3","LAD"
"95981","0","3","LAD"
"95982","2","3","LAD"
"95983","3","1","MIL"
"95984","0","3","LAD"
"95985","0","3","LAD"
"95986","0","3","LAD"
"95987","1","3","LAD"
"95988","2","3","LAD"
"95989","1","3","LAD"
"95990","0","3","LAD"
"95991","2","3","LAD"
"95992","1","3","LAD"
"95993","0","3","LAD"
"95994","1","3","LAD"
"95995","1","3","LAD"
"95996","1","3","LAD"
"95997","0","3","LAD"
"95998","1","3","LAD"
"95999","0","3","LAD"
"96000","2","3","LAD"
"96001","3","2","MIL"
"96002","1","3","LAD"
"96003","1","3","LAD"
"96004","1","3","LAD"
"96005","1","3","LAD"
"96006","1","3","LAD"
"96007","2","3","LAD"
"96008","2","3","LAD"
"96009","0","3","LAD"
"96010","0","3","LAD"
"96011","0","3","LAD"
"96012","3","1","MIL"
"96013","3","2","MIL"
"96014","3","2","MIL"
"96015","0","3","LAD"
"96016","2","3","LAD"
"96017","0","3","LAD"
"96018","1","3","LAD"
"96019","1","3","LAD"
"96020","1","3","LAD"
"96021","1","3","LAD"
"96022","3","2","MIL"
"96023","1","3","LAD"
"96024","0","3","LAD"
"96025","0","3","LAD"
"96026","1","3","LAD"
"96027","1","3","LAD"
"96028","1","3","LAD"
"96029","2","3","LAD"
"96030","1","3","LAD"
"96031","1","3","LAD"
"96032","2","3","LAD"
"96033","1","3","LAD"
"96034","2","3","LAD"
"96035","1","3","LAD"
"96036","0","3","LAD"
"96037","3","2","MIL"
"96038","1","3","LAD"
"96039","2","3","LAD"
"96040","2","3","LAD"
"96041","1","3","LAD"
"96042","2","3","LAD"
"96043","0","3","LAD"
"96044","0","3","LAD"
"96045","3","0","MIL"
"96046","2","3","LAD"
"96047","2","3","LAD"
"96048","0","3","LAD"
"96049","0","3","LAD"
"96050","0","3","LAD"
"96051","0","3","LAD"
"96052","0","3","LAD"
"96053","2","3","LAD"
"96054","3","0","MIL"
"96055","3","1","MIL"
"96056","3","2","MIL"
"96057","1","3","LAD"
"96058","3","1","MIL"
"96059","2","3","LAD"
"96060","3","2","MIL"
"96061","1","3","LAD"
"96062","1","3","LAD"
"96063","1","3","LAD"
"96064","0","3","LAD"
"96065","0","3","LAD"
"96066","1","3","LAD"
"96067","1","3","LAD"
"96068","0","3","LAD"
"96069","2","3","LAD"
"96070","2","3","LAD"
"96071","2","3","LAD"
"96072","1","3","LAD"
"96073","3","0","MIL"
"96074","1","3","LAD"
"96075","1","3","LAD"
"96076","0","3","LAD"
"96077","1","3","LAD"
"96078","1","3","LAD"
"96079","0","3","LAD"
"96080","2","3","LAD"
"96081","0","3","LAD"
"96082","1","3","LAD"
"96083","1","3","LAD"
"96084","2","3","LAD"
"96085","1","3","LAD"
"96086","1","3","LAD"
"96087","1","3","LAD"
"96088","0","3","LAD"
"96089","0","3","LAD"
"96090","1","3","LAD"
"96091","0","3","LAD"
"96092","1","3","LAD"
"96093","0","3","LAD"
"96094","1","3","LAD"
"96095","0","3","LAD"
"96096","0","3","LAD"
"96097","3","1","MIL"
"96098","3","1","MIL"
"96099","1","3","LAD"
"96100","0","3","LAD"
"96101","0","3","LAD"
"96102","1","3","LAD"
"96103","0","3","LAD"
"96104","1","3","LAD"
"96105","1","3","LAD"
"96106","0","3","LAD"
"96107","0","3","LAD"
"96108","2","3","LAD"
"96109","0","3","LAD"
"96110","0","3","LAD"
"96111","1","3","LAD"
"96112","2","3","LAD"
"96113","1","3","LAD"
"96114","0","3","LAD"
"96115","2","3","LAD"
"96116","3","2","MIL"
"96117","1","3","LAD"
"96118","1","3","LAD"
"96119","0","3","LAD"
"96120","1","3","LAD"
"96121","2","3","LAD"
"96122","3","2","MIL"
"96123","0","3","LAD"
"96124","3","1","MIL"
"96125","2","3","LAD"
"96126","0","3","LAD"
"96127","0","3","LAD"
"96128","0","3","LAD"
"96129","3","2","MIL"
"96130","0","3","LAD"
"96131","0","3","LAD"
"96132","1","3","LAD"
"96133","1","3","LAD"
"96134","0","3","LAD"
"96135","0","3","LAD"
"96136","0","3","LAD"
"96137","3","2","MIL"
"96138","3","1","MIL"
"96139","2","3","LAD"
"96140","2","3","LAD"
"96141","1","3","LAD"
"96142","0","3","LAD"
"96143","0","3","LAD"
"96144","1","3","LAD"
"96145","2","3","LAD"
"96146","2","3","LAD"
"96147","0","3","LAD"
"96148","1","3","LAD"
"96149","0","3","LAD"
"96150","1","3","LAD"
"96151","2","3","LAD"
"96152","1","3","LAD"
