"","NYY","HOU","Series Winner"
"93231","3","4","HOU"
"93232","4","2","NYY"
"93233","3","4","HOU"
"93234","1","4","HOU"
"93235","4","3","NYY"
"93236","2","4","HOU"
"93237","1","4","HOU"
"93238","2","4","HOU"
"93239","2","4","HOU"
"93240","0","4","HOU"
"93241","1","4","HOU"
"93242","2","4","HOU"
"93243","4","3","NYY"
"93244","1","4","HOU"
"93245","3","4","HOU"
"93246","0","4","HOU"
"93247","3","4","HOU"
"93248","1","4","HOU"
"93249","4","3","NYY"
"93250","0","4","HOU"
"93251","2","4","HOU"
"93252","4","1","NYY"
"93253","1","4","HOU"
"93254","4","1","NYY"
"93255","1","4","HOU"
"93256","2","4","HOU"
"93257","1","4","HOU"
"93258","3","4","HOU"
"93259","3","4","HOU"
"93260","3","4","HOU"
"93261","3","4","HOU"
"93262","4","2","NYY"
"93263","3","4","HOU"
"93264","1","4","HOU"
"93265","0","4","HOU"
"93266","1","4","HOU"
"93267","0","4","HOU"
"93268","4","2","NYY"
"93269","0","4","HOU"
"93270","4","1","NYY"
"93271","3","4","HOU"
"93272","1","4","HOU"
"93273","4","3","NYY"
"93274","4","1","NYY"
"93275","4","3","NYY"
"93276","1","4","HOU"
"93277","4","2","NYY"
"93278","2","4","HOU"
"93279","2","4","HOU"
"93280","4","1","NYY"
"93281","2","4","HOU"
"93282","2","4","HOU"
"93283","3","4","HOU"
"93284","0","4","HOU"
"93285","1","4","HOU"
"93286","4","2","NYY"
"93287","0","4","HOU"
"93288","0","4","HOU"
"93289","1","4","HOU"
"93290","4","2","NYY"
"93291","0","4","HOU"
"93292","0","4","HOU"
"93293","1","4","HOU"
"93294","2","4","HOU"
"93295","4","1","NYY"
"93296","0","4","HOU"
"93297","2","4","HOU"
"93298","3","4","HOU"
"93299","4","3","NYY"
"93300","1","4","HOU"
"93301","0","4","HOU"
"93302","0","4","HOU"
"93303","2","4","HOU"
"93304","4","2","NYY"
"93305","4","1","NYY"
"93306","4","3","NYY"
"93307","2","4","HOU"
"93308","2","4","HOU"
"93309","1","4","HOU"
"93310","3","4","HOU"
"93311","1","4","HOU"
"93312","2","4","HOU"
"93313","0","4","HOU"
"93314","3","4","HOU"
"93315","4","3","NYY"
"93316","2","4","HOU"
"93317","2","4","HOU"
"93318","4","0","NYY"
"93319","3","4","HOU"
"93320","1","4","HOU"
"93321","2","4","HOU"
"93322","1","4","HOU"
"93323","0","4","HOU"
"93324","3","4","HOU"
"93325","1","4","HOU"
"93326","3","4","HOU"
"93327","1","4","HOU"
"93328","1","4","HOU"
"93329","2","4","HOU"
"93330","2","4","HOU"
"93331","1","4","HOU"
"93332","1","4","HOU"
"93333","1","4","HOU"
"93334","1","4","HOU"
"93335","2","4","HOU"
"93336","1","4","HOU"
"93337","1","4","HOU"
"93338","4","2","NYY"
"93339","0","4","HOU"
"93340","1","4","HOU"
"93341","2","4","HOU"
"93342","3","4","HOU"
"93343","0","4","HOU"
"93344","3","4","HOU"
"93345","2","4","HOU"
"93346","4","1","NYY"
"93347","2","4","HOU"
"93348","1","4","HOU"
"93349","2","4","HOU"
"93350","2","4","HOU"
"93351","0","4","HOU"
"93352","4","1","NYY"
"93353","4","2","NYY"
"93354","3","4","HOU"
"93355","2","4","HOU"
"93356","4","1","NYY"
"93357","2","4","HOU"
"93358","1","4","HOU"
"93359","0","4","HOU"
"93360","4","2","NYY"
"93361","2","4","HOU"
"93362","3","4","HOU"
"93363","1","4","HOU"
"93364","1","4","HOU"
"93365","2","4","HOU"
"93366","2","4","HOU"
"93367","4","3","NYY"
"93368","1","4","HOU"
"93369","0","4","HOU"
"93370","1","4","HOU"
"93371","1","4","HOU"
"93372","3","4","HOU"
"93373","4","2","NYY"
"93374","2","4","HOU"
"93375","3","4","HOU"
"93376","3","4","HOU"
"93377","4","2","NYY"
"93378","4","3","NYY"
"93379","1","4","HOU"
"93380","0","4","HOU"
"93381","4","3","NYY"
"93382","0","4","HOU"
"93383","3","4","HOU"
"93384","3","4","HOU"
"93385","2","4","HOU"
"93386","3","4","HOU"
"93387","4","2","NYY"
"93388","4","1","NYY"
"93389","2","4","HOU"
"93390","4","3","NYY"
"93391","4","2","NYY"
"93392","0","4","HOU"
"93393","1","4","HOU"
"93394","2","4","HOU"
"93395","3","4","HOU"
"93396","0","4","HOU"
"93397","4","1","NYY"
"93398","4","3","NYY"
"93399","4","0","NYY"
"93400","1","4","HOU"
"93401","2","4","HOU"
"93402","4","1","NYY"
"93403","3","4","HOU"
"93404","2","4","HOU"
"93405","4","2","NYY"
"93406","1","4","HOU"
"93407","0","4","HOU"
"93408","1","4","HOU"
"93409","3","4","HOU"
"93410","3","4","HOU"
"93411","2","4","HOU"
"93412","3","4","HOU"
"93413","3","4","HOU"
"93414","3","4","HOU"
"93415","3","4","HOU"
"93416","3","4","HOU"
"93417","2","4","HOU"
"93418","2","4","HOU"
"93419","2","4","HOU"
"93420","3","4","HOU"
"93421","1","4","HOU"
"93422","2","4","HOU"
"93423","2","4","HOU"
"93424","4","2","NYY"
"93425","2","4","HOU"
"93426","4","2","NYY"
"93427","4","3","NYY"
"93428","0","4","HOU"
"93429","0","4","HOU"
"93430","2","4","HOU"
"93431","0","4","HOU"
"93432","0","4","HOU"
"93433","4","2","NYY"
"93434","4","3","NYY"
"93435","2","4","HOU"
"93436","4","3","NYY"
"93437","2","4","HOU"
"93438","4","1","NYY"
"93439","2","4","HOU"
"93440","3","4","HOU"
"93441","0","4","HOU"
"93442","3","4","HOU"
"93443","4","1","NYY"
"93444","4","2","NYY"
"93445","4","1","NYY"
"93446","1","4","HOU"
"93447","2","4","HOU"
"93448","0","4","HOU"
"93449","3","4","HOU"
"93450","3","4","HOU"
"93451","4","2","NYY"
"93452","0","4","HOU"
"93453","0","4","HOU"
"93454","3","4","HOU"
"93455","2","4","HOU"
"93456","1","4","HOU"
"93457","1","4","HOU"
"93458","2","4","HOU"
"93459","1","4","HOU"
"93460","0","4","HOU"
"93461","4","1","NYY"
"93462","4","2","NYY"
"93463","1","4","HOU"
"93464","2","4","HOU"
"93465","0","4","HOU"
"93466","2","4","HOU"
"93467","1","4","HOU"
"93468","1","4","HOU"
"93469","2","4","HOU"
"93470","4","3","NYY"
"93471","1","4","HOU"
"93472","2","4","HOU"
"93473","0","4","HOU"
"93474","0","4","HOU"
"93475","2","4","HOU"
"93476","3","4","HOU"
"93477","0","4","HOU"
"93478","1","4","HOU"
"93479","4","2","NYY"
"93480","1","4","HOU"
"93481","3","4","HOU"
"93482","3","4","HOU"
"93483","4","3","NYY"
"93484","3","4","HOU"
"93485","3","4","HOU"
"93486","1","4","HOU"
"93487","4","0","NYY"
"93488","2","4","HOU"
"93489","0","4","HOU"
"93490","1","4","HOU"
"93491","0","4","HOU"
"93492","0","4","HOU"
"93493","1","4","HOU"
"93494","4","1","NYY"
"93495","0","4","HOU"
"93496","1","4","HOU"
"93497","0","4","HOU"
"93498","0","4","HOU"
"93499","4","2","NYY"
"93500","4","2","NYY"
"93501","3","4","HOU"
"93502","1","4","HOU"
"93503","2","4","HOU"
"93504","4","3","NYY"
"93505","0","4","HOU"
"93506","1","4","HOU"
"93507","3","4","HOU"
"93508","0","4","HOU"
"93509","3","4","HOU"
"93510","2","4","HOU"
"93511","4","1","NYY"
"93512","0","4","HOU"
"93513","1","4","HOU"
"93514","0","4","HOU"
"93515","2","4","HOU"
"93516","2","4","HOU"
"93517","2","4","HOU"
"93518","4","1","NYY"
"93519","2","4","HOU"
"93520","3","4","HOU"
"93521","0","4","HOU"
"93522","0","4","HOU"
"93523","2","4","HOU"
"93524","1","4","HOU"
"93525","0","4","HOU"
"93526","4","1","NYY"
"93527","3","4","HOU"
"93528","2","4","HOU"
"93529","2","4","HOU"
"93530","4","2","NYY"
"93531","1","4","HOU"
"93532","4","3","NYY"
"93533","2","4","HOU"
"93534","2","4","HOU"
"93535","1","4","HOU"
"93536","2","4","HOU"
"93537","1","4","HOU"
"93538","2","4","HOU"
"93539","1","4","HOU"
"93540","3","4","HOU"
"93541","1","4","HOU"
"93542","4","0","NYY"
"93543","2","4","HOU"
"93544","2","4","HOU"
"93545","1","4","HOU"
"93546","2","4","HOU"
"93547","3","4","HOU"
"93548","1","4","HOU"
"93549","2","4","HOU"
"93550","3","4","HOU"
"93551","3","4","HOU"
"93552","0","4","HOU"
"93553","0","4","HOU"
"93554","2","4","HOU"
"93555","3","4","HOU"
"93556","0","4","HOU"
"93557","4","2","NYY"
"93558","3","4","HOU"
"93559","2","4","HOU"
"93560","2","4","HOU"
"93561","3","4","HOU"
"93562","1","4","HOU"
"93563","4","3","NYY"
"93564","4","2","NYY"
"93565","3","4","HOU"
"93566","0","4","HOU"
"93567","2","4","HOU"
"93568","2","4","HOU"
"93569","0","4","HOU"
"93570","1","4","HOU"
"93571","4","2","NYY"
"93572","2","4","HOU"
"93573","3","4","HOU"
"93574","2","4","HOU"
"93575","0","4","HOU"
"93576","1","4","HOU"
"93577","1","4","HOU"
"93578","3","4","HOU"
"93579","3","4","HOU"
"93580","3","4","HOU"
"93581","2","4","HOU"
"93582","0","4","HOU"
"93583","2","4","HOU"
"93584","2","4","HOU"
"93585","4","3","NYY"
"93586","1","4","HOU"
"93587","4","2","NYY"
"93588","3","4","HOU"
"93589","4","2","NYY"
"93590","2","4","HOU"
"93591","4","1","NYY"
"93592","1","4","HOU"
"93593","1","4","HOU"
"93594","2","4","HOU"
"93595","1","4","HOU"
"93596","3","4","HOU"
"93597","0","4","HOU"
"93598","4","1","NYY"
"93599","0","4","HOU"
"93600","4","3","NYY"
"93601","2","4","HOU"
"93602","3","4","HOU"
"93603","2","4","HOU"
"93604","4","2","NYY"
"93605","4","3","NYY"
"93606","0","4","HOU"
"93607","1","4","HOU"
"93608","3","4","HOU"
"93609","2","4","HOU"
"93610","1","4","HOU"
"93611","0","4","HOU"
"93612","1","4","HOU"
"93613","3","4","HOU"
"93614","0","4","HOU"
"93615","2","4","HOU"
"93616","2","4","HOU"
"93617","2","4","HOU"
"93618","3","4","HOU"
"93619","3","4","HOU"
"93620","4","2","NYY"
"93621","0","4","HOU"
"93622","4","2","NYY"
"93623","4","2","NYY"
"93624","4","2","NYY"
"93625","4","2","NYY"
"93626","2","4","HOU"
"93627","4","2","NYY"
"93628","3","4","HOU"
"93629","2","4","HOU"
"93630","0","4","HOU"
"93631","0","4","HOU"
"93632","3","4","HOU"
"93633","0","4","HOU"
"93634","2","4","HOU"
"93635","3","4","HOU"
"93636","4","2","NYY"
"93637","4","3","NYY"
"93638","3","4","HOU"
"93639","1","4","HOU"
"93640","3","4","HOU"
"93641","1","4","HOU"
"93642","1","4","HOU"
"93643","4","1","NYY"
"93644","3","4","HOU"
"93645","3","4","HOU"
"93646","4","3","NYY"
"93647","1","4","HOU"
"93648","3","4","HOU"
"93649","1","4","HOU"
"93650","2","4","HOU"
"93651","3","4","HOU"
"93652","1","4","HOU"
"93653","3","4","HOU"
"93654","4","2","NYY"
"93655","0","4","HOU"
"93656","2","4","HOU"
"93657","2","4","HOU"
"93658","2","4","HOU"
"93659","2","4","HOU"
"93660","1","4","HOU"
"93661","2","4","HOU"
"93662","0","4","HOU"
"93663","3","4","HOU"
"93664","4","1","NYY"
"93665","1","4","HOU"
"93666","4","3","NYY"
"93667","4","0","NYY"
"93668","1","4","HOU"
"93669","3","4","HOU"
"93670","2","4","HOU"
"93671","2","4","HOU"
"93672","1","4","HOU"
"93673","2","4","HOU"
"93674","3","4","HOU"
"93675","4","1","NYY"
"93676","2","4","HOU"
"93677","0","4","HOU"
"93678","3","4","HOU"
"93679","4","1","NYY"
"93680","0","4","HOU"
"93681","2","4","HOU"
"93682","3","4","HOU"
"93683","4","3","NYY"
"93684","2","4","HOU"
"93685","4","2","NYY"
"93686","2","4","HOU"
"93687","3","4","HOU"
"93688","3","4","HOU"
"93689","4","2","NYY"
"93690","2","4","HOU"
"93691","2","4","HOU"
"93692","1","4","HOU"
"93693","2","4","HOU"
"93694","4","2","NYY"
"93695","4","2","NYY"
"93696","3","4","HOU"
"93697","4","1","NYY"
"93698","2","4","HOU"
"93699","4","1","NYY"
"93700","1","4","HOU"
"93701","4","2","NYY"
"93702","0","4","HOU"
"93703","0","4","HOU"
"93704","1","4","HOU"
"93705","0","4","HOU"
"93706","4","2","NYY"
"93707","2","4","HOU"
"93708","4","3","NYY"
"93709","2","4","HOU"
"93710","2","4","HOU"
"93711","4","1","NYY"
"93712","0","4","HOU"
"93713","2","4","HOU"
"93714","2","4","HOU"
"93715","2","4","HOU"
"93716","0","4","HOU"
"93717","3","4","HOU"
"93718","2","4","HOU"
"93719","2","4","HOU"
"93720","3","4","HOU"
"93721","3","4","HOU"
"93722","4","3","NYY"
"93723","1","4","HOU"
"93724","2","4","HOU"
"93725","1","4","HOU"
"93726","3","4","HOU"
"93727","2","4","HOU"
"93728","0","4","HOU"
"93729","3","4","HOU"
"93730","2","4","HOU"
"93731","2","4","HOU"
"93732","1","4","HOU"
"93733","3","4","HOU"
"93734","3","4","HOU"
"93735","2","4","HOU"
"93736","2","4","HOU"
"93737","2","4","HOU"
"93738","1","4","HOU"
"93739","1","4","HOU"
"93740","2","4","HOU"
"93741","2","4","HOU"
"93742","2","4","HOU"
"93743","1","4","HOU"
"93744","1","4","HOU"
"93745","1","4","HOU"
"93746","2","4","HOU"
"93747","4","3","NYY"
"93748","1","4","HOU"
"93749","1","4","HOU"
"93750","0","4","HOU"
"93751","1","4","HOU"
"93752","2","4","HOU"
"93753","1","4","HOU"
"93754","4","3","NYY"
"93755","2","4","HOU"
"93756","3","4","HOU"
"93757","3","4","HOU"
"93758","2","4","HOU"
"93759","2","4","HOU"
"93760","4","2","NYY"
"93761","3","4","HOU"
"93762","0","4","HOU"
"93763","3","4","HOU"
"93764","4","2","NYY"
"93765","0","4","HOU"
"93766","1","4","HOU"
"93767","4","2","NYY"
"93768","4","1","NYY"
"93769","1","4","HOU"
"93770","2","4","HOU"
"93771","1","4","HOU"
"93772","1","4","HOU"
"93773","2","4","HOU"
"93774","3","4","HOU"
"93775","1","4","HOU"
"93776","0","4","HOU"
"93777","0","4","HOU"
"93778","2","4","HOU"
"93779","2","4","HOU"
"93780","4","2","NYY"
"93781","2","4","HOU"
"93782","4","1","NYY"
"93783","2","4","HOU"
"93784","3","4","HOU"
"93785","4","2","NYY"
"93786","1","4","HOU"
"93787","2","4","HOU"
"93788","2","4","HOU"
"93789","4","2","NYY"
"93790","0","4","HOU"
"93791","0","4","HOU"
"93792","1","4","HOU"
"93793","1","4","HOU"
"93794","4","0","NYY"
"93795","0","4","HOU"
"93796","3","4","HOU"
"93797","2","4","HOU"
"93798","0","4","HOU"
"93799","2","4","HOU"
"93800","3","4","HOU"
"93801","4","0","NYY"
"93802","2","4","HOU"
"93803","3","4","HOU"
"93804","4","2","NYY"
"93805","4","2","NYY"
"93806","2","4","HOU"
"93807","2","4","HOU"
"93808","1","4","HOU"
"93809","1","4","HOU"
"93810","4","2","NYY"
"93811","1","4","HOU"
"93812","1","4","HOU"
"93813","2","4","HOU"
"93814","0","4","HOU"
"93815","2","4","HOU"
"93816","3","4","HOU"
"93817","2","4","HOU"
"93818","1","4","HOU"
"93819","3","4","HOU"
"93820","2","4","HOU"
"93821","3","4","HOU"
"93822","1","4","HOU"
"93823","3","4","HOU"
"93824","2","4","HOU"
"93825","4","2","NYY"
"93826","3","4","HOU"
"93827","4","1","NYY"
"93828","2","4","HOU"
"93829","1","4","HOU"
"93830","3","4","HOU"
"93831","1","4","HOU"
"93832","0","4","HOU"
"93833","0","4","HOU"
"93834","4","3","NYY"
"93835","3","4","HOU"
"93836","3","4","HOU"
"93837","2","4","HOU"
"93838","4","3","NYY"
"93839","1","4","HOU"
"93840","4","2","NYY"
"93841","3","4","HOU"
"93842","4","1","NYY"
"93843","4","1","NYY"
"93844","0","4","HOU"
"93845","0","4","HOU"
"93846","3","4","HOU"
"93847","0","4","HOU"
"93848","4","3","NYY"
"93849","2","4","HOU"
"93850","3","4","HOU"
"93851","4","3","NYY"
"93852","0","4","HOU"
"93853","1","4","HOU"
"93854","4","2","NYY"
"93855","3","4","HOU"
"93856","3","4","HOU"
"93857","3","4","HOU"
"93858","2","4","HOU"
"93859","0","4","HOU"
"93860","4","3","NYY"
"93861","2","4","HOU"
"93862","3","4","HOU"
"93863","0","4","HOU"
"93864","4","2","NYY"
"93865","4","2","NYY"
"93866","2","4","HOU"
"93867","0","4","HOU"
"93868","2","4","HOU"
"93869","2","4","HOU"
"93870","4","2","NYY"
"93871","1","4","HOU"
"93872","2","4","HOU"
"93873","3","4","HOU"
"93874","3","4","HOU"
"93875","1","4","HOU"
"93876","3","4","HOU"
"93877","1","4","HOU"
"93878","1","4","HOU"
"93879","3","4","HOU"
"93880","4","1","NYY"
"93881","4","0","NYY"
"93882","2","4","HOU"
"93883","4","2","NYY"
"93884","2","4","HOU"
"93885","2","4","HOU"
"93886","2","4","HOU"
"93887","0","4","HOU"
"93888","2","4","HOU"
"93889","2","4","HOU"
"93890","4","3","NYY"
"93891","4","1","NYY"
"93892","1","4","HOU"
"93893","3","4","HOU"
"93894","2","4","HOU"
"93895","0","4","HOU"
"93896","1","4","HOU"
"93897","4","1","NYY"
"93898","4","2","NYY"
"93899","3","4","HOU"
"93900","2","4","HOU"
"93901","2","4","HOU"
"93902","2","4","HOU"
"93903","1","4","HOU"
"93904","3","4","HOU"
"93905","4","2","NYY"
"93906","2","4","HOU"
"93907","2","4","HOU"
"93908","0","4","HOU"
"93909","1","4","HOU"
"93910","2","4","HOU"
"93911","3","4","HOU"
"93912","2","4","HOU"
"93913","0","4","HOU"
"93914","3","4","HOU"
"93915","1","4","HOU"
"93916","4","1","NYY"
"93917","2","4","HOU"
"93918","2","4","HOU"
"93919","1","4","HOU"
"93920","4","1","NYY"
"93921","3","4","HOU"
"93922","2","4","HOU"
"93923","2","4","HOU"
"93924","4","0","NYY"
"93925","4","2","NYY"
"93926","0","4","HOU"
"93927","2","4","HOU"
"93928","0","4","HOU"
"93929","2","4","HOU"
"93930","0","4","HOU"
"93931","4","3","NYY"
"93932","3","4","HOU"
"93933","3","4","HOU"
"93934","3","4","HOU"
"93935","4","2","NYY"
"93936","3","4","HOU"
"93937","1","4","HOU"
"93938","2","4","HOU"
"93939","4","2","NYY"
"93940","2","4","HOU"
"93941","0","4","HOU"
"93942","0","4","HOU"
"93943","1","4","HOU"
"93944","4","3","NYY"
"93945","4","3","NYY"
"93946","0","4","HOU"
"93947","4","1","NYY"
"93948","4","2","NYY"
"93949","1","4","HOU"
"93950","0","4","HOU"
"93951","3","4","HOU"
"93952","2","4","HOU"
"93953","2","4","HOU"
"93954","3","4","HOU"
"93955","2","4","HOU"
"93956","1","4","HOU"
"93957","4","0","NYY"
"93958","3","4","HOU"
"93959","1","4","HOU"
"93960","3","4","HOU"
"93961","0","4","HOU"
"93962","1","4","HOU"
"93963","2","4","HOU"
"93964","2","4","HOU"
"93965","4","2","NYY"
"93966","0","4","HOU"
"93967","2","4","HOU"
"93968","3","4","HOU"
"93969","2","4","HOU"
"93970","4","3","NYY"
"93971","2","4","HOU"
"93972","4","2","NYY"
"93973","2","4","HOU"
"93974","3","4","HOU"
"93975","3","4","HOU"
"93976","2","4","HOU"
"93977","1","4","HOU"
"93978","2","4","HOU"
"93979","2","4","HOU"
"93980","1","4","HOU"
"93981","4","2","NYY"
"93982","4","2","NYY"
"93983","4","1","NYY"
"93984","4","2","NYY"
"93985","2","4","HOU"
"93986","1","4","HOU"
"93987","1","4","HOU"
"93988","4","1","NYY"
"93989","1","4","HOU"
"93990","4","3","NYY"
"93991","2","4","HOU"
"93992","3","4","HOU"
"93993","3","4","HOU"
"93994","2","4","HOU"
"93995","4","3","NYY"
"93996","4","1","NYY"
"93997","2","4","HOU"
"93998","4","3","NYY"
"93999","1","4","HOU"
"94000","4","1","NYY"
"94001","0","4","HOU"
"94002","1","4","HOU"
"94003","4","2","NYY"
"94004","0","4","HOU"
"94005","0","4","HOU"
"94006","0","4","HOU"
"94007","2","4","HOU"
"94008","0","4","HOU"
"94009","0","4","HOU"
"94010","0","4","HOU"
"94011","1","4","HOU"
"94012","3","4","HOU"
"94013","1","4","HOU"
"94014","2","4","HOU"
"94015","3","4","HOU"
"94016","3","4","HOU"
"94017","3","4","HOU"
"94018","1","4","HOU"
"94019","4","0","NYY"
"94020","1","4","HOU"
"94021","3","4","HOU"
"94022","1","4","HOU"
"94023","1","4","HOU"
"94024","0","4","HOU"
"94025","3","4","HOU"
"94026","2","4","HOU"
"94027","3","4","HOU"
"94028","3","4","HOU"
"94029","3","4","HOU"
"94030","3","4","HOU"
"94031","1","4","HOU"
"94032","0","4","HOU"
"94033","3","4","HOU"
"94034","0","4","HOU"
"94035","4","3","NYY"
"94036","0","4","HOU"
"94037","0","4","HOU"
"94038","2","4","HOU"
"94039","4","3","NYY"
"94040","4","2","NYY"
"94041","1","4","HOU"
"94042","4","0","NYY"
"94043","2","4","HOU"
"94044","1","4","HOU"
"94045","4","1","NYY"
"94046","2","4","HOU"
"94047","4","0","NYY"
"94048","1","4","HOU"
"94049","3","4","HOU"
"94050","1","4","HOU"
"94051","2","4","HOU"
"94052","3","4","HOU"
"94053","1","4","HOU"
"94054","4","3","NYY"
"94055","3","4","HOU"
"94056","4","1","NYY"
"94057","0","4","HOU"
"94058","3","4","HOU"
"94059","3","4","HOU"
"94060","3","4","HOU"
"94061","3","4","HOU"
"94062","0","4","HOU"
"94063","2","4","HOU"
"94064","2","4","HOU"
"94065","1","4","HOU"
"94066","2","4","HOU"
"94067","2","4","HOU"
"94068","2","4","HOU"
"94069","0","4","HOU"
"94070","3","4","HOU"
"94071","0","4","HOU"
"94072","4","0","NYY"
"94073","1","4","HOU"
"94074","0","4","HOU"
"94075","0","4","HOU"
"94076","2","4","HOU"
"94077","4","1","NYY"
"94078","1","4","HOU"
"94079","4","3","NYY"
"94080","4","1","NYY"
"94081","3","4","HOU"
"94082","2","4","HOU"
"94083","2","4","HOU"
"94084","1","4","HOU"
"94085","4","1","NYY"
"94086","3","4","HOU"
"94087","2","4","HOU"
"94088","3","4","HOU"
"94089","1","4","HOU"
"94090","1","4","HOU"
"94091","1","4","HOU"
"94092","3","4","HOU"
"94093","3","4","HOU"
"94094","1","4","HOU"
"94095","4","3","NYY"
"94096","1","4","HOU"
"94097","4","2","NYY"
"94098","3","4","HOU"
"94099","1","4","HOU"
"94100","2","4","HOU"
"94101","1","4","HOU"
"94102","0","4","HOU"
"94103","4","1","NYY"
"94104","3","4","HOU"
"94105","3","4","HOU"
"94106","1","4","HOU"
"94107","0","4","HOU"
"94108","1","4","HOU"
"94109","0","4","HOU"
"94110","4","2","NYY"
"94111","2","4","HOU"
"94112","4","3","NYY"
"94113","2","4","HOU"
"94114","3","4","HOU"
"94115","2","4","HOU"
"94116","0","4","HOU"
"94117","1","4","HOU"
"94118","4","2","NYY"
"94119","3","4","HOU"
"94120","2","4","HOU"
"94121","4","2","NYY"
"94122","2","4","HOU"
"94123","0","4","HOU"
"94124","0","4","HOU"
"94125","2","4","HOU"
"94126","0","4","HOU"
"94127","2","4","HOU"
"94128","2","4","HOU"
"94129","0","4","HOU"
"94130","4","2","NYY"
"94131","1","4","HOU"
"94132","2","4","HOU"
"94133","1","4","HOU"
"94134","4","2","NYY"
"94135","0","4","HOU"
"94136","4","3","NYY"
"94137","0","4","HOU"
"94138","1","4","HOU"
"94139","3","4","HOU"
"94140","4","0","NYY"
"94141","4","0","NYY"
"94142","3","4","HOU"
"94143","4","1","NYY"
"94144","3","4","HOU"
"94145","2","4","HOU"
"94146","3","4","HOU"
"94147","4","1","NYY"
"94148","0","4","HOU"
"94149","1","4","HOU"
"94150","0","4","HOU"
"94151","4","2","NYY"
"94152","0","4","HOU"
"94153","3","4","HOU"
"94154","4","3","NYY"
"94155","0","4","HOU"
"94156","2","4","HOU"
"94157","4","1","NYY"
"94158","4","2","NYY"
"94159","3","4","HOU"
"94160","3","4","HOU"
"94161","3","4","HOU"
"94162","0","4","HOU"
"94163","3","4","HOU"
"94164","0","4","HOU"
"94165","2","4","HOU"
"94166","3","4","HOU"
"94167","2","4","HOU"
"94168","4","1","NYY"
"94169","2","4","HOU"
"94170","2","4","HOU"
"94171","1","4","HOU"
"94172","2","4","HOU"
"94173","3","4","HOU"
"94174","3","4","HOU"
"94175","1","4","HOU"
"94176","3","4","HOU"
"94177","3","4","HOU"
"94178","0","4","HOU"
"94179","2","4","HOU"
"94180","4","3","NYY"
"94181","1","4","HOU"
"94182","3","4","HOU"
"94183","0","4","HOU"
"94184","2","4","HOU"
"94185","0","4","HOU"
"94186","3","4","HOU"
"94187","0","4","HOU"
"94188","4","1","NYY"
"94189","3","4","HOU"
"94190","1","4","HOU"
"94191","1","4","HOU"
"94192","1","4","HOU"
"94193","1","4","HOU"
"94194","0","4","HOU"
"94195","1","4","HOU"
"94196","0","4","HOU"
"94197","2","4","HOU"
"94198","4","0","NYY"
"94199","4","3","NYY"
"94200","4","2","NYY"
"94201","4","0","NYY"
"94202","1","4","HOU"
"94203","0","4","HOU"
"94204","1","4","HOU"
"94205","0","4","HOU"
"94206","0","4","HOU"
"94207","2","4","HOU"
"94208","4","3","NYY"
"94209","4","2","NYY"
"94210","2","4","HOU"
"94211","0","4","HOU"
"94212","0","4","HOU"
"94213","4","3","NYY"
"94214","4","3","NYY"
"94215","3","4","HOU"
"94216","0","4","HOU"
"94217","3","4","HOU"
"94218","3","4","HOU"
"94219","4","3","NYY"
"94220","2","4","HOU"
"94221","2","4","HOU"
"94222","2","4","HOU"
"94223","3","4","HOU"
"94224","4","3","NYY"
"94225","2","4","HOU"
"94226","3","4","HOU"
"94227","3","4","HOU"
"94228","1","4","HOU"
"94229","1","4","HOU"
"94230","2","4","HOU"
"94231","0","4","HOU"
"94232","0","4","HOU"
"94233","1","4","HOU"
"94234","0","4","HOU"
"94235","1","4","HOU"
"94236","4","3","NYY"
"94237","4","1","NYY"
"94238","1","4","HOU"
"94239","0","4","HOU"
"94240","4","1","NYY"
"94241","4","1","NYY"
"94242","2","4","HOU"
"94243","2","4","HOU"
"94244","0","4","HOU"
"94245","2","4","HOU"
"94246","2","4","HOU"
"94247","1","4","HOU"
"94248","2","4","HOU"
"94249","1","4","HOU"
"94250","1","4","HOU"
"94251","1","4","HOU"
"94252","4","2","NYY"
"94253","1","4","HOU"
"94254","1","4","HOU"
"94255","0","4","HOU"
"94256","2","4","HOU"
"94257","3","4","HOU"
"94258","4","1","NYY"
"94259","4","3","NYY"
"94260","0","4","HOU"
"94261","0","4","HOU"
"94262","4","2","NYY"
"94263","2","4","HOU"
"94264","2","4","HOU"
"94265","4","1","NYY"
"94266","1","4","HOU"
"94267","4","1","NYY"
"94268","3","4","HOU"
"94269","4","3","NYY"
"94270","4","2","NYY"
"94271","3","4","HOU"
"94272","2","4","HOU"
"94273","0","4","HOU"
"94274","3","4","HOU"
"94275","1","4","HOU"
"94276","1","4","HOU"
"94277","3","4","HOU"
"94278","1","4","HOU"
"94279","3","4","HOU"
"94280","2","4","HOU"
"94281","4","3","NYY"
"94282","3","4","HOU"
"94283","4","2","NYY"
"94284","2","4","HOU"
"94285","3","4","HOU"
"94286","2","4","HOU"
"94287","4","0","NYY"
"94288","1","4","HOU"
"94289","1","4","HOU"
"94290","2","4","HOU"
"94291","0","4","HOU"
"94292","4","2","NYY"
"94293","4","2","NYY"
"94294","0","4","HOU"
"94295","0","4","HOU"
"94296","4","1","NYY"
"94297","2","4","HOU"
"94298","1","4","HOU"
"94299","4","1","NYY"
"94300","3","4","HOU"
"94301","0","4","HOU"
"94302","3","4","HOU"
"94303","2","4","HOU"
"94304","3","4","HOU"
"94305","1","4","HOU"
