"","LAD","NYY","Champion"
"86905","1","4","NYY"
"86906","4","1","LAD"
"86907","4","3","LAD"
"86908","4","1","LAD"
"86909","4","2","LAD"
"86910","2","4","NYY"
"86911","4","2","LAD"
"86912","4","3","LAD"
"86913","4","0","LAD"
"86914","4","1","LAD"
"86915","4","1","LAD"
"86916","4","2","LAD"
"86917","4","1","LAD"
"86918","4","0","LAD"
"86919","4","0","LAD"
"86920","4","1","LAD"
"86921","4","2","LAD"
"86922","4","2","LAD"
"86923","4","3","LAD"
"86924","4","3","LAD"
"86925","4","1","LAD"
"86926","4","0","LAD"
"86927","1","4","NYY"
"86928","4","1","LAD"
"86929","4","2","LAD"
"86930","4","1","LAD"
"86931","4","2","LAD"
"86932","4","1","LAD"
"86933","4","3","LAD"
"86934","3","4","NYY"
"86935","4","1","LAD"
"86936","4","1","LAD"
"86937","4","2","LAD"
"86938","4","0","LAD"
"86939","4","0","LAD"
"86940","2","4","NYY"
"86941","4","3","LAD"
"86942","4","2","LAD"
"86943","1","4","NYY"
"86944","4","1","LAD"
"86945","3","4","NYY"
"86946","4","2","LAD"
"86947","4","3","LAD"
"86948","4","3","LAD"
"86949","4","2","LAD"
"86950","0","4","NYY"
"86951","4","1","LAD"
"86952","4","3","LAD"
"86953","4","1","LAD"
"86954","4","0","LAD"
"86955","4","0","LAD"
"86956","4","2","LAD"
"86957","4","1","LAD"
"86958","4","0","LAD"
"86959","4","2","LAD"
"86960","4","1","LAD"
"86961","4","1","LAD"
"86962","4","3","LAD"
"86963","4","3","LAD"
"86964","4","2","LAD"
"86965","4","1","LAD"
"86966","4","3","LAD"
"86967","4","3","LAD"
"86968","4","2","LAD"
"86969","4","2","LAD"
"86970","4","1","LAD"
"86971","0","4","NYY"
"86972","4","0","LAD"
"86973","4","0","LAD"
"86974","4","1","LAD"
"86975","2","4","NYY"
"86976","1","4","NYY"
"86977","4","2","LAD"
"86978","3","4","NYY"
"86979","3","4","NYY"
"86980","3","4","NYY"
"86981","4","0","LAD"
"86982","1","4","NYY"
"86983","4","0","LAD"
"86984","4","1","LAD"
"86985","4","1","LAD"
"86986","4","0","LAD"
"86987","4","0","LAD"
"86988","2","4","NYY"
"86989","4","1","LAD"
"86990","4","1","LAD"
"86991","4","0","LAD"
"86992","1","4","NYY"
"86993","1","4","NYY"
"86994","3","4","NYY"
"86995","3","4","NYY"
"86996","4","1","LAD"
"86997","4","2","LAD"
"86998","4","3","LAD"
"86999","4","3","LAD"
"87000","4","2","LAD"
"87001","0","4","NYY"
"87002","4","1","LAD"
"87003","2","4","NYY"
"87004","4","0","LAD"
"87005","4","3","LAD"
"87006","4","2","LAD"
"87007","2","4","NYY"
"87008","4","0","LAD"
"87009","2","4","NYY"
"87010","4","2","LAD"
"87011","4","2","LAD"
"87012","4","0","LAD"
"87013","4","3","LAD"
"87014","4","3","LAD"
"87015","0","4","NYY"
"87016","4","3","LAD"
"87017","4","2","LAD"
"87018","4","2","LAD"
"87019","4","0","LAD"
"87020","4","3","LAD"
"87021","4","3","LAD"
"87022","4","2","LAD"
"87023","4","1","LAD"
"87024","4","3","LAD"
"87025","2","4","NYY"
"87026","2","4","NYY"
"87027","4","2","LAD"
"87028","4","1","LAD"
"87029","4","1","LAD"
"87030","4","2","LAD"
"87031","3","4","NYY"
"87032","4","2","LAD"
"87033","4","0","LAD"
"87034","4","2","LAD"
"87035","3","4","NYY"
"87036","4","2","LAD"
"87037","4","3","LAD"
"87038","4","0","LAD"
"87039","4","1","LAD"
"87040","4","3","LAD"
"87041","4","1","LAD"
"87042","3","4","NYY"
"87043","4","2","LAD"
"87044","4","3","LAD"
"87045","4","2","LAD"
"87046","4","0","LAD"
"87047","4","1","LAD"
"87048","4","1","LAD"
"87049","4","3","LAD"
"87050","4","1","LAD"
"87051","4","1","LAD"
"87052","1","4","NYY"
"87053","4","3","LAD"
"87054","4","2","LAD"
"87055","1","4","NYY"
"87056","4","2","LAD"
"87057","4","0","LAD"
"87058","4","1","LAD"
"87059","4","1","LAD"
"87060","4","3","LAD"
"87061","4","3","LAD"
"87062","2","4","NYY"
"87063","4","3","LAD"
"87064","4","2","LAD"
"87065","4","1","LAD"
"87066","4","1","LAD"
"87067","4","3","LAD"
"87068","4","3","LAD"
"87069","4","1","LAD"
"87070","3","4","NYY"
"87071","4","3","LAD"
"87072","4","1","LAD"
"87073","4","3","LAD"
"87074","4","3","LAD"
"87075","1","4","NYY"
"87076","4","1","LAD"
"87077","4","2","LAD"
"87078","4","0","LAD"
"87079","4","0","LAD"
"87080","0","4","NYY"
"87081","4","1","LAD"
"87082","4","0","LAD"
"87083","2","4","NYY"
"87084","4","2","LAD"
"87085","4","3","LAD"
"87086","4","3","LAD"
"87087","4","3","LAD"
"87088","4","2","LAD"
"87089","3","4","NYY"
"87090","4","1","LAD"
"87091","4","3","LAD"
"87092","4","1","LAD"
"87093","4","1","LAD"
"87094","4","3","LAD"
"87095","4","1","LAD"
"87096","4","1","LAD"
"87097","4","1","LAD"
"87098","4","2","LAD"
"87099","3","4","NYY"
"87100","2","4","NYY"
"87101","4","2","LAD"
"87102","2","4","NYY"
"87103","4","2","LAD"
"87104","4","2","LAD"
"87105","4","2","LAD"
"87106","4","1","LAD"
"87107","4","0","LAD"
"87108","4","2","LAD"
"87109","4","3","LAD"
"87110","4","0","LAD"
"87111","4","1","LAD"
"87112","4","2","LAD"
"87113","4","1","LAD"
"87114","4","0","LAD"
"87115","3","4","NYY"
"87116","3","4","NYY"
"87117","1","4","NYY"
"87118","4","0","LAD"
"87119","4","1","LAD"
"87120","1","4","NYY"
"87121","4","1","LAD"
"87122","4","1","LAD"
"87123","4","0","LAD"
"87124","4","3","LAD"
"87125","4","2","LAD"
"87126","4","0","LAD"
"87127","4","1","LAD"
"87128","4","1","LAD"
"87129","4","3","LAD"
"87130","3","4","NYY"
"87131","4","0","LAD"
"87132","4","2","LAD"
"87133","2","4","NYY"
"87134","3","4","NYY"
"87135","4","2","LAD"
"87136","4","2","LAD"
"87137","2","4","NYY"
"87138","4","2","LAD"
"87139","4","1","LAD"
"87140","4","2","LAD"
"87141","4","1","LAD"
"87142","0","4","NYY"
"87143","4","0","LAD"
"87144","4","1","LAD"
"87145","4","1","LAD"
"87146","4","0","LAD"
"87147","4","0","LAD"
"87148","4","2","LAD"
"87149","4","3","LAD"
"87150","4","1","LAD"
"87151","4","3","LAD"
"87152","4","2","LAD"
"87153","4","2","LAD"
"87154","4","1","LAD"
"87155","4","2","LAD"
"87156","2","4","NYY"
"87157","2","4","NYY"
"87158","4","1","LAD"
"87159","4","3","LAD"
"87160","3","4","NYY"
"87161","3","4","NYY"
"87162","3","4","NYY"
"87163","4","0","LAD"
"87164","4","2","LAD"
"87165","4","0","LAD"
"87166","4","2","LAD"
"87167","4","0","LAD"
"87168","4","0","LAD"
"87169","3","4","NYY"
"87170","2","4","NYY"
"87171","4","3","LAD"
"87172","4","2","LAD"
"87173","4","0","LAD"
"87174","4","0","LAD"
"87175","4","3","LAD"
"87176","4","1","LAD"
"87177","3","4","NYY"
"87178","4","0","LAD"
"87179","4","0","LAD"
"87180","4","1","LAD"
"87181","4","2","LAD"
"87182","4","2","LAD"
"87183","2","4","NYY"
"87184","3","4","NYY"
"87185","4","2","LAD"
"87186","4","2","LAD"
"87187","4","1","LAD"
"87188","4","3","LAD"
"87189","3","4","NYY"
"87190","4","3","LAD"
"87191","2","4","NYY"
"87192","4","2","LAD"
"87193","4","1","LAD"
"87194","4","0","LAD"
"87195","4","1","LAD"
"87196","4","2","LAD"
"87197","4","0","LAD"
"87198","1","4","NYY"
"87199","4","1","LAD"
"87200","4","1","LAD"
"87201","4","2","LAD"
"87202","4","2","LAD"
"87203","0","4","NYY"
"87204","4","1","LAD"
"87205","3","4","NYY"
"87206","3","4","NYY"
"87207","2","4","NYY"
"87208","4","3","LAD"
"87209","4","3","LAD"
"87210","4","0","LAD"
"87211","4","1","LAD"
"87212","2","4","NYY"
"87213","4","1","LAD"
"87214","3","4","NYY"
"87215","4","1","LAD"
"87216","4","3","LAD"
"87217","1","4","NYY"
"87218","2","4","NYY"
"87219","4","2","LAD"
"87220","4","1","LAD"
"87221","4","1","LAD"
"87222","4","3","LAD"
"87223","4","1","LAD"
"87224","4","0","LAD"
"87225","1","4","NYY"
"87226","4","1","LAD"
"87227","4","2","LAD"
"87228","4","1","LAD"
"87229","4","0","LAD"
"87230","4","0","LAD"
"87231","4","0","LAD"
"87232","4","2","LAD"
"87233","4","0","LAD"
"87234","4","1","LAD"
"87235","2","4","NYY"
"87236","4","2","LAD"
"87237","4","1","LAD"
"87238","4","0","LAD"
"87239","1","4","NYY"
"87240","4","0","LAD"
"87241","4","2","LAD"
"87242","3","4","NYY"
"87243","4","1","LAD"
"87244","4","2","LAD"
"87245","4","2","LAD"
"87246","4","0","LAD"
"87247","4","3","LAD"
"87248","4","0","LAD"
"87249","1","4","NYY"
"87250","4","1","LAD"
"87251","4","1","LAD"
"87252","4","2","LAD"
"87253","4","0","LAD"
"87254","4","1","LAD"
"87255","4","2","LAD"
"87256","4","3","LAD"
"87257","3","4","NYY"
"87258","4","2","LAD"
"87259","3","4","NYY"
"87260","4","1","LAD"
"87261","4","2","LAD"
"87262","2","4","NYY"
"87263","4","2","LAD"
"87264","2","4","NYY"
"87265","3","4","NYY"
"87266","4","0","LAD"
"87267","4","2","LAD"
"87268","4","2","LAD"
"87269","4","2","LAD"
"87270","4","0","LAD"
"87271","4","2","LAD"
"87272","4","2","LAD"
"87273","3","4","NYY"
"87274","4","3","LAD"
"87275","4","2","LAD"
"87276","4","2","LAD"
"87277","4","0","LAD"
"87278","4","3","LAD"
"87279","4","3","LAD"
"87280","4","2","LAD"
"87281","4","1","LAD"
"87282","2","4","NYY"
"87283","4","1","LAD"
"87284","2","4","NYY"
"87285","4","1","LAD"
"87286","0","4","NYY"
"87287","4","0","LAD"
"87288","4","2","LAD"
"87289","4","3","LAD"
"87290","4","2","LAD"
"87291","4","2","LAD"
"87292","4","2","LAD"
"87293","4","2","LAD"
"87294","4","3","LAD"
"87295","4","1","LAD"
"87296","4","3","LAD"
"87297","4","0","LAD"
"87298","4","2","LAD"
"87299","4","0","LAD"
"87300","4","3","LAD"
"87301","4","3","LAD"
"87302","4","3","LAD"
"87303","1","4","NYY"
"87304","4","3","LAD"
"87305","3","4","NYY"
"87306","4","2","LAD"
"87307","4","0","LAD"
"87308","4","2","LAD"
"87309","4","3","LAD"
"87310","4","0","LAD"
"87311","4","3","LAD"
"87312","3","4","NYY"
"87313","4","2","LAD"
"87314","3","4","NYY"
"87315","4","3","LAD"
"87316","4","1","LAD"
"87317","4","0","LAD"
"87318","4","1","LAD"
"87319","4","0","LAD"
"87320","4","2","LAD"
"87321","4","2","LAD"
"87322","4","1","LAD"
"87323","4","1","LAD"
"87324","4","3","LAD"
"87325","4","0","LAD"
"87326","4","1","LAD"
"87327","4","0","LAD"
"87328","4","2","LAD"
"87329","4","0","LAD"
"87330","1","4","NYY"
"87331","4","0","LAD"
"87332","4","1","LAD"
"87333","4","0","LAD"
"87334","4","0","LAD"
"87335","4","0","LAD"
"87336","2","4","NYY"
"87337","4","0","LAD"
"87338","4","3","LAD"
"87339","4","0","LAD"
"87340","4","2","LAD"
"87341","3","4","NYY"
"87342","4","1","LAD"
"87343","2","4","NYY"
"87344","4","1","LAD"
"87345","4","0","LAD"
"87346","4","1","LAD"
"87347","4","3","LAD"
"87348","3","4","NYY"
"87349","4","2","LAD"
"87350","4","1","LAD"
"87351","4","3","LAD"
"87352","4","1","LAD"
"87353","2","4","NYY"
"87354","4","2","LAD"
"87355","4","1","LAD"
"87356","4","0","LAD"
"87357","4","2","LAD"
"87358","4","1","LAD"
"87359","4","2","LAD"
"87360","4","1","LAD"
"87361","4","2","LAD"
"87362","4","2","LAD"
"87363","4","1","LAD"
"87364","4","3","LAD"
"87365","4","1","LAD"
"87366","4","0","LAD"
"87367","4","2","LAD"
"87368","4","2","LAD"
"87369","4","2","LAD"
"87370","4","2","LAD"
"87371","4","3","LAD"
"87372","4","2","LAD"
"87373","4","1","LAD"
"87374","4","1","LAD"
"87375","4","1","LAD"
"87376","4","1","LAD"
"87377","4","2","LAD"
"87378","4","2","LAD"
"87379","4","0","LAD"
"87380","2","4","NYY"
"87381","4","3","LAD"
"87382","4","0","LAD"
"87383","3","4","NYY"
"87384","4","1","LAD"
"87385","4","2","LAD"
"87386","4","1","LAD"
"87387","4","2","LAD"
"87388","2","4","NYY"
"87389","3","4","NYY"
"87390","4","1","LAD"
"87391","4","3","LAD"
"87392","4","2","LAD"
"87393","4","0","LAD"
"87394","4","3","LAD"
"87395","2","4","NYY"
"87396","4","1","LAD"
"87397","3","4","NYY"
"87398","4","3","LAD"
"87399","4","0","LAD"
"87400","4","1","LAD"
"87401","1","4","NYY"
"87402","4","2","LAD"
"87403","4","2","LAD"
"87404","4","1","LAD"
"87405","4","3","LAD"
"87406","4","3","LAD"
"87407","4","2","LAD"
"87408","2","4","NYY"
"87409","4","1","LAD"
"87410","4","1","LAD"
"87411","4","0","LAD"
"87412","4","0","LAD"
"87413","4","2","LAD"
"87414","4","2","LAD"
"87415","4","0","LAD"
"87416","4","2","LAD"
"87417","0","4","NYY"
"87418","4","1","LAD"
"87419","4","3","LAD"
"87420","4","1","LAD"
"87421","3","4","NYY"
"87422","4","0","LAD"
"87423","4","1","LAD"
"87424","4","2","LAD"
"87425","4","1","LAD"
"87426","4","1","LAD"
"87427","4","1","LAD"
"87428","4","1","LAD"
"87429","4","0","LAD"
"87430","4","3","LAD"
"87431","4","2","LAD"
"87432","4","1","LAD"
"87433","4","0","LAD"
"87434","4","1","LAD"
"87435","4","2","LAD"
"87436","4","3","LAD"
"87437","4","3","LAD"
"87438","4","0","LAD"
"87439","2","4","NYY"
"87440","4","3","LAD"
"87441","4","3","LAD"
"87442","2","4","NYY"
"87443","4","3","LAD"
"87444","4","0","LAD"
"87445","1","4","NYY"
"87446","4","3","LAD"
"87447","2","4","NYY"
"87448","1","4","NYY"
"87449","4","0","LAD"
"87450","4","1","LAD"
"87451","4","2","LAD"
"87452","3","4","NYY"
"87453","4","0","LAD"
"87454","4","0","LAD"
"87455","4","1","LAD"
"87456","4","0","LAD"
"87457","4","2","LAD"
"87458","4","0","LAD"
"87459","4","2","LAD"
"87460","4","0","LAD"
"87461","4","0","LAD"
"87462","3","4","NYY"
"87463","4","1","LAD"
"87464","4","2","LAD"
"87465","3","4","NYY"
"87466","4","2","LAD"
"87467","4","0","LAD"
"87468","4","0","LAD"
"87469","4","1","LAD"
"87470","1","4","NYY"
"87471","4","3","LAD"
"87472","3","4","NYY"
"87473","4","0","LAD"
"87474","4","2","LAD"
"87475","4","1","LAD"
"87476","4","3","LAD"
"87477","4","3","LAD"
"87478","1","4","NYY"
"87479","4","0","LAD"
"87480","4","1","LAD"
"87481","4","1","LAD"
"87482","4","3","LAD"
"87483","4","0","LAD"
"87484","4","2","LAD"
"87485","4","1","LAD"
"87486","4","1","LAD"
"87487","3","4","NYY"
"87488","4","2","LAD"
"87489","3","4","NYY"
"87490","4","1","LAD"
"87491","3","4","NYY"
"87492","4","1","LAD"
"87493","4","0","LAD"
"87494","4","3","LAD"
"87495","4","3","LAD"
"87496","2","4","NYY"
"87497","3","4","NYY"
"87498","4","0","LAD"
"87499","4","1","LAD"
"87500","4","1","LAD"
"87501","4","0","LAD"
"87502","4","1","LAD"
"87503","4","3","LAD"
"87504","3","4","NYY"
"87505","4","1","LAD"
"87506","4","1","LAD"
"87507","4","1","LAD"
"87508","4","1","LAD"
"87509","4","0","LAD"
"87510","3","4","NYY"
"87511","4","1","LAD"
"87512","4","2","LAD"
"87513","4","1","LAD"
"87514","0","4","NYY"
"87515","4","1","LAD"
"87516","4","0","LAD"
"87517","4","1","LAD"
"87518","3","4","NYY"
"87519","4","1","LAD"
"87520","3","4","NYY"
"87521","4","0","LAD"
"87522","4","1","LAD"
"87523","4","0","LAD"
"87524","4","2","LAD"
"87525","4","2","LAD"
"87526","4","3","LAD"
"87527","4","1","LAD"
"87528","4","0","LAD"
"87529","4","1","LAD"
"87530","4","1","LAD"
"87531","4","3","LAD"
"87532","4","3","LAD"
"87533","4","1","LAD"
"87534","4","3","LAD"
"87535","3","4","NYY"
"87536","1","4","NYY"
"87537","4","1","LAD"
"87538","4","1","LAD"
"87539","4","1","LAD"
"87540","4","1","LAD"
"87541","4","3","LAD"
"87542","3","4","NYY"
"87543","4","2","LAD"
"87544","4","2","LAD"
"87545","4","2","LAD"
"87546","4","0","LAD"
"87547","2","4","NYY"
"87548","4","3","LAD"
"87549","4","3","LAD"
"87550","4","1","LAD"
"87551","4","1","LAD"
"87552","4","0","LAD"
"87553","4","3","LAD"
"87554","4","0","LAD"
"87555","4","0","LAD"
"87556","2","4","NYY"
"87557","4","0","LAD"
"87558","4","3","LAD"
"87559","4","0","LAD"
"87560","4","1","LAD"
"87561","4","0","LAD"
"87562","4","1","LAD"
"87563","4","0","LAD"
"87564","4","1","LAD"
"87565","2","4","NYY"
"87566","4","1","LAD"
"87567","4","3","LAD"
"87568","4","0","LAD"
"87569","4","1","LAD"
"87570","4","1","LAD"
"87571","4","2","LAD"
"87572","4","2","LAD"
"87573","4","2","LAD"
"87574","1","4","NYY"
"87575","4","1","LAD"
"87576","4","2","LAD"
"87577","4","1","LAD"
"87578","4","1","LAD"
"87579","4","3","LAD"
"87580","4","3","LAD"
"87581","4","1","LAD"
"87582","4","2","LAD"
"87583","4","2","LAD"
"87584","4","3","LAD"
"87585","4","2","LAD"
"87586","4","1","LAD"
"87587","4","1","LAD"
"87588","2","4","NYY"
"87589","4","3","LAD"
"87590","4","0","LAD"
"87591","4","2","LAD"
"87592","3","4","NYY"
"87593","3","4","NYY"
"87594","4","0","LAD"
"87595","0","4","NYY"
"87596","4","2","LAD"
"87597","4","3","LAD"
"87598","4","3","LAD"
"87599","4","2","LAD"
"87600","4","2","LAD"
"87601","4","1","LAD"
"87602","1","4","NYY"
"87603","2","4","NYY"
"87604","4","3","LAD"
"87605","4","0","LAD"
"87606","4","1","LAD"
"87607","4","1","LAD"
"87608","4","1","LAD"
"87609","4","1","LAD"
"87610","0","4","NYY"
"87611","4","0","LAD"
"87612","4","2","LAD"
"87613","4","2","LAD"
"87614","3","4","NYY"
"87615","4","2","LAD"
"87616","4","3","LAD"
"87617","4","1","LAD"
"87618","4","0","LAD"
"87619","4","2","LAD"
"87620","2","4","NYY"
"87621","4","2","LAD"
"87622","4","0","LAD"
"87623","3","4","NYY"
"87624","2","4","NYY"
"87625","3","4","NYY"
"87626","4","1","LAD"
"87627","4","3","LAD"
"87628","4","2","LAD"
"87629","4","0","LAD"
"87630","4","3","LAD"
"87631","4","2","LAD"
"87632","4","2","LAD"
"87633","4","0","LAD"
"87634","4","2","LAD"
"87635","4","2","LAD"
"87636","2","4","NYY"
"87637","4","2","LAD"
"87638","4","1","LAD"
"87639","4","2","LAD"
"87640","4","2","LAD"
"87641","3","4","NYY"
"87642","4","2","LAD"
"87643","4","3","LAD"
"87644","4","1","LAD"
"87645","4","2","LAD"
"87646","4","1","LAD"
"87647","4","1","LAD"
"87648","3","4","NYY"
"87649","4","1","LAD"
"87650","4","0","LAD"
"87651","0","4","NYY"
"87652","4","0","LAD"
"87653","4","2","LAD"
"87654","4","0","LAD"
"87655","1","4","NYY"
"87656","4","2","LAD"
"87657","4","2","LAD"
"87658","4","0","LAD"
"87659","4","1","LAD"
"87660","1","4","NYY"
"87661","4","0","LAD"
"87662","1","4","NYY"
"87663","4","2","LAD"
"87664","4","2","LAD"
"87665","4","1","LAD"
"87666","4","0","LAD"
"87667","4","3","LAD"
"87668","4","2","LAD"
"87669","4","3","LAD"
"87670","3","4","NYY"
"87671","4","1","LAD"
"87672","4","2","LAD"
"87673","4","1","LAD"
"87674","3","4","NYY"
"87675","4","1","LAD"
"87676","4","3","LAD"
"87677","4","3","LAD"
"87678","4","2","LAD"
"87679","3","4","NYY"
"87680","4","2","LAD"
"87681","2","4","NYY"
"87682","4","1","LAD"
"87683","4","1","LAD"
"87684","3","4","NYY"
"87685","3","4","NYY"
"87686","1","4","NYY"
"87687","4","2","LAD"
"87688","4","3","LAD"
"87689","1","4","NYY"
"87690","4","3","LAD"
"87691","4","2","LAD"
"87692","4","2","LAD"
"87693","2","4","NYY"
"87694","2","4","NYY"
"87695","4","2","LAD"
"87696","1","4","NYY"
"87697","4","0","LAD"
"87698","4","3","LAD"
"87699","4","0","LAD"
"87700","4","3","LAD"
"87701","4","0","LAD"
"87702","4","0","LAD"
"87703","4","0","LAD"
"87704","4","0","LAD"
"87705","3","4","NYY"
"87706","3","4","NYY"
"87707","3","4","NYY"
"87708","4","0","LAD"
"87709","4","0","LAD"
"87710","4","2","LAD"
"87711","4","3","LAD"
"87712","4","3","LAD"
"87713","4","3","LAD"
"87714","3","4","NYY"
"87715","4","3","LAD"
"87716","4","0","LAD"
"87717","4","1","LAD"
"87718","4","3","LAD"
"87719","4","3","LAD"
"87720","4","3","LAD"
"87721","4","1","LAD"
"87722","3","4","NYY"
"87723","4","1","LAD"
"87724","4","0","LAD"
"87725","4","1","LAD"
"87726","2","4","NYY"
"87727","4","1","LAD"
"87728","4","1","LAD"
"87729","4","1","LAD"
"87730","4","0","LAD"
"87731","3","4","NYY"
"87732","4","1","LAD"
"87733","4","2","LAD"
"87734","4","1","LAD"
"87735","4","2","LAD"
"87736","1","4","NYY"
"87737","4","1","LAD"
"87738","4","3","LAD"
"87739","3","4","NYY"
"87740","4","3","LAD"
"87741","4","2","LAD"
"87742","4","1","LAD"
"87743","4","0","LAD"
"87744","4","2","LAD"
"87745","4","1","LAD"
"87746","2","4","NYY"
"87747","4","2","LAD"
"87748","2","4","NYY"
"87749","4","1","LAD"
"87750","4","1","LAD"
"87751","4","3","LAD"
"87752","4","1","LAD"
"87753","4","0","LAD"
"87754","4","2","LAD"
"87755","4","1","LAD"
"87756","1","4","NYY"
"87757","4","3","LAD"
"87758","4","2","LAD"
"87759","4","0","LAD"
"87760","4","0","LAD"
"87761","4","0","LAD"
"87762","4","3","LAD"
"87763","4","1","LAD"
"87764","0","4","NYY"
"87765","4","1","LAD"
"87766","4","1","LAD"
"87767","4","1","LAD"
"87768","4","1","LAD"
"87769","4","2","LAD"
"87770","4","0","LAD"
"87771","4","1","LAD"
"87772","4","1","LAD"
"87773","4","2","LAD"
"87774","4","1","LAD"
"87775","4","1","LAD"
"87776","4","2","LAD"
"87777","3","4","NYY"
"87778","2","4","NYY"
"87779","1","4","NYY"
"87780","4","1","LAD"
"87781","4","2","LAD"
"87782","4","1","LAD"
"87783","4","0","LAD"
"87784","4","0","LAD"
"87785","4","2","LAD"
"87786","3","4","NYY"
"87787","4","1","LAD"
"87788","2","4","NYY"
"87789","4","1","LAD"
"87790","4","1","LAD"
"87791","2","4","NYY"
"87792","3","4","NYY"
"87793","4","1","LAD"
"87794","4","1","LAD"
"87795","4","0","LAD"
"87796","4","3","LAD"
"87797","4","2","LAD"
"87798","4","1","LAD"
"87799","4","2","LAD"
"87800","4","0","LAD"
"87801","4","0","LAD"
"87802","4","1","LAD"
"87803","2","4","NYY"
"87804","4","0","LAD"
"87805","4","2","LAD"
"87806","4","1","LAD"
"87807","4","0","LAD"
"87808","4","2","LAD"
"87809","4","2","LAD"
"87810","4","3","LAD"
"87811","4","0","LAD"
"87812","3","4","NYY"
"87813","4","2","LAD"
"87814","4","0","LAD"
"87815","1","4","NYY"
"87816","4","2","LAD"
"87817","2","4","NYY"
"87818","3","4","NYY"
"87819","3","4","NYY"
"87820","4","3","LAD"
"87821","4","0","LAD"
"87822","4","3","LAD"
"87823","4","1","LAD"
"87824","4","0","LAD"
"87825","0","4","NYY"
"87826","4","1","LAD"
"87827","4","0","LAD"
"87828","4","1","LAD"
"87829","4","2","LAD"
"87830","4","0","LAD"
"87831","4","3","LAD"
"87832","3","4","NYY"
"87833","4","1","LAD"
"87834","4","2","LAD"
"87835","4","1","LAD"
"87836","4","0","LAD"
"87837","4","1","LAD"
"87838","0","4","NYY"
"87839","3","4","NYY"
"87840","4","0","LAD"
"87841","4","0","LAD"
"87842","3","4","NYY"
"87843","4","2","LAD"
"87844","1","4","NYY"
"87845","4","2","LAD"
"87846","4","0","LAD"
"87847","3","4","NYY"
"87848","4","0","LAD"
"87849","4","2","LAD"
"87850","4","1","LAD"
"87851","4","2","LAD"
"87852","4","0","LAD"
"87853","4","1","LAD"
"87854","4","1","LAD"
"87855","4","1","LAD"
"87856","4","2","LAD"
"87857","4","3","LAD"
"87858","4","2","LAD"
"87859","4","3","LAD"
"87860","2","4","NYY"
"87861","4","1","LAD"
"87862","2","4","NYY"
"87863","4","1","LAD"
"87864","3","4","NYY"
"87865","4","0","LAD"
"87866","4","3","LAD"
"87867","4","2","LAD"
"87868","4","2","LAD"
"87869","2","4","NYY"
"87870","3","4","NYY"
"87871","4","1","LAD"
"87872","4","3","LAD"
"87873","1","4","NYY"
"87874","4","1","LAD"
"87875","4","1","LAD"
"87876","4","2","LAD"
"87877","4","0","LAD"
"87878","4","3","LAD"
"87879","1","4","NYY"
"87880","4","2","LAD"
"87881","4","1","LAD"
"87882","0","4","NYY"
"87883","2","4","NYY"
"87884","1","4","NYY"
"87885","4","2","LAD"
"87886","0","4","NYY"
"87887","4","0","LAD"
"87888","4","1","LAD"
"87889","4","2","LAD"
"87890","4","3","LAD"
"87891","2","4","NYY"
"87892","4","0","LAD"
"87893","4","1","LAD"
"87894","1","4","NYY"
"87895","3","4","NYY"
"87896","4","0","LAD"
"87897","4","3","LAD"
"87898","4","0","LAD"
"87899","4","1","LAD"
"87900","3","4","NYY"
"87901","4","2","LAD"
"87902","4","0","LAD"
"87903","4","1","LAD"
"87904","4","3","LAD"
"87905","4","1","LAD"
"87906","4","1","LAD"
"87907","4","1","LAD"
"87908","4","0","LAD"
"87909","4","0","LAD"
"87910","4","2","LAD"
"87911","4","1","LAD"
"87912","3","4","NYY"
"87913","4","3","LAD"
"87914","4","1","LAD"
"87915","4","1","LAD"
"87916","4","2","LAD"
"87917","4","1","LAD"
"87918","4","2","LAD"
"87919","4","3","LAD"
"87920","4","2","LAD"
"87921","4","0","LAD"
"87922","4","3","LAD"
"87923","4","2","LAD"
"87924","4","2","LAD"
"87925","3","4","NYY"
"87926","4","1","LAD"
"87927","4","1","LAD"
"87928","4","3","LAD"
"87929","4","3","LAD"
"87930","4","2","LAD"
"87931","1","4","NYY"
"87932","4","1","LAD"
"87933","4","0","LAD"
"87934","4","1","LAD"
"87935","2","4","NYY"
"87936","2","4","NYY"
"87937","4","2","LAD"
"87938","4","0","LAD"
"87939","4","0","LAD"
"87940","4","1","LAD"
"87941","4","1","LAD"
"87942","4","3","LAD"
"87943","4","2","LAD"
"87944","4","3","LAD"
"87945","4","1","LAD"
"87946","4","2","LAD"
"87947","1","4","NYY"
"87948","4","1","LAD"
"87949","4","2","LAD"
"87950","4","3","LAD"
"87951","4","3","LAD"
"87952","2","4","NYY"
"87953","4","1","LAD"
"87954","4","0","LAD"
"87955","3","4","NYY"
"87956","3","4","NYY"
"87957","4","3","LAD"
"87958","4","1","LAD"
"87959","4","3","LAD"
"87960","4","1","LAD"
"87961","4","1","LAD"
"87962","4","1","LAD"
"87963","4","1","LAD"
"87964","4","3","LAD"
"87965","4","1","LAD"
"87966","4","3","LAD"
"87967","4","1","LAD"
"87968","4","1","LAD"
"87969","4","2","LAD"
"87970","4","1","LAD"
"87971","4","1","LAD"
"87972","4","2","LAD"
"87973","4","1","LAD"
"87974","3","4","NYY"
"87975","4","3","LAD"
"87976","4","1","LAD"
"87977","3","4","NYY"
"87978","4","1","LAD"
"87979","4","2","LAD"
