"","MIL","NYY","Champion"
"79222","2","4","NYY"
"79223","2","4","NYY"
"79224","2","4","NYY"
"79225","0","4","NYY"
"79226","4","1","MIL"
"79227","4","2","MIL"
"79228","3","4","NYY"
"79229","4","0","MIL"
"79230","2","4","NYY"
"79231","3","4","NYY"
"79232","0","4","NYY"
"79233","3","4","NYY"
"79234","4","1","MIL"
"79235","2","4","NYY"
"79236","4","3","MIL"
"79237","4","3","MIL"
"79238","3","4","NYY"
"79239","4","2","MIL"
"79240","2","4","NYY"
"79241","4","3","MIL"
"79242","1","4","NYY"
"79243","4","1","MIL"
"79244","0","4","NYY"
"79245","4","3","MIL"
"79246","0","4","NYY"
"79247","0","4","NYY"
"79248","4","1","MIL"
"79249","3","4","NYY"
"79250","2","4","NYY"
"79251","1","4","NYY"
"79252","0","4","NYY"
"79253","2","4","NYY"
"79254","2","4","NYY"
"79255","0","4","NYY"
"79256","0","4","NYY"
"79257","4","2","MIL"
"79258","2","4","NYY"
"79259","0","4","NYY"
"79260","2","4","NYY"
"79261","2","4","NYY"
"79262","4","1","MIL"
"79263","4","0","MIL"
"79264","4","2","MIL"
"79265","2","4","NYY"
"79266","0","4","NYY"
"79267","3","4","NYY"
"79268","4","2","MIL"
"79269","1","4","NYY"
"79270","2","4","NYY"
"79271","1","4","NYY"
"79272","0","4","NYY"
"79273","4","2","MIL"
"79274","2","4","NYY"
"79275","3","4","NYY"
"79276","2","4","NYY"
"79277","1","4","NYY"
"79278","1","4","NYY"
"79279","1","4","NYY"
"79280","4","3","MIL"
"79281","2","4","NYY"
"79282","3","4","NYY"
"79283","1","4","NYY"
"79284","0","4","NYY"
"79285","4","1","MIL"
"79286","2","4","NYY"
"79287","3","4","NYY"
"79288","1","4","NYY"
"79289","4","2","MIL"
"79290","3","4","NYY"
"79291","4","3","MIL"
"79292","3","4","NYY"
"79293","4","2","MIL"
"79294","4","1","MIL"
"79295","0","4","NYY"
"79296","4","3","MIL"
"79297","2","4","NYY"
"79298","1","4","NYY"
"79299","4","0","MIL"
"79300","1","4","NYY"
"79301","1","4","NYY"
"79302","4","3","MIL"
"79303","4","1","MIL"
"79304","3","4","NYY"
"79305","1","4","NYY"
"79306","0","4","NYY"
"79307","0","4","NYY"
"79308","0","4","NYY"
"79309","3","4","NYY"
"79310","3","4","NYY"
"79311","3","4","NYY"
"79312","4","2","MIL"
"79313","0","4","NYY"
"79314","3","4","NYY"
"79315","4","0","MIL"
"79316","4","3","MIL"
"79317","3","4","NYY"
"79318","4","3","MIL"
"79319","4","1","MIL"
"79320","2","4","NYY"
"79321","4","2","MIL"
"79322","4","3","MIL"
"79323","3","4","NYY"
"79324","2","4","NYY"
"79325","4","3","MIL"
"79326","4","3","MIL"
"79327","3","4","NYY"
"79328","4","3","MIL"
"79329","3","4","NYY"
"79330","1","4","NYY"
"79331","4","3","MIL"
"79332","4","1","MIL"
"79333","4","0","MIL"
"79334","2","4","NYY"
"79335","0","4","NYY"
"79336","4","1","MIL"
"79337","4","1","MIL"
"79338","4","3","MIL"
"79339","1","4","NYY"
"79340","4","2","MIL"
"79341","4","3","MIL"
"79342","4","2","MIL"
"79343","4","3","MIL"
"79344","0","4","NYY"
"79345","1","4","NYY"
"79346","3","4","NYY"
"79347","4","3","MIL"
"79348","4","1","MIL"
"79349","4","3","MIL"
"79350","3","4","NYY"
"79351","1","4","NYY"
"79352","3","4","NYY"
"79353","2","4","NYY"
"79354","2","4","NYY"
"79355","1","4","NYY"
"79356","4","3","MIL"
"79357","2","4","NYY"
"79358","4","2","MIL"
"79359","2","4","NYY"
"79360","1","4","NYY"
"79361","1","4","NYY"
"79362","0","4","NYY"
"79363","4","2","MIL"
"79364","3","4","NYY"
"79365","1","4","NYY"
"79366","1","4","NYY"
"79367","0","4","NYY"
"79368","0","4","NYY"
"79369","1","4","NYY"
"79370","0","4","NYY"
"79371","4","1","MIL"
"79372","1","4","NYY"
"79373","3","4","NYY"
"79374","3","4","NYY"
"79375","0","4","NYY"
"79376","4","1","MIL"
"79377","4","2","MIL"
"79378","3","4","NYY"
"79379","2","4","NYY"
"79380","3","4","NYY"
"79381","3","4","NYY"
"79382","2","4","NYY"
"79383","4","0","MIL"
"79384","1","4","NYY"
"79385","4","1","MIL"
"79386","1","4","NYY"
"79387","4","1","MIL"
"79388","0","4","NYY"
"79389","1","4","NYY"
"79390","2","4","NYY"
"79391","1","4","NYY"
"79392","1","4","NYY"
"79393","0","4","NYY"
"79394","3","4","NYY"
"79395","0","4","NYY"
"79396","4","1","MIL"
"79397","4","3","MIL"
"79398","3","4","NYY"
"79399","3","4","NYY"
"79400","2","4","NYY"
"79401","3","4","NYY"
"79402","1","4","NYY"
"79403","4","3","MIL"
"79404","3","4","NYY"
"79405","4","3","MIL"
"79406","3","4","NYY"
"79407","3","4","NYY"
"79408","3","4","NYY"
"79409","2","4","NYY"
"79410","4","1","MIL"
"79411","1","4","NYY"
"79412","4","3","MIL"
"79413","2","4","NYY"
"79414","4","1","MIL"
"79415","2","4","NYY"
"79416","2","4","NYY"
"79417","3","4","NYY"
"79418","4","1","MIL"
"79419","4","3","MIL"
"79420","3","4","NYY"
"79421","0","4","NYY"
"79422","4","1","MIL"
"79423","3","4","NYY"
"79424","2","4","NYY"
"79425","2","4","NYY"
"79426","1","4","NYY"
"79427","4","3","MIL"
"79428","4","3","MIL"
"79429","0","4","NYY"
"79430","0","4","NYY"
"79431","1","4","NYY"
"79432","2","4","NYY"
"79433","0","4","NYY"
"79434","3","4","NYY"
"79435","1","4","NYY"
"79436","4","3","MIL"
"79437","4","1","MIL"
"79438","3","4","NYY"
"79439","1","4","NYY"
"79440","1","4","NYY"
"79441","2","4","NYY"
"79442","1","4","NYY"
"79443","0","4","NYY"
"79444","2","4","NYY"
"79445","1","4","NYY"
"79446","0","4","NYY"
"79447","2","4","NYY"
"79448","2","4","NYY"
"79449","2","4","NYY"
"79450","1","4","NYY"
"79451","0","4","NYY"
"79452","1","4","NYY"
"79453","2","4","NYY"
"79454","1","4","NYY"
"79455","4","0","MIL"
"79456","3","4","NYY"
"79457","4","2","MIL"
"79458","4","3","MIL"
"79459","2","4","NYY"
"79460","4","0","MIL"
"79461","4","1","MIL"
"79462","2","4","NYY"
"79463","1","4","NYY"
"79464","2","4","NYY"
"79465","0","4","NYY"
"79466","2","4","NYY"
"79467","0","4","NYY"
"79468","3","4","NYY"
"79469","1","4","NYY"
"79470","4","3","MIL"
"79471","1","4","NYY"
"79472","0","4","NYY"
"79473","1","4","NYY"
"79474","2","4","NYY"
"79475","2","4","NYY"
"79476","2","4","NYY"
"79477","0","4","NYY"
"79478","4","1","MIL"
"79479","4","3","MIL"
"79480","3","4","NYY"
"79481","3","4","NYY"
"79482","4","3","MIL"
"79483","1","4","NYY"
"79484","3","4","NYY"
"79485","0","4","NYY"
"79486","4","3","MIL"
"79487","2","4","NYY"
"79488","2","4","NYY"
"79489","4","2","MIL"
"79490","0","4","NYY"
"79491","4","0","MIL"
"79492","0","4","NYY"
"79493","2","4","NYY"
"79494","4","3","MIL"
"79495","3","4","NYY"
"79496","4","2","MIL"
"79497","3","4","NYY"
"79498","4","3","MIL"
"79499","0","4","NYY"
"79500","0","4","NYY"
"79501","4","3","MIL"
"79502","1","4","NYY"
"79503","3","4","NYY"
"79504","3","4","NYY"
"79505","4","2","MIL"
"79506","3","4","NYY"
"79507","2","4","NYY"
"79508","1","4","NYY"
"79509","2","4","NYY"
"79510","1","4","NYY"
"79511","0","4","NYY"
"79512","1","4","NYY"
"79513","3","4","NYY"
"79514","1","4","NYY"
"79515","4","3","MIL"
"79516","2","4","NYY"
"79517","4","3","MIL"
"79518","0","4","NYY"
"79519","4","2","MIL"
"79520","1","4","NYY"
"79521","3","4","NYY"
"79522","0","4","NYY"
"79523","3","4","NYY"
"79524","2","4","NYY"
"79525","4","3","MIL"
"79526","1","4","NYY"
"79527","1","4","NYY"
"79528","4","3","MIL"
"79529","2","4","NYY"
"79530","4","3","MIL"
"79531","4","2","MIL"
"79532","1","4","NYY"
"79533","4","2","MIL"
"79534","1","4","NYY"
"79535","4","1","MIL"
"79536","3","4","NYY"
"79537","3","4","NYY"
"79538","2","4","NYY"
"79539","4","2","MIL"
"79540","4","2","MIL"
"79541","4","3","MIL"
"79542","0","4","NYY"
"79543","4","2","MIL"
"79544","4","0","MIL"
"79545","4","1","MIL"
"79546","2","4","NYY"
"79547","0","4","NYY"
"79548","2","4","NYY"
"79549","4","3","MIL"
"79550","2","4","NYY"
"79551","3","4","NYY"
"79552","0","4","NYY"
"79553","2","4","NYY"
"79554","3","4","NYY"
"79555","4","1","MIL"
"79556","4","3","MIL"
"79557","4","1","MIL"
"79558","2","4","NYY"
"79559","4","2","MIL"
"79560","1","4","NYY"
"79561","3","4","NYY"
"79562","2","4","NYY"
"79563","1","4","NYY"
"79564","3","4","NYY"
"79565","2","4","NYY"
"79566","4","1","MIL"
"79567","1","4","NYY"
"79568","2","4","NYY"
"79569","1","4","NYY"
"79570","4","3","MIL"
"79571","4","2","MIL"
"79572","3","4","NYY"
"79573","3","4","NYY"
"79574","3","4","NYY"
"79575","4","0","MIL"
"79576","4","3","MIL"
"79577","4","3","MIL"
"79578","4","2","MIL"
"79579","0","4","NYY"
"79580","0","4","NYY"
"79581","1","4","NYY"
"79582","3","4","NYY"
"79583","2","4","NYY"
"79584","4","1","MIL"
"79585","2","4","NYY"
"79586","1","4","NYY"
"79587","1","4","NYY"
"79588","1","4","NYY"
"79589","0","4","NYY"
"79590","4","2","MIL"
"79591","1","4","NYY"
"79592","3","4","NYY"
"79593","1","4","NYY"
"79594","4","2","MIL"
"79595","3","4","NYY"
"79596","1","4","NYY"
"79597","1","4","NYY"
"79598","0","4","NYY"
"79599","2","4","NYY"
"79600","3","4","NYY"
"79601","0","4","NYY"
"79602","3","4","NYY"
"79603","4","0","MIL"
"79604","2","4","NYY"
"79605","4","3","MIL"
"79606","1","4","NYY"
"79607","3","4","NYY"
"79608","4","2","MIL"
"79609","1","4","NYY"
"79610","1","4","NYY"
"79611","2","4","NYY"
"79612","4","3","MIL"
"79613","2","4","NYY"
"79614","1","4","NYY"
"79615","2","4","NYY"
"79616","1","4","NYY"
"79617","2","4","NYY"
"79618","3","4","NYY"
"79619","1","4","NYY"
"79620","0","4","NYY"
"79621","2","4","NYY"
"79622","3","4","NYY"
"79623","4","3","MIL"
"79624","1","4","NYY"
"79625","4","3","MIL"
"79626","1","4","NYY"
"79627","4","3","MIL"
"79628","4","2","MIL"
"79629","1","4","NYY"
"79630","2","4","NYY"
"79631","2","4","NYY"
"79632","4","2","MIL"
"79633","3","4","NYY"
"79634","1","4","NYY"
"79635","2","4","NYY"
"79636","3","4","NYY"
"79637","3","4","NYY"
"79638","3","4","NYY"
"79639","3","4","NYY"
"79640","4","2","MIL"
"79641","4","2","MIL"
"79642","3","4","NYY"
"79643","2","4","NYY"
"79644","3","4","NYY"
"79645","4","2","MIL"
"79646","0","4","NYY"
"79647","4","3","MIL"
"79648","3","4","NYY"
"79649","2","4","NYY"
"79650","1","4","NYY"
"79651","1","4","NYY"
"79652","4","0","MIL"
"79653","1","4","NYY"
"79654","0","4","NYY"
"79655","0","4","NYY"
"79656","0","4","NYY"
"79657","3","4","NYY"
"79658","4","2","MIL"
"79659","4","2","MIL"
"79660","0","4","NYY"
"79661","2","4","NYY"
"79662","0","4","NYY"
"79663","3","4","NYY"
"79664","2","4","NYY"
"79665","2","4","NYY"
"79666","2","4","NYY"
"79667","1","4","NYY"
"79668","0","4","NYY"
"79669","4","1","MIL"
"79670","0","4","NYY"
"79671","4","0","MIL"
"79672","4","1","MIL"
"79673","0","4","NYY"
"79674","3","4","NYY"
"79675","3","4","NYY"
"79676","1","4","NYY"
"79677","1","4","NYY"
"79678","4","2","MIL"
"79679","1","4","NYY"
"79680","0","4","NYY"
"79681","4","1","MIL"
"79682","3","4","NYY"
"79683","3","4","NYY"
"79684","4","3","MIL"
"79685","1","4","NYY"
"79686","4","3","MIL"
"79687","4","3","MIL"
"79688","2","4","NYY"
"79689","2","4","NYY"
"79690","2","4","NYY"
"79691","3","4","NYY"
"79692","1","4","NYY"
"79693","1","4","NYY"
"79694","0","4","NYY"
"79695","2","4","NYY"
"79696","2","4","NYY"
"79697","4","3","MIL"
"79698","1","4","NYY"
"79699","2","4","NYY"
"79700","0","4","NYY"
"79701","2","4","NYY"
"79702","4","1","MIL"
"79703","4","3","MIL"
"79704","3","4","NYY"
"79705","1","4","NYY"
"79706","4","2","MIL"
"79707","3","4","NYY"
"79708","4","3","MIL"
"79709","0","4","NYY"
"79710","1","4","NYY"
"79711","1","4","NYY"
"79712","2","4","NYY"
"79713","1","4","NYY"
"79714","2","4","NYY"
"79715","4","2","MIL"
"79716","4","0","MIL"
"79717","4","2","MIL"
"79718","1","4","NYY"
"79719","3","4","NYY"
"79720","3","4","NYY"
"79721","4","2","MIL"
"79722","4","3","MIL"
"79723","3","4","NYY"
"79724","1","4","NYY"
"79725","4","2","MIL"
"79726","2","4","NYY"
"79727","0","4","NYY"
"79728","2","4","NYY"
"79729","4","3","MIL"
"79730","4","3","MIL"
"79731","1","4","NYY"
"79732","4","3","MIL"
"79733","1","4","NYY"
"79734","3","4","NYY"
"79735","2","4","NYY"
"79736","0","4","NYY"
"79737","1","4","NYY"
"79738","1","4","NYY"
"79739","4","1","MIL"
"79740","0","4","NYY"
"79741","2","4","NYY"
"79742","1","4","NYY"
"79743","4","3","MIL"
"79744","1","4","NYY"
"79745","0","4","NYY"
"79746","2","4","NYY"
"79747","2","4","NYY"
"79748","2","4","NYY"
"79749","2","4","NYY"
"79750","4","2","MIL"
"79751","2","4","NYY"
"79752","1","4","NYY"
"79753","4","0","MIL"
"79754","0","4","NYY"
"79755","4","2","MIL"
"79756","2","4","NYY"
"79757","2","4","NYY"
"79758","2","4","NYY"
"79759","4","3","MIL"
"79760","1","4","NYY"
"79761","0","4","NYY"
"79762","4","1","MIL"
"79763","3","4","NYY"
"79764","2","4","NYY"
"79765","4","2","MIL"
"79766","4","2","MIL"
"79767","1","4","NYY"
"79768","4","2","MIL"
"79769","2","4","NYY"
"79770","1","4","NYY"
"79771","4","1","MIL"
"79772","1","4","NYY"
"79773","2","4","NYY"
"79774","2","4","NYY"
"79775","4","0","MIL"
"79776","4","2","MIL"
"79777","3","4","NYY"
"79778","2","4","NYY"
"79779","4","1","MIL"
"79780","4","2","MIL"
"79781","1","4","NYY"
"79782","3","4","NYY"
"79783","2","4","NYY"
"79784","2","4","NYY"
"79785","4","3","MIL"
"79786","4","0","MIL"
"79787","4","3","MIL"
"79788","0","4","NYY"
"79789","3","4","NYY"
"79790","2","4","NYY"
"79791","3","4","NYY"
"79792","4","3","MIL"
"79793","0","4","NYY"
"79794","2","4","NYY"
"79795","2","4","NYY"
"79796","2","4","NYY"
"79797","4","3","MIL"
"79798","4","1","MIL"
"79799","0","4","NYY"
"79800","3","4","NYY"
"79801","2","4","NYY"
"79802","2","4","NYY"
"79803","4","3","MIL"
"79804","4","3","MIL"
"79805","3","4","NYY"
"79806","0","4","NYY"
"79807","4","3","MIL"
"79808","2","4","NYY"
"79809","4","3","MIL"
"79810","3","4","NYY"
"79811","2","4","NYY"
"79812","1","4","NYY"
"79813","1","4","NYY"
"79814","4","3","MIL"
"79815","4","3","MIL"
"79816","3","4","NYY"
"79817","4","2","MIL"
"79818","4","3","MIL"
"79819","1","4","NYY"
"79820","4","1","MIL"
"79821","4","3","MIL"
"79822","0","4","NYY"
"79823","3","4","NYY"
"79824","2","4","NYY"
"79825","4","1","MIL"
"79826","0","4","NYY"
"79827","0","4","NYY"
"79828","2","4","NYY"
"79829","3","4","NYY"
"79830","1","4","NYY"
"79831","0","4","NYY"
"79832","1","4","NYY"
"79833","0","4","NYY"
"79834","0","4","NYY"
"79835","3","4","NYY"
"79836","1","4","NYY"
"79837","3","4","NYY"
"79838","0","4","NYY"
"79839","2","4","NYY"
"79840","3","4","NYY"
"79841","2","4","NYY"
"79842","4","1","MIL"
"79843","1","4","NYY"
"79844","2","4","NYY"
"79845","4","3","MIL"
"79846","0","4","NYY"
"79847","1","4","NYY"
"79848","2","4","NYY"
"79849","3","4","NYY"
"79850","4","3","MIL"
"79851","4","2","MIL"
"79852","0","4","NYY"
"79853","0","4","NYY"
"79854","3","4","NYY"
"79855","4","3","MIL"
"79856","2","4","NYY"
"79857","3","4","NYY"
"79858","2","4","NYY"
"79859","4","2","MIL"
"79860","1","4","NYY"
"79861","2","4","NYY"
"79862","3","4","NYY"
"79863","2","4","NYY"
"79864","4","2","MIL"
"79865","2","4","NYY"
"79866","0","4","NYY"
"79867","1","4","NYY"
"79868","0","4","NYY"
"79869","4","3","MIL"
"79870","4","2","MIL"
"79871","4","3","MIL"
"79872","2","4","NYY"
"79873","1","4","NYY"
"79874","0","4","NYY"
"79875","3","4","NYY"
"79876","4","0","MIL"
"79877","2","4","NYY"
"79878","1","4","NYY"
"79879","1","4","NYY"
"79880","4","3","MIL"
"79881","0","4","NYY"
"79882","1","4","NYY"
"79883","4","3","MIL"
"79884","1","4","NYY"
"79885","4","2","MIL"
"79886","0","4","NYY"
"79887","3","4","NYY"
"79888","1","4","NYY"
"79889","4","2","MIL"
"79890","4","2","MIL"
"79891","4","3","MIL"
"79892","4","3","MIL"
"79893","4","1","MIL"
"79894","3","4","NYY"
"79895","2","4","NYY"
"79896","2","4","NYY"
"79897","2","4","NYY"
"79898","1","4","NYY"
"79899","4","3","MIL"
"79900","0","4","NYY"
"79901","3","4","NYY"
"79902","2","4","NYY"
"79903","3","4","NYY"
"79904","2","4","NYY"
"79905","4","3","MIL"
"79906","3","4","NYY"
"79907","2","4","NYY"
"79908","4","3","MIL"
"79909","2","4","NYY"
"79910","2","4","NYY"
"79911","0","4","NYY"
"79912","2","4","NYY"
"79913","0","4","NYY"
"79914","2","4","NYY"
"79915","3","4","NYY"
"79916","4","3","MIL"
"79917","4","3","MIL"
"79918","1","4","NYY"
"79919","3","4","NYY"
"79920","4","2","MIL"
"79921","4","1","MIL"
"79922","2","4","NYY"
"79923","2","4","NYY"
"79924","3","4","NYY"
"79925","2","4","NYY"
"79926","4","2","MIL"
"79927","4","2","MIL"
"79928","0","4","NYY"
"79929","3","4","NYY"
"79930","3","4","NYY"
"79931","4","2","MIL"
"79932","1","4","NYY"
"79933","4","3","MIL"
"79934","2","4","NYY"
"79935","3","4","NYY"
"79936","0","4","NYY"
"79937","2","4","NYY"
"79938","1","4","NYY"
"79939","2","4","NYY"
"79940","2","4","NYY"
"79941","3","4","NYY"
"79942","4","3","MIL"
"79943","3","4","NYY"
"79944","2","4","NYY"
"79945","2","4","NYY"
"79946","1","4","NYY"
"79947","2","4","NYY"
"79948","2","4","NYY"
"79949","2","4","NYY"
"79950","4","2","MIL"
"79951","2","4","NYY"
"79952","0","4","NYY"
"79953","1","4","NYY"
"79954","1","4","NYY"
"79955","0","4","NYY"
"79956","2","4","NYY"
"79957","2","4","NYY"
"79958","4","2","MIL"
"79959","2","4","NYY"
"79960","3","4","NYY"
"79961","3","4","NYY"
"79962","4","2","MIL"
"79963","4","2","MIL"
"79964","0","4","NYY"
"79965","1","4","NYY"
"79966","3","4","NYY"
"79967","4","1","MIL"
"79968","1","4","NYY"
"79969","1","4","NYY"
"79970","0","4","NYY"
"79971","2","4","NYY"
"79972","0","4","NYY"
"79973","2","4","NYY"
"79974","0","4","NYY"
"79975","4","2","MIL"
"79976","0","4","NYY"
"79977","1","4","NYY"
"79978","2","4","NYY"
"79979","0","4","NYY"
"79980","0","4","NYY"
"79981","2","4","NYY"
"79982","4","1","MIL"
"79983","4","1","MIL"
"79984","4","3","MIL"
"79985","1","4","NYY"
"79986","4","3","MIL"
"79987","2","4","NYY"
"79988","2","4","NYY"
"79989","0","4","NYY"
"79990","0","4","NYY"
"79991","0","4","NYY"
"79992","4","3","MIL"
"79993","0","4","NYY"
"79994","1","4","NYY"
"79995","0","4","NYY"
"79996","1","4","NYY"
"79997","4","3","MIL"
"79998","3","4","NYY"
"79999","4","1","MIL"
"80000","3","4","NYY"
"80001","2","4","NYY"
"80002","0","4","NYY"
"80003","2","4","NYY"
"80004","0","4","NYY"
"80005","4","0","MIL"
"80006","4","2","MIL"
"80007","2","4","NYY"
"80008","3","4","NYY"
"80009","4","2","MIL"
"80010","4","3","MIL"
"80011","1","4","NYY"
"80012","4","1","MIL"
"80013","4","3","MIL"
"80014","1","4","NYY"
"80015","4","3","MIL"
"80016","2","4","NYY"
"80017","2","4","NYY"
"80018","4","3","MIL"
"80019","2","4","NYY"
"80020","0","4","NYY"
"80021","2","4","NYY"
"80022","3","4","NYY"
"80023","1","4","NYY"
"80024","1","4","NYY"
"80025","4","1","MIL"
"80026","0","4","NYY"
"80027","4","1","MIL"
"80028","4","3","MIL"
"80029","0","4","NYY"
"80030","0","4","NYY"
"80031","4","2","MIL"
"80032","4","1","MIL"
"80033","3","4","NYY"
"80034","4","2","MIL"
"80035","4","3","MIL"
"80036","4","2","MIL"
"80037","1","4","NYY"
"80038","3","4","NYY"
"80039","1","4","NYY"
"80040","4","3","MIL"
"80041","4","3","MIL"
"80042","4","3","MIL"
"80043","1","4","NYY"
"80044","2","4","NYY"
"80045","1","4","NYY"
"80046","2","4","NYY"
"80047","4","1","MIL"
"80048","0","4","NYY"
"80049","2","4","NYY"
"80050","1","4","NYY"
"80051","1","4","NYY"
"80052","0","4","NYY"
"80053","2","4","NYY"
"80054","0","4","NYY"
"80055","1","4","NYY"
"80056","4","2","MIL"
"80057","3","4","NYY"
"80058","2","4","NYY"
"80059","0","4","NYY"
"80060","2","4","NYY"
"80061","4","2","MIL"
"80062","0","4","NYY"
"80063","2","4","NYY"
"80064","4","2","MIL"
"80065","4","2","MIL"
"80066","2","4","NYY"
"80067","4","2","MIL"
"80068","3","4","NYY"
"80069","2","4","NYY"
"80070","0","4","NYY"
"80071","4","1","MIL"
"80072","3","4","NYY"
"80073","3","4","NYY"
"80074","3","4","NYY"
"80075","0","4","NYY"
"80076","1","4","NYY"
"80077","2","4","NYY"
"80078","4","3","MIL"
"80079","1","4","NYY"
"80080","1","4","NYY"
"80081","2","4","NYY"
"80082","4","0","MIL"
"80083","4","2","MIL"
"80084","4","3","MIL"
"80085","3","4","NYY"
"80086","4","3","MIL"
"80087","2","4","NYY"
"80088","1","4","NYY"
"80089","3","4","NYY"
"80090","3","4","NYY"
"80091","4","3","MIL"
"80092","4","1","MIL"
"80093","2","4","NYY"
"80094","1","4","NYY"
"80095","2","4","NYY"
"80096","4","1","MIL"
"80097","1","4","NYY"
"80098","0","4","NYY"
"80099","4","0","MIL"
"80100","4","1","MIL"
"80101","2","4","NYY"
"80102","1","4","NYY"
"80103","1","4","NYY"
"80104","1","4","NYY"
"80105","3","4","NYY"
"80106","4","3","MIL"
"80107","4","2","MIL"
"80108","1","4","NYY"
"80109","4","0","MIL"
"80110","0","4","NYY"
"80111","2","4","NYY"
"80112","3","4","NYY"
"80113","2","4","NYY"
"80114","4","0","MIL"
"80115","0","4","NYY"
"80116","3","4","NYY"
"80117","2","4","NYY"
"80118","3","4","NYY"
"80119","4","2","MIL"
"80120","3","4","NYY"
"80121","1","4","NYY"
"80122","0","4","NYY"
"80123","1","4","NYY"
"80124","2","4","NYY"
"80125","1","4","NYY"
"80126","1","4","NYY"
"80127","3","4","NYY"
"80128","3","4","NYY"
"80129","1","4","NYY"
"80130","2","4","NYY"
"80131","3","4","NYY"
"80132","1","4","NYY"
"80133","2","4","NYY"
"80134","4","2","MIL"
"80135","3","4","NYY"
"80136","3","4","NYY"
"80137","4","2","MIL"
"80138","1","4","NYY"
"80139","4","1","MIL"
"80140","2","4","NYY"
"80141","3","4","NYY"
"80142","2","4","NYY"
"80143","1","4","NYY"
"80144","2","4","NYY"
"80145","2","4","NYY"
"80146","0","4","NYY"
"80147","2","4","NYY"
"80148","4","2","MIL"
"80149","1","4","NYY"
"80150","2","4","NYY"
"80151","4","2","MIL"
"80152","2","4","NYY"
"80153","4","3","MIL"
"80154","1","4","NYY"
"80155","4","1","MIL"
"80156","4","2","MIL"
"80157","1","4","NYY"
"80158","0","4","NYY"
"80159","4","0","MIL"
"80160","2","4","NYY"
"80161","1","4","NYY"
"80162","2","4","NYY"
"80163","1","4","NYY"
"80164","0","4","NYY"
"80165","4","2","MIL"
"80166","0","4","NYY"
"80167","1","4","NYY"
"80168","0","4","NYY"
"80169","1","4","NYY"
"80170","4","3","MIL"
"80171","3","4","NYY"
"80172","4","0","MIL"
"80173","4","3","MIL"
"80174","1","4","NYY"
"80175","0","4","NYY"
"80176","4","2","MIL"
"80177","4","2","MIL"
"80178","0","4","NYY"
"80179","0","4","NYY"
"80180","4","1","MIL"
"80181","1","4","NYY"
"80182","1","4","NYY"
"80183","4","1","MIL"
"80184","2","4","NYY"
"80185","2","4","NYY"
"80186","4","3","MIL"
"80187","1","4","NYY"
"80188","3","4","NYY"
"80189","4","2","MIL"
"80190","4","2","MIL"
"80191","4","3","MIL"
"80192","3","4","NYY"
"80193","2","4","NYY"
"80194","3","4","NYY"
"80195","4","2","MIL"
"80196","3","4","NYY"
"80197","0","4","NYY"
"80198","2","4","NYY"
"80199","4","3","MIL"
"80200","1","4","NYY"
"80201","0","4","NYY"
"80202","2","4","NYY"
"80203","2","4","NYY"
"80204","2","4","NYY"
"80205","1","4","NYY"
"80206","4","1","MIL"
"80207","0","4","NYY"
"80208","3","4","NYY"
"80209","4","3","MIL"
"80210","3","4","NYY"
"80211","0","4","NYY"
"80212","1","4","NYY"
"80213","2","4","NYY"
"80214","4","0","MIL"
"80215","1","4","NYY"
"80216","3","4","NYY"
"80217","2","4","NYY"
"80218","2","4","NYY"
"80219","2","4","NYY"
"80220","2","4","NYY"
"80221","1","4","NYY"
"80222","3","4","NYY"
"80223","4","3","MIL"
"80224","0","4","NYY"
"80225","2","4","NYY"
"80226","3","4","NYY"
"80227","2","4","NYY"
"80228","1","4","NYY"
"80229","0","4","NYY"
"80230","2","4","NYY"
"80231","2","4","NYY"
"80232","4","2","MIL"
"80233","2","4","NYY"
"80234","2","4","NYY"
"80235","2","4","NYY"
"80236","1","4","NYY"
"80237","1","4","NYY"
"80238","2","4","NYY"
"80239","4","3","MIL"
"80240","3","4","NYY"
"80241","0","4","NYY"
"80242","1","4","NYY"
"80243","1","4","NYY"
"80244","1","4","NYY"
"80245","2","4","NYY"
"80246","0","4","NYY"
"80247","1","4","NYY"
"80248","2","4","NYY"
"80249","2","4","NYY"
"80250","1","4","NYY"
"80251","1","4","NYY"
"80252","3","4","NYY"
"80253","4","2","MIL"
"80254","2","4","NYY"
"80255","1","4","NYY"
"80256","4","3","MIL"
"80257","2","4","NYY"
"80258","4","2","MIL"
"80259","2","4","NYY"
"80260","1","4","NYY"
"80261","4","3","MIL"
"80262","4","0","MIL"
"80263","4","3","MIL"
"80264","0","4","NYY"
"80265","0","4","NYY"
"80266","1","4","NYY"
"80267","4","3","MIL"
"80268","0","4","NYY"
"80269","4","0","MIL"
"80270","2","4","NYY"
"80271","4","2","MIL"
"80272","0","4","NYY"
"80273","1","4","NYY"
"80274","2","4","NYY"
"80275","1","4","NYY"
"80276","0","4","NYY"
"80277","4","2","MIL"
"80278","1","4","NYY"
"80279","4","3","MIL"
"80280","4","2","MIL"
"80281","1","4","NYY"
"80282","1","4","NYY"
"80283","4","2","MIL"
"80284","4","3","MIL"
"80285","0","4","NYY"
"80286","0","4","NYY"
"80287","3","4","NYY"
"80288","0","4","NYY"
"80289","4","2","MIL"
"80290","1","4","NYY"
"80291","2","4","NYY"
"80292","1","4","NYY"
"80293","4","1","MIL"
"80294","1","4","NYY"
"80295","4","1","MIL"
"80296","4","0","MIL"
