"","OAK","NYY","Series Winner"
"85490","2","4","NYY"
"85491","3","4","NYY"
"85492","4","2","OAK"
"85493","4","2","OAK"
"85494","0","4","NYY"
"85495","4","3","OAK"
"85496","4","1","OAK"
"85497","2","4","NYY"
"85498","4","2","OAK"
"85499","3","4","NYY"
"85500","3","4","NYY"
"85501","4","2","OAK"
"85502","4","2","OAK"
"85503","2","4","NYY"
"85504","1","4","NYY"
"85505","1","4","NYY"
"85506","1","4","NYY"
"85507","4","3","OAK"
"85508","0","4","NYY"
"85509","1","4","NYY"
"85510","2","4","NYY"
"85511","4","3","OAK"
"85512","4","2","OAK"
"85513","4","0","OAK"
"85514","3","4","NYY"
"85515","1","4","NYY"
"85516","1","4","NYY"
"85517","4","1","OAK"
"85518","2","4","NYY"
"85519","2","4","NYY"
"85520","4","0","OAK"
"85521","4","3","OAK"
"85522","4","0","OAK"
"85523","1","4","NYY"
"85524","4","3","OAK"
"85525","4","3","OAK"
"85526","2","4","NYY"
"85527","4","1","OAK"
"85528","1","4","NYY"
"85529","4","3","OAK"
"85530","2","4","NYY"
"85531","1","4","NYY"
"85532","4","3","OAK"
"85533","4","2","OAK"
"85534","2","4","NYY"
"85535","3","4","NYY"
"85536","1","4","NYY"
"85537","4","3","OAK"
"85538","4","2","OAK"
"85539","1","4","NYY"
"85540","0","4","NYY"
"85541","4","2","OAK"
"85542","4","2","OAK"
"85543","2","4","NYY"
"85544","4","2","OAK"
"85545","4","1","OAK"
"85546","4","1","OAK"
"85547","4","3","OAK"
"85548","4","2","OAK"
"85549","3","4","NYY"
"85550","1","4","NYY"
"85551","1","4","NYY"
"85552","3","4","NYY"
"85553","0","4","NYY"
"85554","4","3","OAK"
"85555","1","4","NYY"
"85556","4","3","OAK"
"85557","0","4","NYY"
"85558","1","4","NYY"
"85559","4","3","OAK"
"85560","3","4","NYY"
"85561","3","4","NYY"
"85562","4","1","OAK"
"85563","1","4","NYY"
"85564","4","0","OAK"
"85565","3","4","NYY"
"85566","1","4","NYY"
"85567","4","0","OAK"
"85568","4","1","OAK"
"85569","1","4","NYY"
"85570","2","4","NYY"
"85571","2","4","NYY"
"85572","4","2","OAK"
"85573","1","4","NYY"
"85574","4","3","OAK"
"85575","1","4","NYY"
"85576","2","4","NYY"
"85577","4","1","OAK"
"85578","2","4","NYY"
"85579","4","0","OAK"
"85580","4","3","OAK"
"85581","1","4","NYY"
"85582","2","4","NYY"
"85583","3","4","NYY"
"85584","3","4","NYY"
"85585","4","0","OAK"
"85586","4","3","OAK"
"85587","4","2","OAK"
"85588","4","0","OAK"
"85589","4","3","OAK"
"85590","4","2","OAK"
"85591","1","4","NYY"
"85592","4","3","OAK"
"85593","2","4","NYY"
"85594","1","4","NYY"
"85595","3","4","NYY"
"85596","2","4","NYY"
"85597","1","4","NYY"
"85598","4","1","OAK"
"85599","3","4","NYY"
"85600","3","4","NYY"
"85601","4","1","OAK"
"85602","0","4","NYY"
"85603","2","4","NYY"
"85604","1","4","NYY"
"85605","4","3","OAK"
"85606","4","2","OAK"
"85607","1","4","NYY"
"85608","4","3","OAK"
"85609","4","2","OAK"
"85610","4","1","OAK"
"85611","4","3","OAK"
"85612","4","0","OAK"
"85613","4","2","OAK"
"85614","2","4","NYY"
"85615","2","4","NYY"
"85616","3","4","NYY"
"85617","3","4","NYY"
"85618","1","4","NYY"
"85619","4","1","OAK"
"85620","4","3","OAK"
"85621","1","4","NYY"
"85622","1","4","NYY"
"85623","4","3","OAK"
"85624","2","4","NYY"
"85625","4","1","OAK"
"85626","1","4","NYY"
"85627","4","3","OAK"
"85628","1","4","NYY"
"85629","4","3","OAK"
"85630","2","4","NYY"
"85631","4","2","OAK"
"85632","4","2","OAK"
"85633","2","4","NYY"
"85634","4","1","OAK"
"85635","4","3","OAK"
"85636","4","3","OAK"
"85637","4","1","OAK"
"85638","4","2","OAK"
"85639","2","4","NYY"
"85640","3","4","NYY"
"85641","4","1","OAK"
"85642","4","2","OAK"
"85643","1","4","NYY"
"85644","1","4","NYY"
"85645","4","2","OAK"
"85646","2","4","NYY"
"85647","3","4","NYY"
"85648","0","4","NYY"
"85649","3","4","NYY"
"85650","1","4","NYY"
"85651","1","4","NYY"
"85652","4","2","OAK"
"85653","3","4","NYY"
"85654","2","4","NYY"
"85655","4","2","OAK"
"85656","4","3","OAK"
"85657","0","4","NYY"
"85658","4","2","OAK"
"85659","1","4","NYY"
"85660","0","4","NYY"
"85661","3","4","NYY"
"85662","1","4","NYY"
"85663","2","4","NYY"
"85664","4","0","OAK"
"85665","4","2","OAK"
"85666","4","1","OAK"
"85667","1","4","NYY"
"85668","4","0","OAK"
"85669","3","4","NYY"
"85670","4","1","OAK"
"85671","2","4","NYY"
"85672","4","3","OAK"
"85673","2","4","NYY"
"85674","2","4","NYY"
"85675","2","4","NYY"
"85676","4","0","OAK"
"85677","1","4","NYY"
"85678","0","4","NYY"
"85679","4","1","OAK"
"85680","3","4","NYY"
"85681","4","1","OAK"
"85682","3","4","NYY"
"85683","2","4","NYY"
"85684","4","3","OAK"
"85685","1","4","NYY"
"85686","1","4","NYY"
"85687","4","3","OAK"
"85688","0","4","NYY"
"85689","4","1","OAK"
"85690","4","0","OAK"
"85691","2","4","NYY"
"85692","2","4","NYY"
"85693","4","2","OAK"
"85694","4","2","OAK"
"85695","0","4","NYY"
"85696","4","1","OAK"
"85697","2","4","NYY"
"85698","2","4","NYY"
"85699","4","2","OAK"
"85700","4","1","OAK"
"85701","4","2","OAK"
"85702","1","4","NYY"
"85703","1","4","NYY"
"85704","2","4","NYY"
"85705","0","4","NYY"
"85706","1","4","NYY"
"85707","2","4","NYY"
"85708","4","1","OAK"
"85709","4","3","OAK"
"85710","1","4","NYY"
"85711","4","3","OAK"
"85712","2","4","NYY"
"85713","2","4","NYY"
"85714","2","4","NYY"
"85715","4","3","OAK"
"85716","1","4","NYY"
"85717","0","4","NYY"
"85718","4","1","OAK"
"85719","1","4","NYY"
"85720","4","2","OAK"
"85721","1","4","NYY"
"85722","4","2","OAK"
"85723","3","4","NYY"
"85724","4","3","OAK"
"85725","4","2","OAK"
"85726","4","3","OAK"
"85727","4","2","OAK"
"85728","3","4","NYY"
"85729","4","1","OAK"
"85730","4","3","OAK"
"85731","2","4","NYY"
"85732","2","4","NYY"
"85733","4","2","OAK"
"85734","2","4","NYY"
"85735","4","2","OAK"
"85736","4","2","OAK"
"85737","4","2","OAK"
"85738","3","4","NYY"
"85739","4","3","OAK"
"85740","4","2","OAK"
"85741","2","4","NYY"
"85742","2","4","NYY"
"85743","2","4","NYY"
"85744","2","4","NYY"
"85745","3","4","NYY"
"85746","1","4","NYY"
"85747","2","4","NYY"
"85748","2","4","NYY"
"85749","3","4","NYY"
"85750","4","3","OAK"
"85751","2","4","NYY"
"85752","3","4","NYY"
"85753","4","1","OAK"
"85754","4","2","OAK"
"85755","2","4","NYY"
"85756","1","4","NYY"
"85757","0","4","NYY"
"85758","2","4","NYY"
"85759","2","4","NYY"
"85760","4","2","OAK"
"85761","3","4","NYY"
"85762","4","2","OAK"
"85763","1","4","NYY"
"85764","4","3","OAK"
"85765","0","4","NYY"
"85766","3","4","NYY"
"85767","3","4","NYY"
"85768","1","4","NYY"
"85769","3","4","NYY"
"85770","1","4","NYY"
"85771","2","4","NYY"
"85772","4","0","OAK"
"85773","4","2","OAK"
"85774","4","3","OAK"
"85775","0","4","NYY"
"85776","4","3","OAK"
"85777","4","2","OAK"
"85778","3","4","NYY"
"85779","1","4","NYY"
"85780","4","2","OAK"
"85781","2","4","NYY"
"85782","3","4","NYY"
"85783","1","4","NYY"
"85784","2","4","NYY"
"85785","4","2","OAK"
"85786","4","3","OAK"
"85787","4","1","OAK"
"85788","3","4","NYY"
"85789","3","4","NYY"
"85790","4","3","OAK"
"85791","4","3","OAK"
"85792","4","2","OAK"
"85793","4","2","OAK"
"85794","4","2","OAK"
"85795","0","4","NYY"
"85796","1","4","NYY"
"85797","4","3","OAK"
"85798","4","2","OAK"
"85799","1","4","NYY"
"85800","1","4","NYY"
"85801","3","4","NYY"
"85802","2","4","NYY"
"85803","4","2","OAK"
"85804","4","3","OAK"
"85805","4","2","OAK"
"85806","4","3","OAK"
"85807","2","4","NYY"
"85808","4","0","OAK"
"85809","3","4","NYY"
"85810","4","1","OAK"
"85811","0","4","NYY"
"85812","0","4","NYY"
"85813","1","4","NYY"
"85814","1","4","NYY"
"85815","4","2","OAK"
"85816","4","2","OAK"
"85817","0","4","NYY"
"85818","2","4","NYY"
"85819","4","2","OAK"
"85820","2","4","NYY"
"85821","4","3","OAK"
"85822","4","3","OAK"
"85823","4","3","OAK"
"85824","1","4","NYY"
"85825","2","4","NYY"
"85826","0","4","NYY"
"85827","4","2","OAK"
"85828","1","4","NYY"
"85829","3","4","NYY"
"85830","1","4","NYY"
"85831","2","4","NYY"
"85832","4","2","OAK"
"85833","4","2","OAK"
"85834","4","3","OAK"
"85835","4","0","OAK"
"85836","4","2","OAK"
"85837","1","4","NYY"
"85838","1","4","NYY"
"85839","1","4","NYY"
"85840","2","4","NYY"
"85841","4","2","OAK"
"85842","2","4","NYY"
"85843","3","4","NYY"
"85844","2","4","NYY"
"85845","4","1","OAK"
"85846","4","1","OAK"
"85847","4","1","OAK"
"85848","3","4","NYY"
"85849","4","2","OAK"
"85850","1","4","NYY"
"85851","2","4","NYY"
"85852","4","2","OAK"
"85853","4","2","OAK"
"85854","4","2","OAK"
"85855","2","4","NYY"
"85856","1","4","NYY"
"85857","3","4","NYY"
"85858","4","2","OAK"
"85859","1","4","NYY"
"85860","1","4","NYY"
"85861","2","4","NYY"
"85862","4","1","OAK"
"85863","4","3","OAK"
"85864","1","4","NYY"
"85865","0","4","NYY"
"85866","4","0","OAK"
"85867","3","4","NYY"
"85868","3","4","NYY"
"85869","0","4","NYY"
"85870","2","4","NYY"
"85871","3","4","NYY"
"85872","3","4","NYY"
"85873","2","4","NYY"
"85874","4","2","OAK"
"85875","4","2","OAK"
"85876","4","3","OAK"
"85877","2","4","NYY"
"85878","4","2","OAK"
"85879","3","4","NYY"
"85880","4","3","OAK"
"85881","4","2","OAK"
"85882","4","1","OAK"
"85883","3","4","NYY"
"85884","2","4","NYY"
"85885","1","4","NYY"
"85886","4","2","OAK"
"85887","4","2","OAK"
"85888","4","2","OAK"
"85889","2","4","NYY"
"85890","1","4","NYY"
"85891","4","2","OAK"
"85892","4","2","OAK"
"85893","4","1","OAK"
"85894","1","4","NYY"
"85895","0","4","NYY"
"85896","3","4","NYY"
"85897","3","4","NYY"
"85898","4","3","OAK"
"85899","3","4","NYY"
"85900","4","0","OAK"
"85901","4","0","OAK"
"85902","1","4","NYY"
"85903","1","4","NYY"
"85904","4","1","OAK"
"85905","3","4","NYY"
"85906","0","4","NYY"
"85907","4","3","OAK"
"85908","0","4","NYY"
"85909","2","4","NYY"
"85910","4","0","OAK"
"85911","4","3","OAK"
"85912","0","4","NYY"
"85913","1","4","NYY"
"85914","2","4","NYY"
"85915","4","1","OAK"
"85916","2","4","NYY"
"85917","0","4","NYY"
"85918","4","3","OAK"
"85919","3","4","NYY"
"85920","2","4","NYY"
"85921","4","2","OAK"
"85922","0","4","NYY"
"85923","1","4","NYY"
"85924","0","4","NYY"
"85925","4","2","OAK"
"85926","1","4","NYY"
"85927","4","3","OAK"
"85928","2","4","NYY"
"85929","0","4","NYY"
"85930","4","0","OAK"
"85931","4","3","OAK"
"85932","3","4","NYY"
"85933","4","2","OAK"
"85934","4","1","OAK"
"85935","1","4","NYY"
"85936","4","3","OAK"
"85937","2","4","NYY"
"85938","4","1","OAK"
"85939","1","4","NYY"
"85940","4","1","OAK"
"85941","4","2","OAK"
"85942","2","4","NYY"
"85943","4","2","OAK"
"85944","1","4","NYY"
"85945","4","3","OAK"
"85946","4","3","OAK"
"85947","3","4","NYY"
"85948","1","4","NYY"
"85949","2","4","NYY"
"85950","4","3","OAK"
"85951","4","2","OAK"
"85952","4","3","OAK"
"85953","4","3","OAK"
"85954","4","3","OAK"
"85955","4","3","OAK"
"85956","1","4","NYY"
"85957","4","3","OAK"
"85958","4","3","OAK"
"85959","4","3","OAK"
"85960","1","4","NYY"
"85961","4","1","OAK"
"85962","2","4","NYY"
"85963","4","1","OAK"
"85964","4","3","OAK"
"85965","4","2","OAK"
"85966","1","4","NYY"
"85967","0","4","NYY"
"85968","3","4","NYY"
"85969","4","1","OAK"
"85970","4","3","OAK"
"85971","4","3","OAK"
"85972","2","4","NYY"
"85973","2","4","NYY"
"85974","1","4","NYY"
"85975","2","4","NYY"
"85976","2","4","NYY"
"85977","4","3","OAK"
"85978","2","4","NYY"
"85979","4","0","OAK"
"85980","4","2","OAK"
"85981","2","4","NYY"
"85982","4","3","OAK"
"85983","3","4","NYY"
"85984","2","4","NYY"
"85985","4","3","OAK"
"85986","4","1","OAK"
"85987","0","4","NYY"
"85988","0","4","NYY"
"85989","1","4","NYY"
"85990","4","1","OAK"
"85991","3","4","NYY"
"85992","0","4","NYY"
"85993","1","4","NYY"
"85994","0","4","NYY"
"85995","4","2","OAK"
"85996","1","4","NYY"
"85997","4","3","OAK"
"85998","4","1","OAK"
"85999","2","4","NYY"
"86000","0","4","NYY"
"86001","2","4","NYY"
"86002","4","2","OAK"
"86003","2","4","NYY"
"86004","4","1","OAK"
"86005","1","4","NYY"
"86006","2","4","NYY"
"86007","4","2","OAK"
"86008","4","3","OAK"
"86009","2","4","NYY"
"86010","4","2","OAK"
"86011","1","4","NYY"
"86012","1","4","NYY"
"86013","4","2","OAK"
"86014","0","4","NYY"
"86015","4","2","OAK"
"86016","2","4","NYY"
"86017","2","4","NYY"
"86018","2","4","NYY"
"86019","1","4","NYY"
"86020","4","0","OAK"
"86021","3","4","NYY"
"86022","4","2","OAK"
"86023","4","3","OAK"
"86024","4","3","OAK"
"86025","4","2","OAK"
"86026","4","2","OAK"
"86027","3","4","NYY"
"86028","2","4","NYY"
"86029","0","4","NYY"
"86030","2","4","NYY"
"86031","3","4","NYY"
"86032","1","4","NYY"
"86033","3","4","NYY"
"86034","4","2","OAK"
"86035","4","3","OAK"
"86036","4","1","OAK"
"86037","3","4","NYY"
"86038","4","3","OAK"
"86039","1","4","NYY"
"86040","4","3","OAK"
"86041","1","4","NYY"
"86042","4","2","OAK"
"86043","0","4","NYY"
"86044","3","4","NYY"
"86045","4","3","OAK"
"86046","1","4","NYY"
"86047","3","4","NYY"
"86048","4","3","OAK"
"86049","4","2","OAK"
"86050","4","1","OAK"
"86051","4","3","OAK"
"86052","3","4","NYY"
"86053","2","4","NYY"
"86054","4","2","OAK"
"86055","2","4","NYY"
"86056","3","4","NYY"
"86057","1","4","NYY"
"86058","0","4","NYY"
"86059","3","4","NYY"
"86060","0","4","NYY"
"86061","1","4","NYY"
"86062","4","2","OAK"
"86063","3","4","NYY"
"86064","2","4","NYY"
"86065","4","0","OAK"
"86066","1","4","NYY"
"86067","1","4","NYY"
"86068","4","2","OAK"
"86069","1","4","NYY"
"86070","1","4","NYY"
"86071","2","4","NYY"
"86072","4","3","OAK"
"86073","4","2","OAK"
"86074","1","4","NYY"
"86075","2","4","NYY"
"86076","2","4","NYY"
"86077","0","4","NYY"
"86078","1","4","NYY"
"86079","4","0","OAK"
"86080","2","4","NYY"
"86081","4","3","OAK"
"86082","0","4","NYY"
"86083","1","4","NYY"
"86084","4","2","OAK"
"86085","4","2","OAK"
"86086","1","4","NYY"
"86087","4","1","OAK"
"86088","4","3","OAK"
"86089","4","2","OAK"
"86090","1","4","NYY"
"86091","1","4","NYY"
"86092","4","1","OAK"
"86093","1","4","NYY"
"86094","0","4","NYY"
"86095","2","4","NYY"
"86096","1","4","NYY"
"86097","2","4","NYY"
"86098","4","1","OAK"
"86099","4","0","OAK"
"86100","4","2","OAK"
"86101","4","3","OAK"
"86102","2","4","NYY"
"86103","4","3","OAK"
"86104","4","0","OAK"
"86105","2","4","NYY"
"86106","1","4","NYY"
"86107","1","4","NYY"
"86108","2","4","NYY"
"86109","1","4","NYY"
"86110","0","4","NYY"
"86111","3","4","NYY"
"86112","4","2","OAK"
"86113","2","4","NYY"
"86114","4","2","OAK"
"86115","2","4","NYY"
"86116","1","4","NYY"
"86117","1","4","NYY"
"86118","1","4","NYY"
"86119","1","4","NYY"
"86120","4","2","OAK"
"86121","1","4","NYY"
"86122","2","4","NYY"
"86123","2","4","NYY"
"86124","4","0","OAK"
"86125","1","4","NYY"
"86126","3","4","NYY"
"86127","0","4","NYY"
"86128","4","2","OAK"
"86129","4","3","OAK"
"86130","2","4","NYY"
"86131","4","3","OAK"
"86132","4","3","OAK"
"86133","2","4","NYY"
"86134","1","4","NYY"
"86135","4","3","OAK"
"86136","3","4","NYY"
"86137","2","4","NYY"
"86138","4","2","OAK"
"86139","0","4","NYY"
"86140","2","4","NYY"
"86141","1","4","NYY"
"86142","1","4","NYY"
"86143","3","4","NYY"
"86144","1","4","NYY"
"86145","1","4","NYY"
"86146","4","3","OAK"
"86147","2","4","NYY"
"86148","4","2","OAK"
"86149","3","4","NYY"
"86150","4","2","OAK"
"86151","1","4","NYY"
"86152","3","4","NYY"
"86153","1","4","NYY"
"86154","4","2","OAK"
"86155","2","4","NYY"
"86156","1","4","NYY"
"86157","0","4","NYY"
"86158","3","4","NYY"
"86159","4","3","OAK"
"86160","2","4","NYY"
"86161","4","3","OAK"
"86162","4","3","OAK"
"86163","3","4","NYY"
"86164","1","4","NYY"
"86165","4","2","OAK"
"86166","2","4","NYY"
"86167","4","1","OAK"
"86168","2","4","NYY"
"86169","1","4","NYY"
"86170","0","4","NYY"
"86171","4","2","OAK"
"86172","4","1","OAK"
"86173","3","4","NYY"
"86174","4","3","OAK"
"86175","4","1","OAK"
"86176","0","4","NYY"
"86177","4","0","OAK"
"86178","1","4","NYY"
"86179","4","1","OAK"
"86180","2","4","NYY"
"86181","2","4","NYY"
"86182","2","4","NYY"
"86183","4","0","OAK"
"86184","4","1","OAK"
"86185","2","4","NYY"
"86186","2","4","NYY"
"86187","0","4","NYY"
"86188","4","3","OAK"
"86189","1","4","NYY"
"86190","4","1","OAK"
"86191","3","4","NYY"
"86192","4","3","OAK"
"86193","4","2","OAK"
"86194","4","0","OAK"
"86195","4","2","OAK"
"86196","4","3","OAK"
"86197","4","3","OAK"
"86198","4","1","OAK"
"86199","4","0","OAK"
"86200","2","4","NYY"
"86201","2","4","NYY"
"86202","3","4","NYY"
"86203","4","3","OAK"
"86204","2","4","NYY"
"86205","4","1","OAK"
"86206","1","4","NYY"
"86207","4","3","OAK"
"86208","4","1","OAK"
"86209","1","4","NYY"
"86210","1","4","NYY"
"86211","3","4","NYY"
"86212","2","4","NYY"
"86213","2","4","NYY"
"86214","2","4","NYY"
"86215","4","0","OAK"
"86216","4","3","OAK"
"86217","1","4","NYY"
"86218","4","2","OAK"
"86219","3","4","NYY"
"86220","3","4","NYY"
"86221","3","4","NYY"
"86222","4","2","OAK"
"86223","2","4","NYY"
"86224","3","4","NYY"
"86225","0","4","NYY"
"86226","4","2","OAK"
"86227","4","3","OAK"
"86228","4","1","OAK"
"86229","4","1","OAK"
"86230","2","4","NYY"
"86231","1","4","NYY"
"86232","4","1","OAK"
"86233","4","3","OAK"
"86234","1","4","NYY"
"86235","3","4","NYY"
"86236","4","3","OAK"
"86237","1","4","NYY"
"86238","4","2","OAK"
"86239","4","0","OAK"
"86240","4","2","OAK"
"86241","3","4","NYY"
"86242","4","2","OAK"
"86243","1","4","NYY"
"86244","3","4","NYY"
"86245","3","4","NYY"
"86246","4","3","OAK"
"86247","4","2","OAK"
"86248","2","4","NYY"
"86249","4","3","OAK"
"86250","1","4","NYY"
"86251","4","3","OAK"
"86252","1","4","NYY"
"86253","4","1","OAK"
"86254","2","4","NYY"
"86255","2","4","NYY"
"86256","2","4","NYY"
"86257","2","4","NYY"
"86258","1","4","NYY"
"86259","1","4","NYY"
"86260","1","4","NYY"
"86261","1","4","NYY"
"86262","1","4","NYY"
"86263","4","1","OAK"
"86264","4","2","OAK"
"86265","4","3","OAK"
"86266","3","4","NYY"
"86267","0","4","NYY"
"86268","2","4","NYY"
"86269","1","4","NYY"
"86270","2","4","NYY"
"86271","4","1","OAK"
"86272","2","4","NYY"
"86273","4","1","OAK"
"86274","4","1","OAK"
"86275","1","4","NYY"
"86276","2","4","NYY"
"86277","1","4","NYY"
"86278","0","4","NYY"
"86279","2","4","NYY"
"86280","4","3","OAK"
"86281","2","4","NYY"
"86282","3","4","NYY"
"86283","1","4","NYY"
"86284","4","3","OAK"
"86285","0","4","NYY"
"86286","3","4","NYY"
"86287","1","4","NYY"
"86288","1","4","NYY"
"86289","1","4","NYY"
"86290","4","2","OAK"
"86291","1","4","NYY"
"86292","3","4","NYY"
"86293","4","0","OAK"
"86294","4","0","OAK"
"86295","4","3","OAK"
"86296","1","4","NYY"
"86297","4","2","OAK"
"86298","1","4","NYY"
"86299","2","4","NYY"
"86300","1","4","NYY"
"86301","2","4","NYY"
"86302","4","1","OAK"
"86303","4","2","OAK"
"86304","2","4","NYY"
"86305","1","4","NYY"
"86306","4","2","OAK"
"86307","2","4","NYY"
"86308","4","3","OAK"
"86309","0","4","NYY"
"86310","4","2","OAK"
"86311","4","1","OAK"
"86312","2","4","NYY"
"86313","4","2","OAK"
"86314","4","0","OAK"
"86315","2","4","NYY"
"86316","1","4","NYY"
"86317","4","3","OAK"
"86318","4","3","OAK"
"86319","1","4","NYY"
"86320","4","3","OAK"
"86321","4","3","OAK"
"86322","4","2","OAK"
"86323","1","4","NYY"
"86324","1","4","NYY"
"86325","2","4","NYY"
"86326","4","0","OAK"
"86327","4","2","OAK"
"86328","4","3","OAK"
"86329","4","2","OAK"
"86330","1","4","NYY"
"86331","4","3","OAK"
"86332","4","1","OAK"
"86333","1","4","NYY"
"86334","0","4","NYY"
"86335","1","4","NYY"
"86336","3","4","NYY"
"86337","4","3","OAK"
"86338","4","0","OAK"
"86339","1","4","NYY"
"86340","1","4","NYY"
"86341","2","4","NYY"
"86342","4","3","OAK"
"86343","4","1","OAK"
"86344","4","3","OAK"
"86345","1","4","NYY"
"86346","4","2","OAK"
"86347","4","1","OAK"
"86348","4","3","OAK"
"86349","3","4","NYY"
"86350","2","4","NYY"
"86351","2","4","NYY"
"86352","2","4","NYY"
"86353","1","4","NYY"
"86354","2","4","NYY"
"86355","2","4","NYY"
"86356","1","4","NYY"
"86357","4","2","OAK"
"86358","2","4","NYY"
"86359","2","4","NYY"
"86360","1","4","NYY"
"86361","4","2","OAK"
"86362","4","3","OAK"
"86363","3","4","NYY"
"86364","2","4","NYY"
"86365","0","4","NYY"
"86366","2","4","NYY"
"86367","4","3","OAK"
"86368","4","3","OAK"
"86369","4","0","OAK"
"86370","3","4","NYY"
"86371","0","4","NYY"
"86372","2","4","NYY"
"86373","4","1","OAK"
"86374","0","4","NYY"
"86375","3","4","NYY"
"86376","4","3","OAK"
"86377","0","4","NYY"
"86378","4","3","OAK"
"86379","2","4","NYY"
"86380","0","4","NYY"
"86381","1","4","NYY"
"86382","3","4","NYY"
"86383","2","4","NYY"
"86384","2","4","NYY"
"86385","4","2","OAK"
"86386","2","4","NYY"
"86387","2","4","NYY"
"86388","4","1","OAK"
"86389","1","4","NYY"
"86390","2","4","NYY"
"86391","1","4","NYY"
"86392","2","4","NYY"
"86393","2","4","NYY"
"86394","4","2","OAK"
"86395","4","1","OAK"
"86396","2","4","NYY"
"86397","4","2","OAK"
"86398","4","2","OAK"
"86399","4","3","OAK"
"86400","4","3","OAK"
"86401","4","3","OAK"
"86402","1","4","NYY"
"86403","4","3","OAK"
"86404","3","4","NYY"
"86405","2","4","NYY"
"86406","4","2","OAK"
"86407","4","3","OAK"
"86408","2","4","NYY"
"86409","4","3","OAK"
"86410","1","4","NYY"
"86411","4","3","OAK"
"86412","1","4","NYY"
"86413","4","3","OAK"
"86414","4","3","OAK"
"86415","4","2","OAK"
"86416","1","4","NYY"
"86417","1","4","NYY"
"86418","1","4","NYY"
"86419","1","4","NYY"
"86420","2","4","NYY"
"86421","1","4","NYY"
"86422","1","4","NYY"
"86423","4","1","OAK"
"86424","1","4","NYY"
"86425","3","4","NYY"
"86426","1","4","NYY"
"86427","4","1","OAK"
"86428","0","4","NYY"
"86429","2","4","NYY"
"86430","4","3","OAK"
"86431","1","4","NYY"
"86432","4","3","OAK"
"86433","4","3","OAK"
"86434","2","4","NYY"
"86435","4","2","OAK"
"86436","1","4","NYY"
"86437","4","0","OAK"
"86438","4","0","OAK"
"86439","4","2","OAK"
"86440","4","3","OAK"
"86441","4","0","OAK"
"86442","3","4","NYY"
"86443","1","4","NYY"
"86444","0","4","NYY"
"86445","4","2","OAK"
"86446","1","4","NYY"
"86447","4","2","OAK"
"86448","1","4","NYY"
"86449","4","3","OAK"
"86450","2","4","NYY"
"86451","2","4","NYY"
"86452","3","4","NYY"
"86453","2","4","NYY"
"86454","0","4","NYY"
"86455","3","4","NYY"
"86456","4","2","OAK"
"86457","4","0","OAK"
"86458","4","3","OAK"
"86459","1","4","NYY"
"86460","2","4","NYY"
"86461","3","4","NYY"
"86462","4","1","OAK"
"86463","1","4","NYY"
"86464","2","4","NYY"
"86465","2","4","NYY"
"86466","4","2","OAK"
"86467","4","2","OAK"
"86468","3","4","NYY"
"86469","2","4","NYY"
"86470","4","3","OAK"
"86471","4","1","OAK"
"86472","4","3","OAK"
"86473","2","4","NYY"
"86474","1","4","NYY"
"86475","4","1","OAK"
"86476","0","4","NYY"
"86477","3","4","NYY"
"86478","2","4","NYY"
"86479","4","0","OAK"
"86480","0","4","NYY"
"86481","3","4","NYY"
"86482","2","4","NYY"
"86483","3","4","NYY"
"86484","0","4","NYY"
"86485","2","4","NYY"
"86486","0","4","NYY"
"86487","4","2","OAK"
"86488","4","3","OAK"
"86489","2","4","NYY"
"86490","1","4","NYY"
"86491","1","4","NYY"
"86492","2","4","NYY"
"86493","4","1","OAK"
"86494","4","3","OAK"
"86495","1","4","NYY"
"86496","3","4","NYY"
"86497","2","4","NYY"
"86498","1","4","NYY"
"86499","3","4","NYY"
"86500","3","4","NYY"
"86501","3","4","NYY"
"86502","1","4","NYY"
"86503","4","3","OAK"
"86504","4","3","OAK"
"86505","3","4","NYY"
"86506","2","4","NYY"
"86507","4","2","OAK"
"86508","0","4","NYY"
"86509","1","4","NYY"
"86510","3","4","NYY"
"86511","2","4","NYY"
"86512","0","4","NYY"
"86513","1","4","NYY"
"86514","1","4","NYY"
"86515","1","4","NYY"
"86516","4","0","OAK"
"86517","2","4","NYY"
"86518","4","3","OAK"
"86519","4","3","OAK"
"86520","1","4","NYY"
"86521","2","4","NYY"
"86522","2","4","NYY"
"86523","4","3","OAK"
"86524","3","4","NYY"
"86525","4","0","OAK"
"86526","2","4","NYY"
"86527","1","4","NYY"
"86528","2","4","NYY"
"86529","3","4","NYY"
"86530","2","4","NYY"
"86531","0","4","NYY"
"86532","3","4","NYY"
"86533","1","4","NYY"
"86534","2","4","NYY"
"86535","4","3","OAK"
"86536","1","4","NYY"
"86537","4","3","OAK"
"86538","1","4","NYY"
"86539","0","4","NYY"
"86540","3","4","NYY"
"86541","4","3","OAK"
"86542","4","1","OAK"
"86543","4","3","OAK"
"86544","1","4","NYY"
"86545","4","3","OAK"
"86546","4","3","OAK"
"86547","2","4","NYY"
"86548","2","4","NYY"
"86549","4","2","OAK"
"86550","3","4","NYY"
"86551","1","4","NYY"
"86552","4","0","OAK"
"86553","0","4","NYY"
"86554","0","4","NYY"
"86555","0","4","NYY"
"86556","2","4","NYY"
"86557","4","3","OAK"
"86558","3","4","NYY"
"86559","1","4","NYY"
"86560","4","1","OAK"
"86561","0","4","NYY"
"86562","2","4","NYY"
"86563","4","2","OAK"
"86564","4","3","OAK"
