"","LAD","HOU","Champion"
"76100","4","1","LAD"
"76101","4","2","LAD"
"76102","4","0","LAD"
"76103","4","0","LAD"
"76104","4","0","LAD"
"76105","4","3","LAD"
"76106","3","4","HOU"
"76107","3","4","HOU"
"76108","4","0","LAD"
"76109","0","4","HOU"
"76110","4","0","LAD"
"76111","3","4","HOU"
"76112","4","2","LAD"
"76113","2","4","HOU"
"76114","2","4","HOU"
"76115","4","3","LAD"
"76116","2","4","HOU"
"76117","2","4","HOU"
"76118","3","4","HOU"
"76119","4","1","LAD"
"76120","3","4","HOU"
"76121","1","4","HOU"
"76122","4","1","LAD"
"76123","4","1","LAD"
"76124","1","4","HOU"
"76125","1","4","HOU"
"76126","3","4","HOU"
"76127","4","2","LAD"
"76128","2","4","HOU"
"76129","4","2","LAD"
"76130","2","4","HOU"
"76131","4","2","LAD"
"76132","3","4","HOU"
"76133","3","4","HOU"
"76134","1","4","HOU"
"76135","0","4","HOU"
"76136","4","2","LAD"
"76137","2","4","HOU"
"76138","0","4","HOU"
"76139","4","1","LAD"
"76140","4","1","LAD"
"76141","4","1","LAD"
"76142","4","1","LAD"
"76143","4","1","LAD"
"76144","2","4","HOU"
"76145","2","4","HOU"
"76146","2","4","HOU"
"76147","4","2","LAD"
"76148","4","2","LAD"
"76149","4","3","LAD"
"76150","4","3","LAD"
"76151","3","4","HOU"
"76152","2","4","HOU"
"76153","4","3","LAD"
"76154","2","4","HOU"
"76155","4","1","LAD"
"76156","4","3","LAD"
"76157","3","4","HOU"
"76158","4","3","LAD"
"76159","4","1","LAD"
"76160","1","4","HOU"
"76161","3","4","HOU"
"76162","4","0","LAD"
"76163","2","4","HOU"
"76164","3","4","HOU"
"76165","4","3","LAD"
"76166","3","4","HOU"
"76167","2","4","HOU"
"76168","4","3","LAD"
"76169","2","4","HOU"
"76170","0","4","HOU"
"76171","0","4","HOU"
"76172","4","1","LAD"
"76173","4","2","LAD"
"76174","1","4","HOU"
"76175","4","2","LAD"
"76176","4","1","LAD"
"76177","4","3","LAD"
"76178","4","1","LAD"
"76179","3","4","HOU"
"76180","4","1","LAD"
"76181","4","2","LAD"
"76182","2","4","HOU"
"76183","0","4","HOU"
"76184","2","4","HOU"
"76185","4","2","LAD"
"76186","4","3","LAD"
"76187","4","2","LAD"
"76188","4","0","LAD"
"76189","4","2","LAD"
"76190","4","2","LAD"
"76191","4","2","LAD"
"76192","4","2","LAD"
"76193","4","1","LAD"
"76194","4","3","LAD"
"76195","2","4","HOU"
"76196","4","2","LAD"
"76197","4","1","LAD"
"76198","1","4","HOU"
"76199","2","4","HOU"
"76200","1","4","HOU"
"76201","3","4","HOU"
"76202","0","4","HOU"
"76203","0","4","HOU"
"76204","2","4","HOU"
"76205","4","1","LAD"
"76206","4","3","LAD"
"76207","0","4","HOU"
"76208","1","4","HOU"
"76209","4","2","LAD"
"76210","4","3","LAD"
"76211","4","2","LAD"
"76212","3","4","HOU"
"76213","3","4","HOU"
"76214","4","1","LAD"
"76215","2","4","HOU"
"76216","3","4","HOU"
"76217","4","2","LAD"
"76218","4","1","LAD"
"76219","4","3","LAD"
"76220","4","2","LAD"
"76221","1","4","HOU"
"76222","2","4","HOU"
"76223","4","2","LAD"
"76224","4","2","LAD"
"76225","4","1","LAD"
"76226","4","2","LAD"
"76227","1","4","HOU"
"76228","4","1","LAD"
"76229","1","4","HOU"
"76230","4","1","LAD"
"76231","1","4","HOU"
"76232","1","4","HOU"
"76233","4","2","LAD"
"76234","3","4","HOU"
"76235","4","3","LAD"
"76236","4","3","LAD"
"76237","2","4","HOU"
"76238","3","4","HOU"
"76239","3","4","HOU"
"76240","2","4","HOU"
"76241","4","3","LAD"
"76242","4","1","LAD"
"76243","4","0","LAD"
"76244","4","3","LAD"
"76245","3","4","HOU"
"76246","2","4","HOU"
"76247","3","4","HOU"
"76248","4","1","LAD"
"76249","2","4","HOU"
"76250","3","4","HOU"
"76251","2","4","HOU"
"76252","4","0","LAD"
"76253","2","4","HOU"
"76254","4","1","LAD"
"76255","4","1","LAD"
"76256","4","3","LAD"
"76257","4","1","LAD"
"76258","4","1","LAD"
"76259","4","2","LAD"
"76260","4","1","LAD"
"76261","4","2","LAD"
"76262","4","2","LAD"
"76263","4","1","LAD"
"76264","1","4","HOU"
"76265","4","2","LAD"
"76266","3","4","HOU"
"76267","4","0","LAD"
"76268","4","1","LAD"
"76269","4","1","LAD"
"76270","4","3","LAD"
"76271","4","0","LAD"
"76272","2","4","HOU"
"76273","2","4","HOU"
"76274","4","1","LAD"
"76275","2","4","HOU"
"76276","2","4","HOU"
"76277","4","1","LAD"
"76278","0","4","HOU"
"76279","4","1","LAD"
"76280","4","0","LAD"
"76281","4","1","LAD"
"76282","4","3","LAD"
"76283","1","4","HOU"
"76284","4","3","LAD"
"76285","4","1","LAD"
"76286","3","4","HOU"
"76287","3","4","HOU"
"76288","1","4","HOU"
"76289","4","0","LAD"
"76290","3","4","HOU"
"76291","4","1","LAD"
"76292","4","2","LAD"
"76293","4","3","LAD"
"76294","3","4","HOU"
"76295","4","0","LAD"
"76296","4","0","LAD"
"76297","3","4","HOU"
"76298","4","3","LAD"
"76299","3","4","HOU"
"76300","4","3","LAD"
"76301","4","2","LAD"
"76302","4","2","LAD"
"76303","4","3","LAD"
"76304","3","4","HOU"
"76305","1","4","HOU"
"76306","3","4","HOU"
"76307","4","1","LAD"
"76308","3","4","HOU"
"76309","3","4","HOU"
"76310","4","1","LAD"
"76311","3","4","HOU"
"76312","4","2","LAD"
"76313","0","4","HOU"
"76314","4","2","LAD"
"76315","4","1","LAD"
"76316","2","4","HOU"
"76317","4","2","LAD"
"76318","4","3","LAD"
"76319","4","0","LAD"
"76320","2","4","HOU"
"76321","4","0","LAD"
"76322","3","4","HOU"
"76323","3","4","HOU"
"76324","4","0","LAD"
"76325","2","4","HOU"
"76326","2","4","HOU"
"76327","3","4","HOU"
"76328","0","4","HOU"
"76329","2","4","HOU"
"76330","3","4","HOU"
"76331","4","2","LAD"
"76332","4","1","LAD"
"76333","4","2","LAD"
"76334","4","0","LAD"
"76335","3","4","HOU"
"76336","3","4","HOU"
"76337","3","4","HOU"
"76338","4","3","LAD"
"76339","3","4","HOU"
"76340","4","2","LAD"
"76341","2","4","HOU"
"76342","4","0","LAD"
"76343","2","4","HOU"
"76344","2","4","HOU"
"76345","4","1","LAD"
"76346","4","1","LAD"
"76347","4","0","LAD"
"76348","4","3","LAD"
"76349","3","4","HOU"
"76350","2","4","HOU"
"76351","4","1","LAD"
"76352","0","4","HOU"
"76353","4","3","LAD"
"76354","4","0","LAD"
"76355","4","3","LAD"
"76356","3","4","HOU"
"76357","3","4","HOU"
"76358","4","3","LAD"
"76359","4","3","LAD"
"76360","3","4","HOU"
"76361","3","4","HOU"
"76362","1","4","HOU"
"76363","3","4","HOU"
"76364","1","4","HOU"
"76365","1","4","HOU"
"76366","2","4","HOU"
"76367","3","4","HOU"
"76368","2","4","HOU"
"76369","4","0","LAD"
"76370","4","2","LAD"
"76371","4","1","LAD"
"76372","4","2","LAD"
"76373","4","1","LAD"
"76374","3","4","HOU"
"76375","3","4","HOU"
"76376","2","4","HOU"
"76377","4","3","LAD"
"76378","2","4","HOU"
"76379","4","2","LAD"
"76380","2","4","HOU"
"76381","3","4","HOU"
"76382","4","0","LAD"
"76383","4","1","LAD"
"76384","3","4","HOU"
"76385","0","4","HOU"
"76386","4","3","LAD"
"76387","4","0","LAD"
"76388","4","2","LAD"
"76389","4","2","LAD"
"76390","4","0","LAD"
"76391","4","2","LAD"
"76392","3","4","HOU"
"76393","4","1","LAD"
"76394","4","1","LAD"
"76395","3","4","HOU"
"76396","4","0","LAD"
"76397","0","4","HOU"
"76398","4","3","LAD"
"76399","4","2","LAD"
"76400","1","4","HOU"
"76401","1","4","HOU"
"76402","4","2","LAD"
"76403","3","4","HOU"
"76404","4","0","LAD"
"76405","4","2","LAD"
"76406","3","4","HOU"
"76407","2","4","HOU"
"76408","4","0","LAD"
"76409","4","0","LAD"
"76410","2","4","HOU"
"76411","3","4","HOU"
"76412","4","1","LAD"
"76413","0","4","HOU"
"76414","4","2","LAD"
"76415","4","3","LAD"
"76416","4","2","LAD"
"76417","3","4","HOU"
"76418","3","4","HOU"
"76419","4","1","LAD"
"76420","4","1","LAD"
"76421","4","1","LAD"
"76422","4","0","LAD"
"76423","4","1","LAD"
"76424","3","4","HOU"
"76425","4","1","LAD"
"76426","2","4","HOU"
"76427","4","0","LAD"
"76428","3","4","HOU"
"76429","2","4","HOU"
"76430","4","0","LAD"
"76431","1","4","HOU"
"76432","0","4","HOU"
"76433","3","4","HOU"
"76434","4","1","LAD"
"76435","4","2","LAD"
"76436","4","1","LAD"
"76437","4","1","LAD"
"76438","3","4","HOU"
"76439","4","0","LAD"
"76440","4","3","LAD"
"76441","4","2","LAD"
"76442","1","4","HOU"
"76443","2","4","HOU"
"76444","4","2","LAD"
"76445","2","4","HOU"
"76446","2","4","HOU"
"76447","2","4","HOU"
"76448","1","4","HOU"
"76449","4","3","LAD"
"76450","4","3","LAD"
"76451","4","1","LAD"
"76452","4","0","LAD"
"76453","3","4","HOU"
"76454","2","4","HOU"
"76455","4","1","LAD"
"76456","4","3","LAD"
"76457","4","2","LAD"
"76458","2","4","HOU"
"76459","1","4","HOU"
"76460","4","2","LAD"
"76461","4","1","LAD"
"76462","4","1","LAD"
"76463","4","0","LAD"
"76464","4","2","LAD"
"76465","4","3","LAD"
"76466","4","2","LAD"
"76467","2","4","HOU"
"76468","2","4","HOU"
"76469","3","4","HOU"
"76470","0","4","HOU"
"76471","1","4","HOU"
"76472","3","4","HOU"
"76473","4","0","LAD"
"76474","4","3","LAD"
"76475","4","3","LAD"
"76476","4","3","LAD"
"76477","4","3","LAD"
"76478","0","4","HOU"
"76479","3","4","HOU"
"76480","1","4","HOU"
"76481","3","4","HOU"
"76482","0","4","HOU"
"76483","4","1","LAD"
"76484","1","4","HOU"
"76485","4","2","LAD"
"76486","4","0","LAD"
"76487","1","4","HOU"
"76488","4","1","LAD"
"76489","4","1","LAD"
"76490","4","3","LAD"
"76491","2","4","HOU"
"76492","4","2","LAD"
"76493","1","4","HOU"
"76494","3","4","HOU"
"76495","3","4","HOU"
"76496","2","4","HOU"
"76497","1","4","HOU"
"76498","2","4","HOU"
"76499","2","4","HOU"
"76500","4","1","LAD"
"76501","4","2","LAD"
"76502","0","4","HOU"
"76503","3","4","HOU"
"76504","3","4","HOU"
"76505","4","1","LAD"
"76506","0","4","HOU"
"76507","4","1","LAD"
"76508","4","1","LAD"
"76509","4","2","LAD"
"76510","4","2","LAD"
"76511","4","3","LAD"
"76512","4","0","LAD"
"76513","4","3","LAD"
"76514","1","4","HOU"
"76515","4","0","LAD"
"76516","2","4","HOU"
"76517","4","1","LAD"
"76518","2","4","HOU"
"76519","2","4","HOU"
"76520","4","3","LAD"
"76521","4","1","LAD"
"76522","3","4","HOU"
"76523","4","2","LAD"
"76524","4","0","LAD"
"76525","4","2","LAD"
"76526","4","3","LAD"
"76527","4","2","LAD"
"76528","4","0","LAD"
"76529","4","2","LAD"
"76530","0","4","HOU"
"76531","2","4","HOU"
"76532","4","1","LAD"
"76533","4","0","LAD"
"76534","4","3","LAD"
"76535","2","4","HOU"
"76536","3","4","HOU"
"76537","4","3","LAD"
"76538","0","4","HOU"
"76539","4","2","LAD"
"76540","2","4","HOU"
"76541","3","4","HOU"
"76542","1","4","HOU"
"76543","3","4","HOU"
"76544","1","4","HOU"
"76545","3","4","HOU"
"76546","1","4","HOU"
"76547","4","1","LAD"
"76548","3","4","HOU"
"76549","4","2","LAD"
"76550","3","4","HOU"
"76551","4","2","LAD"
"76552","4","1","LAD"
"76553","4","3","LAD"
"76554","4","3","LAD"
"76555","4","3","LAD"
"76556","4","3","LAD"
"76557","4","2","LAD"
"76558","3","4","HOU"
"76559","3","4","HOU"
"76560","0","4","HOU"
"76561","4","3","LAD"
"76562","2","4","HOU"
"76563","2","4","HOU"
"76564","4","2","LAD"
"76565","2","4","HOU"
"76566","3","4","HOU"
"76567","4","2","LAD"
"76568","4","2","LAD"
"76569","2","4","HOU"
"76570","4","2","LAD"
"76571","3","4","HOU"
"76572","4","2","LAD"
"76573","4","2","LAD"
"76574","2","4","HOU"
"76575","4","3","LAD"
"76576","4","1","LAD"
"76577","4","3","LAD"
"76578","4","2","LAD"
"76579","3","4","HOU"
"76580","3","4","HOU"
"76581","4","1","LAD"
"76582","4","0","LAD"
"76583","3","4","HOU"
"76584","4","3","LAD"
"76585","4","1","LAD"
"76586","4","3","LAD"
"76587","4","2","LAD"
"76588","4","1","LAD"
"76589","3","4","HOU"
"76590","2","4","HOU"
"76591","4","1","LAD"
"76592","3","4","HOU"
"76593","4","1","LAD"
"76594","3","4","HOU"
"76595","2","4","HOU"
"76596","4","3","LAD"
"76597","0","4","HOU"
"76598","4","3","LAD"
"76599","0","4","HOU"
"76600","4","2","LAD"
"76601","4","1","LAD"
"76602","1","4","HOU"
"76603","3","4","HOU"
"76604","2","4","HOU"
"76605","2","4","HOU"
"76606","4","3","LAD"
"76607","2","4","HOU"
"76608","3","4","HOU"
"76609","3","4","HOU"
"76610","4","2","LAD"
"76611","0","4","HOU"
"76612","0","4","HOU"
"76613","4","1","LAD"
"76614","4","2","LAD"
"76615","2","4","HOU"
"76616","3","4","HOU"
"76617","4","3","LAD"
"76618","4","3","LAD"
"76619","2","4","HOU"
"76620","3","4","HOU"
"76621","4","1","LAD"
"76622","3","4","HOU"
"76623","4","2","LAD"
"76624","4","1","LAD"
"76625","4","2","LAD"
"76626","4","3","LAD"
"76627","4","1","LAD"
"76628","4","1","LAD"
"76629","4","1","LAD"
"76630","1","4","HOU"
"76631","4","1","LAD"
"76632","0","4","HOU"
"76633","1","4","HOU"
"76634","4","3","LAD"
"76635","4","3","LAD"
"76636","2","4","HOU"
"76637","4","0","LAD"
"76638","4","1","LAD"
"76639","4","1","LAD"
"76640","4","3","LAD"
"76641","3","4","HOU"
"76642","4","2","LAD"
"76643","4","1","LAD"
"76644","1","4","HOU"
"76645","4","2","LAD"
"76646","1","4","HOU"
"76647","4","1","LAD"
"76648","4","0","LAD"
"76649","2","4","HOU"
"76650","2","4","HOU"
"76651","4","1","LAD"
"76652","4","3","LAD"
"76653","4","2","LAD"
"76654","4","1","LAD"
"76655","4","2","LAD"
"76656","2","4","HOU"
"76657","4","1","LAD"
"76658","4","2","LAD"
"76659","4","3","LAD"
"76660","4","0","LAD"
"76661","2","4","HOU"
"76662","1","4","HOU"
"76663","2","4","HOU"
"76664","1","4","HOU"
"76665","4","3","LAD"
"76666","4","2","LAD"
"76667","2","4","HOU"
"76668","4","3","LAD"
"76669","4","2","LAD"
"76670","4","0","LAD"
"76671","4","3","LAD"
"76672","0","4","HOU"
"76673","4","1","LAD"
"76674","4","1","LAD"
"76675","4","3","LAD"
"76676","1","4","HOU"
"76677","4","3","LAD"
"76678","4","2","LAD"
"76679","4","1","LAD"
"76680","4","1","LAD"
"76681","0","4","HOU"
"76682","3","4","HOU"
"76683","3","4","HOU"
"76684","2","4","HOU"
"76685","4","2","LAD"
"76686","4","2","LAD"
"76687","4","1","LAD"
"76688","4","1","LAD"
"76689","4","0","LAD"
"76690","4","1","LAD"
"76691","3","4","HOU"
"76692","2","4","HOU"
"76693","4","2","LAD"
"76694","4","2","LAD"
"76695","4","1","LAD"
"76696","4","0","LAD"
"76697","1","4","HOU"
"76698","3","4","HOU"
"76699","4","1","LAD"
"76700","3","4","HOU"
"76701","1","4","HOU"
"76702","1","4","HOU"
"76703","4","1","LAD"
"76704","4","1","LAD"
"76705","4","1","LAD"
"76706","4","2","LAD"
"76707","2","4","HOU"
"76708","4","3","LAD"
"76709","4","1","LAD"
"76710","3","4","HOU"
"76711","4","2","LAD"
"76712","4","2","LAD"
"76713","4","2","LAD"
"76714","4","1","LAD"
"76715","4","1","LAD"
"76716","4","3","LAD"
"76717","1","4","HOU"
"76718","3","4","HOU"
"76719","4","0","LAD"
"76720","4","3","LAD"
"76721","4","1","LAD"
"76722","4","1","LAD"
"76723","4","3","LAD"
"76724","4","1","LAD"
"76725","4","1","LAD"
"76726","4","2","LAD"
"76727","4","1","LAD"
"76728","3","4","HOU"
"76729","4","3","LAD"
"76730","2","4","HOU"
"76731","2","4","HOU"
"76732","4","1","LAD"
"76733","1","4","HOU"
"76734","4","3","LAD"
"76735","4","3","LAD"
"76736","4","1","LAD"
"76737","3","4","HOU"
"76738","3","4","HOU"
"76739","4","2","LAD"
"76740","3","4","HOU"
"76741","4","1","LAD"
"76742","3","4","HOU"
"76743","4","3","LAD"
"76744","3","4","HOU"
"76745","4","1","LAD"
"76746","3","4","HOU"
"76747","4","1","LAD"
"76748","1","4","HOU"
"76749","4","1","LAD"
"76750","4","2","LAD"
"76751","4","3","LAD"
"76752","4","3","LAD"
"76753","1","4","HOU"
"76754","1","4","HOU"
"76755","4","2","LAD"
"76756","0","4","HOU"
"76757","3","4","HOU"
"76758","4","0","LAD"
"76759","4","3","LAD"
"76760","3","4","HOU"
"76761","4","3","LAD"
"76762","4","1","LAD"
"76763","4","3","LAD"
"76764","2","4","HOU"
"76765","4","2","LAD"
"76766","4","0","LAD"
"76767","4","1","LAD"
"76768","2","4","HOU"
"76769","3","4","HOU"
"76770","4","0","LAD"
"76771","4","0","LAD"
"76772","3","4","HOU"
"76773","3","4","HOU"
"76774","0","4","HOU"
"76775","4","1","LAD"
"76776","4","1","LAD"
"76777","4","2","LAD"
"76778","3","4","HOU"
"76779","1","4","HOU"
"76780","0","4","HOU"
"76781","4","2","LAD"
"76782","4","1","LAD"
"76783","1","4","HOU"
"76784","2","4","HOU"
"76785","3","4","HOU"
"76786","4","1","LAD"
"76787","4","2","LAD"
"76788","4","2","LAD"
"76789","2","4","HOU"
"76790","4","2","LAD"
"76791","4","3","LAD"
"76792","4","1","LAD"
"76793","4","3","LAD"
"76794","4","3","LAD"
"76795","4","2","LAD"
"76796","2","4","HOU"
"76797","3","4","HOU"
"76798","0","4","HOU"
"76799","4","2","LAD"
"76800","4","2","LAD"
"76801","3","4","HOU"
"76802","2","4","HOU"
"76803","4","3","LAD"
"76804","4","0","LAD"
"76805","4","0","LAD"
"76806","3","4","HOU"
"76807","4","3","LAD"
"76808","4","1","LAD"
"76809","4","3","LAD"
"76810","3","4","HOU"
"76811","4","3","LAD"
"76812","4","1","LAD"
"76813","4","2","LAD"
"76814","4","1","LAD"
"76815","4","1","LAD"
"76816","4","2","LAD"
"76817","3","4","HOU"
"76818","4","3","LAD"
"76819","4","2","LAD"
"76820","4","3","LAD"
"76821","3","4","HOU"
"76822","4","1","LAD"
"76823","4","0","LAD"
"76824","3","4","HOU"
"76825","0","4","HOU"
"76826","4","2","LAD"
"76827","1","4","HOU"
"76828","3","4","HOU"
"76829","3","4","HOU"
"76830","4","3","LAD"
"76831","3","4","HOU"
"76832","2","4","HOU"
"76833","3","4","HOU"
"76834","4","2","LAD"
"76835","4","3","LAD"
"76836","4","2","LAD"
"76837","4","1","LAD"
"76838","2","4","HOU"
"76839","4","1","LAD"
"76840","4","3","LAD"
"76841","1","4","HOU"
"76842","4","2","LAD"
"76843","4","2","LAD"
"76844","4","3","LAD"
"76845","3","4","HOU"
"76846","3","4","HOU"
"76847","4","2","LAD"
"76848","2","4","HOU"
"76849","4","2","LAD"
"76850","2","4","HOU"
"76851","4","3","LAD"
"76852","3","4","HOU"
"76853","4","3","LAD"
"76854","1","4","HOU"
"76855","3","4","HOU"
"76856","3","4","HOU"
"76857","4","1","LAD"
"76858","4","3","LAD"
"76859","1","4","HOU"
"76860","4","3","LAD"
"76861","4","1","LAD"
"76862","2","4","HOU"
"76863","3","4","HOU"
"76864","3","4","HOU"
"76865","0","4","HOU"
"76866","4","3","LAD"
"76867","3","4","HOU"
"76868","0","4","HOU"
"76869","3","4","HOU"
"76870","4","0","LAD"
"76871","4","1","LAD"
"76872","0","4","HOU"
"76873","4","1","LAD"
"76874","4","3","LAD"
"76875","4","2","LAD"
"76876","4","2","LAD"
"76877","3","4","HOU"
"76878","3","4","HOU"
"76879","3","4","HOU"
"76880","3","4","HOU"
"76881","4","1","LAD"
"76882","0","4","HOU"
"76883","4","0","LAD"
"76884","4","1","LAD"
"76885","2","4","HOU"
"76886","4","1","LAD"
"76887","0","4","HOU"
"76888","4","1","LAD"
"76889","4","1","LAD"
"76890","4","1","LAD"
"76891","4","3","LAD"
"76892","4","2","LAD"
"76893","4","2","LAD"
"76894","3","4","HOU"
"76895","4","3","LAD"
"76896","1","4","HOU"
"76897","2","4","HOU"
"76898","3","4","HOU"
"76899","4","2","LAD"
"76900","4","1","LAD"
"76901","4","3","LAD"
"76902","3","4","HOU"
"76903","4","1","LAD"
"76904","4","2","LAD"
"76905","4","3","LAD"
"76906","2","4","HOU"
"76907","2","4","HOU"
"76908","2","4","HOU"
"76909","4","1","LAD"
"76910","4","3","LAD"
"76911","2","4","HOU"
"76912","2","4","HOU"
"76913","4","0","LAD"
"76914","3","4","HOU"
"76915","1","4","HOU"
"76916","0","4","HOU"
"76917","3","4","HOU"
"76918","1","4","HOU"
"76919","1","4","HOU"
"76920","3","4","HOU"
"76921","2","4","HOU"
"76922","2","4","HOU"
"76923","4","3","LAD"
"76924","4","2","LAD"
"76925","3","4","HOU"
"76926","2","4","HOU"
"76927","4","2","LAD"
"76928","4","3","LAD"
"76929","0","4","HOU"
"76930","2","4","HOU"
"76931","3","4","HOU"
"76932","3","4","HOU"
"76933","4","3","LAD"
"76934","4","0","LAD"
"76935","0","4","HOU"
"76936","1","4","HOU"
"76937","3","4","HOU"
"76938","4","2","LAD"
"76939","1","4","HOU"
"76940","3","4","HOU"
"76941","2","4","HOU"
"76942","4","1","LAD"
"76943","3","4","HOU"
"76944","0","4","HOU"
"76945","4","2","LAD"
"76946","4","1","LAD"
"76947","4","1","LAD"
"76948","2","4","HOU"
"76949","4","3","LAD"
"76950","4","1","LAD"
"76951","4","2","LAD"
"76952","3","4","HOU"
"76953","3","4","HOU"
"76954","4","1","LAD"
"76955","2","4","HOU"
"76956","4","2","LAD"
"76957","4","2","LAD"
"76958","3","4","HOU"
"76959","2","4","HOU"
"76960","1","4","HOU"
"76961","3","4","HOU"
"76962","4","1","LAD"
"76963","2","4","HOU"
"76964","4","2","LAD"
"76965","4","1","LAD"
"76966","3","4","HOU"
"76967","4","2","LAD"
"76968","3","4","HOU"
"76969","3","4","HOU"
"76970","4","3","LAD"
"76971","2","4","HOU"
"76972","2","4","HOU"
"76973","4","1","LAD"
"76974","4","3","LAD"
"76975","1","4","HOU"
"76976","3","4","HOU"
"76977","4","1","LAD"
"76978","3","4","HOU"
"76979","0","4","HOU"
"76980","3","4","HOU"
"76981","4","3","LAD"
"76982","0","4","HOU"
"76983","4","2","LAD"
"76984","4","3","LAD"
"76985","4","0","LAD"
"76986","4","2","LAD"
"76987","2","4","HOU"
"76988","4","1","LAD"
"76989","4","2","LAD"
"76990","4","2","LAD"
"76991","4","1","LAD"
"76992","4","2","LAD"
"76993","3","4","HOU"
"76994","3","4","HOU"
"76995","4","2","LAD"
"76996","1","4","HOU"
"76997","4","1","LAD"
"76998","4","3","LAD"
"76999","3","4","HOU"
"77000","4","0","LAD"
"77001","3","4","HOU"
"77002","4","2","LAD"
"77003","4","3","LAD"
"77004","0","4","HOU"
"77005","4","1","LAD"
"77006","4","0","LAD"
"77007","4","3","LAD"
"77008","4","1","LAD"
"77009","4","1","LAD"
"77010","4","1","LAD"
"77011","0","4","HOU"
"77012","3","4","HOU"
"77013","2","4","HOU"
"77014","3","4","HOU"
"77015","2","4","HOU"
"77016","4","1","LAD"
"77017","3","4","HOU"
"77018","4","2","LAD"
"77019","4","2","LAD"
"77020","0","4","HOU"
"77021","4","2","LAD"
"77022","4","2","LAD"
"77023","0","4","HOU"
"77024","4","3","LAD"
"77025","4","1","LAD"
"77026","4","2","LAD"
"77027","4","1","LAD"
"77028","2","4","HOU"
"77029","3","4","HOU"
"77030","4","1","LAD"
"77031","4","2","LAD"
"77032","4","3","LAD"
"77033","0","4","HOU"
"77034","3","4","HOU"
"77035","4","1","LAD"
"77036","3","4","HOU"
"77037","4","1","LAD"
"77038","0","4","HOU"
"77039","4","2","LAD"
"77040","4","2","LAD"
"77041","2","4","HOU"
"77042","4","1","LAD"
"77043","3","4","HOU"
"77044","1","4","HOU"
"77045","4","3","LAD"
"77046","4","1","LAD"
"77047","1","4","HOU"
"77048","4","2","LAD"
"77049","2","4","HOU"
"77050","4","0","LAD"
"77051","4","3","LAD"
"77052","4","1","LAD"
"77053","4","3","LAD"
"77054","2","4","HOU"
"77055","4","0","LAD"
"77056","3","4","HOU"
"77057","4","1","LAD"
"77058","0","4","HOU"
"77059","2","4","HOU"
"77060","3","4","HOU"
"77061","4","2","LAD"
"77062","4","3","LAD"
"77063","2","4","HOU"
"77064","4","2","LAD"
"77065","3","4","HOU"
"77066","4","1","LAD"
"77067","4","3","LAD"
"77068","1","4","HOU"
"77069","4","3","LAD"
"77070","4","2","LAD"
"77071","4","2","LAD"
"77072","4","3","LAD"
"77073","1","4","HOU"
"77074","4","1","LAD"
"77075","4","1","LAD"
"77076","3","4","HOU"
"77077","4","3","LAD"
"77078","3","4","HOU"
"77079","4","1","LAD"
"77080","4","1","LAD"
"77081","4","2","LAD"
"77082","4","2","LAD"
"77083","4","3","LAD"
"77084","4","3","LAD"
"77085","1","4","HOU"
"77086","0","4","HOU"
"77087","4","3","LAD"
"77088","4","2","LAD"
"77089","4","1","LAD"
"77090","4","3","LAD"
"77091","4","2","LAD"
"77092","0","4","HOU"
"77093","3","4","HOU"
"77094","4","2","LAD"
"77095","2","4","HOU"
"77096","2","4","HOU"
"77097","2","4","HOU"
"77098","2","4","HOU"
"77099","3","4","HOU"
"77100","4","3","LAD"
"77101","4","3","LAD"
"77102","1","4","HOU"
"77103","4","2","LAD"
"77104","4","1","LAD"
"77105","4","2","LAD"
"77106","2","4","HOU"
"77107","3","4","HOU"
"77108","4","3","LAD"
"77109","3","4","HOU"
"77110","4","0","LAD"
"77111","1","4","HOU"
"77112","3","4","HOU"
"77113","4","0","LAD"
"77114","3","4","HOU"
"77115","3","4","HOU"
"77116","4","1","LAD"
"77117","4","2","LAD"
"77118","4","1","LAD"
"77119","4","1","LAD"
"77120","4","3","LAD"
"77121","2","4","HOU"
"77122","2","4","HOU"
"77123","1","4","HOU"
"77124","2","4","HOU"
"77125","3","4","HOU"
"77126","4","2","LAD"
"77127","3","4","HOU"
"77128","3","4","HOU"
"77129","2","4","HOU"
"77130","4","1","LAD"
"77131","3","4","HOU"
"77132","4","1","LAD"
"77133","4","0","LAD"
"77134","4","3","LAD"
"77135","4","3","LAD"
"77136","4","2","LAD"
"77137","3","4","HOU"
"77138","1","4","HOU"
"77139","3","4","HOU"
"77140","4","2","LAD"
"77141","2","4","HOU"
"77142","4","2","LAD"
"77143","3","4","HOU"
"77144","4","3","LAD"
"77145","1","4","HOU"
"77146","3","4","HOU"
"77147","4","1","LAD"
"77148","2","4","HOU"
"77149","4","2","LAD"
"77150","2","4","HOU"
"77151","4","3","LAD"
"77152","3","4","HOU"
"77153","1","4","HOU"
"77154","4","3","LAD"
"77155","2","4","HOU"
"77156","3","4","HOU"
"77157","3","4","HOU"
"77158","4","1","LAD"
"77159","3","4","HOU"
"77160","4","2","LAD"
"77161","4","1","LAD"
"77162","1","4","HOU"
"77163","0","4","HOU"
"77164","1","4","HOU"
"77165","4","2","LAD"
"77166","4","1","LAD"
"77167","4","3","LAD"
"77168","4","0","LAD"
"77169","2","4","HOU"
"77170","1","4","HOU"
"77171","2","4","HOU"
"77172","4","2","LAD"
"77173","4","3","LAD"
"77174","4","1","LAD"
