"","OAK","HOU","Series Winner"
"83494","0","3","HOU"
"83495","2","3","HOU"
"83496","1","3","HOU"
"83497","0","3","HOU"
"83498","1","3","HOU"
"83499","1","3","HOU"
"83500","0","3","HOU"
"83501","0","3","HOU"
"83502","3","1","OAK"
"83503","0","3","HOU"
"83504","0","3","HOU"
"83505","3","2","OAK"
"83506","1","3","HOU"
"83507","3","1","OAK"
"83508","1","3","HOU"
"83509","2","3","HOU"
"83510","2","3","HOU"
"83511","2","3","HOU"
"83512","2","3","HOU"
"83513","0","3","HOU"
"83514","2","3","HOU"
"83515","3","1","OAK"
"83516","0","3","HOU"
"83517","0","3","HOU"
"83518","2","3","HOU"
"83519","2","3","HOU"
"83520","1","3","HOU"
"83521","1","3","HOU"
"83522","1","3","HOU"
"83523","2","3","HOU"
"83524","1","3","HOU"
"83525","3","0","OAK"
"83526","2","3","HOU"
"83527","0","3","HOU"
"83528","2","3","HOU"
"83529","2","3","HOU"
"83530","0","3","HOU"
"83531","1","3","HOU"
"83532","2","3","HOU"
"83533","3","2","OAK"
"83534","3","2","OAK"
"83535","3","0","OAK"
"83536","3","2","OAK"
"83537","1","3","HOU"
"83538","1","3","HOU"
"83539","3","1","OAK"
"83540","2","3","HOU"
"83541","3","2","OAK"
"83542","2","3","HOU"
"83543","1","3","HOU"
"83544","3","1","OAK"
"83545","1","3","HOU"
"83546","2","3","HOU"
"83547","0","3","HOU"
"83548","2","3","HOU"
"83549","1","3","HOU"
"83550","1","3","HOU"
"83551","0","3","HOU"
"83552","0","3","HOU"
"83553","1","3","HOU"
"83554","1","3","HOU"
"83555","1","3","HOU"
"83556","1","3","HOU"
"83557","3","2","OAK"
"83558","2","3","HOU"
"83559","2","3","HOU"
"83560","2","3","HOU"
"83561","3","1","OAK"
"83562","3","2","OAK"
"83563","3","1","OAK"
"83564","0","3","HOU"
"83565","2","3","HOU"
"83566","2","3","HOU"
"83567","2","3","HOU"
"83568","2","3","HOU"
"83569","0","3","HOU"
"83570","1","3","HOU"
"83571","3","1","OAK"
"83572","2","3","HOU"
"83573","3","1","OAK"
"83574","2","3","HOU"
"83575","2","3","HOU"
"83576","3","1","OAK"
"83577","3","2","OAK"
"83578","1","3","HOU"
"83579","2","3","HOU"
"83580","0","3","HOU"
"83581","0","3","HOU"
"83582","0","3","HOU"
"83583","1","3","HOU"
"83584","1","3","HOU"
"83585","1","3","HOU"
"83586","3","0","OAK"
"83587","0","3","HOU"
"83588","3","2","OAK"
"83589","1","3","HOU"
"83590","0","3","HOU"
"83591","0","3","HOU"
"83592","3","2","OAK"
"83593","2","3","HOU"
"83594","1","3","HOU"
"83595","1","3","HOU"
"83596","3","1","OAK"
"83597","1","3","HOU"
"83598","1","3","HOU"
"83599","3","0","OAK"
"83600","0","3","HOU"
"83601","2","3","HOU"
"83602","1","3","HOU"
"83603","1","3","HOU"
"83604","0","3","HOU"
"83605","1","3","HOU"
"83606","1","3","HOU"
"83607","3","2","OAK"
"83608","3","2","OAK"
"83609","0","3","HOU"
"83610","0","3","HOU"
"83611","0","3","HOU"
"83612","2","3","HOU"
"83613","0","3","HOU"
"83614","0","3","HOU"
"83615","1","3","HOU"
"83616","0","3","HOU"
"83617","3","1","OAK"
"83618","0","3","HOU"
"83619","0","3","HOU"
"83620","1","3","HOU"
"83621","1","3","HOU"
"83622","0","3","HOU"
"83623","3","1","OAK"
"83624","3","1","OAK"
"83625","3","1","OAK"
"83626","3","2","OAK"
"83627","2","3","HOU"
"83628","1","3","HOU"
"83629","1","3","HOU"
"83630","3","0","OAK"
"83631","3","2","OAK"
"83632","0","3","HOU"
"83633","3","2","OAK"
"83634","0","3","HOU"
"83635","0","3","HOU"
"83636","2","3","HOU"
"83637","1","3","HOU"
"83638","1","3","HOU"
"83639","0","3","HOU"
"83640","1","3","HOU"
"83641","1","3","HOU"
"83642","3","1","OAK"
"83643","1","3","HOU"
"83644","2","3","HOU"
"83645","0","3","HOU"
"83646","1","3","HOU"
"83647","0","3","HOU"
"83648","0","3","HOU"
"83649","0","3","HOU"
"83650","0","3","HOU"
"83651","0","3","HOU"
"83652","0","3","HOU"
"83653","1","3","HOU"
"83654","3","1","OAK"
"83655","0","3","HOU"
"83656","2","3","HOU"
"83657","1","3","HOU"
"83658","0","3","HOU"
"83659","2","3","HOU"
"83660","2","3","HOU"
"83661","0","3","HOU"
"83662","0","3","HOU"
"83663","1","3","HOU"
"83664","2","3","HOU"
"83665","2","3","HOU"
"83666","0","3","HOU"
"83667","2","3","HOU"
"83668","2","3","HOU"
"83669","0","3","HOU"
"83670","2","3","HOU"
"83671","0","3","HOU"
"83672","1","3","HOU"
"83673","0","3","HOU"
"83674","3","2","OAK"
"83675","2","3","HOU"
"83676","0","3","HOU"
"83677","2","3","HOU"
"83678","1","3","HOU"
"83679","1","3","HOU"
"83680","2","3","HOU"
"83681","2","3","HOU"
"83682","0","3","HOU"
"83683","0","3","HOU"
"83684","2","3","HOU"
"83685","0","3","HOU"
"83686","1","3","HOU"
"83687","2","3","HOU"
"83688","0","3","HOU"
"83689","3","2","OAK"
"83690","1","3","HOU"
"83691","3","2","OAK"
"83692","3","1","OAK"
"83693","3","2","OAK"
"83694","1","3","HOU"
"83695","2","3","HOU"
"83696","0","3","HOU"
"83697","0","3","HOU"
"83698","0","3","HOU"
"83699","2","3","HOU"
"83700","0","3","HOU"
"83701","1","3","HOU"
"83702","0","3","HOU"
"83703","0","3","HOU"
"83704","3","2","OAK"
"83705","0","3","HOU"
"83706","1","3","HOU"
"83707","0","3","HOU"
"83708","2","3","HOU"
"83709","2","3","HOU"
"83710","0","3","HOU"
"83711","2","3","HOU"
"83712","2","3","HOU"
"83713","0","3","HOU"
"83714","2","3","HOU"
"83715","2","3","HOU"
"83716","2","3","HOU"
"83717","2","3","HOU"
"83718","0","3","HOU"
"83719","0","3","HOU"
"83720","1","3","HOU"
"83721","2","3","HOU"
"83722","1","3","HOU"
"83723","1","3","HOU"
"83724","3","1","OAK"
"83725","1","3","HOU"
"83726","2","3","HOU"
"83727","0","3","HOU"
"83728","3","2","OAK"
"83729","1","3","HOU"
"83730","0","3","HOU"
"83731","3","2","OAK"
"83732","1","3","HOU"
"83733","3","1","OAK"
"83734","3","2","OAK"
"83735","1","3","HOU"
"83736","1","3","HOU"
"83737","0","3","HOU"
"83738","1","3","HOU"
"83739","0","3","HOU"
"83740","0","3","HOU"
"83741","1","3","HOU"
"83742","2","3","HOU"
"83743","3","2","OAK"
"83744","1","3","HOU"
"83745","1","3","HOU"
"83746","3","0","OAK"
"83747","2","3","HOU"
"83748","1","3","HOU"
"83749","1","3","HOU"
"83750","2","3","HOU"
"83751","1","3","HOU"
"83752","2","3","HOU"
"83753","1","3","HOU"
"83754","1","3","HOU"
"83755","0","3","HOU"
"83756","1","3","HOU"
"83757","3","1","OAK"
"83758","3","2","OAK"
"83759","2","3","HOU"
"83760","2","3","HOU"
"83761","3","1","OAK"
"83762","1","3","HOU"
"83763","2","3","HOU"
"83764","1","3","HOU"
"83765","1","3","HOU"
"83766","1","3","HOU"
"83767","1","3","HOU"
"83768","3","2","OAK"
"83769","0","3","HOU"
"83770","3","2","OAK"
"83771","0","3","HOU"
"83772","3","1","OAK"
"83773","3","2","OAK"
"83774","1","3","HOU"
"83775","0","3","HOU"
"83776","0","3","HOU"
"83777","0","3","HOU"
"83778","0","3","HOU"
"83779","3","2","OAK"
"83780","0","3","HOU"
"83781","0","3","HOU"
"83782","1","3","HOU"
"83783","0","3","HOU"
"83784","3","1","OAK"
"83785","2","3","HOU"
"83786","1","3","HOU"
"83787","1","3","HOU"
"83788","3","1","OAK"
"83789","1","3","HOU"
"83790","1","3","HOU"
"83791","1","3","HOU"
"83792","1","3","HOU"
"83793","3","1","OAK"
"83794","1","3","HOU"
"83795","1","3","HOU"
"83796","0","3","HOU"
"83797","3","1","OAK"
"83798","2","3","HOU"
"83799","2","3","HOU"
"83800","1","3","HOU"
"83801","3","2","OAK"
"83802","1","3","HOU"
"83803","0","3","HOU"
"83804","3","1","OAK"
"83805","3","0","OAK"
"83806","1","3","HOU"
"83807","1","3","HOU"
"83808","2","3","HOU"
"83809","1","3","HOU"
"83810","1","3","HOU"
"83811","1","3","HOU"
"83812","0","3","HOU"
"83813","3","0","OAK"
"83814","1","3","HOU"
"83815","3","1","OAK"
"83816","1","3","HOU"
"83817","0","3","HOU"
"83818","2","3","HOU"
"83819","3","2","OAK"
"83820","1","3","HOU"
"83821","3","0","OAK"
"83822","0","3","HOU"
"83823","0","3","HOU"
"83824","0","3","HOU"
"83825","0","3","HOU"
"83826","0","3","HOU"
"83827","3","1","OAK"
"83828","0","3","HOU"
"83829","2","3","HOU"
"83830","3","1","OAK"
"83831","1","3","HOU"
"83832","0","3","HOU"
"83833","1","3","HOU"
"83834","1","3","HOU"
"83835","1","3","HOU"
"83836","1","3","HOU"
"83837","3","0","OAK"
"83838","2","3","HOU"
"83839","1","3","HOU"
"83840","0","3","HOU"
"83841","2","3","HOU"
"83842","0","3","HOU"
"83843","0","3","HOU"
"83844","2","3","HOU"
"83845","3","1","OAK"
"83846","0","3","HOU"
"83847","2","3","HOU"
"83848","1","3","HOU"
"83849","2","3","HOU"
"83850","3","1","OAK"
"83851","0","3","HOU"
"83852","3","2","OAK"
"83853","2","3","HOU"
"83854","3","1","OAK"
"83855","3","1","OAK"
"83856","0","3","HOU"
"83857","2","3","HOU"
"83858","1","3","HOU"
"83859","1","3","HOU"
"83860","3","1","OAK"
"83861","2","3","HOU"
"83862","3","1","OAK"
"83863","1","3","HOU"
"83864","0","3","HOU"
"83865","0","3","HOU"
"83866","2","3","HOU"
"83867","1","3","HOU"
"83868","1","3","HOU"
"83869","1","3","HOU"
"83870","3","2","OAK"
"83871","3","1","OAK"
"83872","1","3","HOU"
"83873","0","3","HOU"
"83874","1","3","HOU"
"83875","1","3","HOU"
"83876","0","3","HOU"
"83877","3","2","OAK"
"83878","1","3","HOU"
"83879","1","3","HOU"
"83880","2","3","HOU"
"83881","1","3","HOU"
"83882","0","3","HOU"
"83883","1","3","HOU"
"83884","2","3","HOU"
"83885","2","3","HOU"
"83886","1","3","HOU"
"83887","1","3","HOU"
"83888","2","3","HOU"
"83889","0","3","HOU"
"83890","0","3","HOU"
"83891","0","3","HOU"
"83892","3","1","OAK"
"83893","2","3","HOU"
"83894","1","3","HOU"
"83895","1","3","HOU"
"83896","2","3","HOU"
"83897","0","3","HOU"
"83898","1","3","HOU"
"83899","2","3","HOU"
"83900","2","3","HOU"
"83901","2","3","HOU"
"83902","1","3","HOU"
"83903","0","3","HOU"
"83904","3","1","OAK"
"83905","2","3","HOU"
"83906","0","3","HOU"
"83907","2","3","HOU"
"83908","0","3","HOU"
"83909","0","3","HOU"
"83910","0","3","HOU"
"83911","1","3","HOU"
"83912","0","3","HOU"
"83913","1","3","HOU"
"83914","2","3","HOU"
"83915","2","3","HOU"
"83916","2","3","HOU"
"83917","3","2","OAK"
"83918","2","3","HOU"
"83919","3","0","OAK"
"83920","2","3","HOU"
"83921","1","3","HOU"
"83922","1","3","HOU"
"83923","1","3","HOU"
"83924","3","2","OAK"
"83925","1","3","HOU"
"83926","0","3","HOU"
"83927","2","3","HOU"
"83928","2","3","HOU"
"83929","2","3","HOU"
"83930","0","3","HOU"
"83931","3","2","OAK"
"83932","1","3","HOU"
"83933","1","3","HOU"
"83934","3","1","OAK"
"83935","1","3","HOU"
"83936","1","3","HOU"
"83937","0","3","HOU"
"83938","0","3","HOU"
"83939","3","1","OAK"
"83940","1","3","HOU"
"83941","2","3","HOU"
"83942","0","3","HOU"
"83943","0","3","HOU"
"83944","0","3","HOU"
"83945","2","3","HOU"
"83946","3","2","OAK"
"83947","0","3","HOU"
"83948","0","3","HOU"
"83949","2","3","HOU"
"83950","1","3","HOU"
"83951","1","3","HOU"
"83952","1","3","HOU"
"83953","0","3","HOU"
"83954","3","2","OAK"
"83955","1","3","HOU"
"83956","3","1","OAK"
"83957","0","3","HOU"
"83958","3","0","OAK"
"83959","3","2","OAK"
"83960","0","3","HOU"
"83961","1","3","HOU"
"83962","0","3","HOU"
"83963","3","2","OAK"
"83964","2","3","HOU"
"83965","2","3","HOU"
"83966","2","3","HOU"
"83967","2","3","HOU"
"83968","3","2","OAK"
"83969","3","2","OAK"
"83970","1","3","HOU"
"83971","0","3","HOU"
"83972","1","3","HOU"
"83973","0","3","HOU"
"83974","0","3","HOU"
"83975","3","0","OAK"
"83976","2","3","HOU"
"83977","0","3","HOU"
"83978","0","3","HOU"
"83979","2","3","HOU"
"83980","0","3","HOU"
"83981","3","0","OAK"
"83982","2","3","HOU"
"83983","2","3","HOU"
"83984","1","3","HOU"
"83985","2","3","HOU"
"83986","1","3","HOU"
"83987","0","3","HOU"
"83988","0","3","HOU"
"83989","3","1","OAK"
"83990","2","3","HOU"
"83991","1","3","HOU"
"83992","3","1","OAK"
"83993","1","3","HOU"
"83994","1","3","HOU"
"83995","1","3","HOU"
"83996","1","3","HOU"
"83997","1","3","HOU"
"83998","1","3","HOU"
"83999","3","2","OAK"
"84000","1","3","HOU"
"84001","1","3","HOU"
"84002","1","3","HOU"
"84003","2","3","HOU"
"84004","0","3","HOU"
"84005","3","2","OAK"
"84006","0","3","HOU"
"84007","1","3","HOU"
"84008","2","3","HOU"
"84009","1","3","HOU"
"84010","1","3","HOU"
"84011","2","3","HOU"
"84012","1","3","HOU"
"84013","2","3","HOU"
"84014","3","0","OAK"
"84015","1","3","HOU"
"84016","0","3","HOU"
"84017","3","0","OAK"
"84018","2","3","HOU"
"84019","0","3","HOU"
"84020","1","3","HOU"
"84021","0","3","HOU"
"84022","1","3","HOU"
"84023","1","3","HOU"
"84024","3","2","OAK"
"84025","2","3","HOU"
"84026","1","3","HOU"
"84027","0","3","HOU"
"84028","2","3","HOU"
"84029","0","3","HOU"
"84030","3","2","OAK"
"84031","0","3","HOU"
"84032","1","3","HOU"
"84033","3","1","OAK"
"84034","2","3","HOU"
"84035","3","0","OAK"
"84036","1","3","HOU"
"84037","1","3","HOU"
"84038","1","3","HOU"
"84039","0","3","HOU"
"84040","0","3","HOU"
"84041","0","3","HOU"
"84042","2","3","HOU"
"84043","3","1","OAK"
"84044","1","3","HOU"
"84045","0","3","HOU"
"84046","0","3","HOU"
"84047","2","3","HOU"
"84048","1","3","HOU"
"84049","3","0","OAK"
"84050","0","3","HOU"
"84051","2","3","HOU"
"84052","3","0","OAK"
"84053","1","3","HOU"
"84054","2","3","HOU"
"84055","0","3","HOU"
"84056","0","3","HOU"
"84057","3","2","OAK"
"84058","2","3","HOU"
"84059","1","3","HOU"
"84060","1","3","HOU"
"84061","0","3","HOU"
"84062","1","3","HOU"
"84063","3","1","OAK"
"84064","0","3","HOU"
"84065","0","3","HOU"
"84066","2","3","HOU"
"84067","0","3","HOU"
"84068","2","3","HOU"
"84069","1","3","HOU"
"84070","2","3","HOU"
"84071","2","3","HOU"
"84072","3","1","OAK"
"84073","1","3","HOU"
"84074","1","3","HOU"
"84075","0","3","HOU"
"84076","1","3","HOU"
"84077","3","0","OAK"
"84078","1","3","HOU"
"84079","1","3","HOU"
"84080","2","3","HOU"
"84081","1","3","HOU"
"84082","1","3","HOU"
"84083","2","3","HOU"
"84084","1","3","HOU"
"84085","0","3","HOU"
"84086","1","3","HOU"
"84087","0","3","HOU"
"84088","0","3","HOU"
"84089","2","3","HOU"
"84090","0","3","HOU"
"84091","1","3","HOU"
"84092","2","3","HOU"
"84093","1","3","HOU"
"84094","2","3","HOU"
"84095","1","3","HOU"
"84096","3","1","OAK"
"84097","0","3","HOU"
"84098","2","3","HOU"
"84099","1","3","HOU"
"84100","0","3","HOU"
"84101","3","0","OAK"
"84102","1","3","HOU"
"84103","2","3","HOU"
"84104","0","3","HOU"
"84105","2","3","HOU"
"84106","2","3","HOU"
"84107","2","3","HOU"
"84108","1","3","HOU"
"84109","1","3","HOU"
"84110","2","3","HOU"
"84111","0","3","HOU"
"84112","3","1","OAK"
"84113","1","3","HOU"
"84114","1","3","HOU"
"84115","1","3","HOU"
"84116","3","0","OAK"
"84117","3","2","OAK"
"84118","3","1","OAK"
"84119","0","3","HOU"
"84120","1","3","HOU"
"84121","3","1","OAK"
"84122","3","1","OAK"
"84123","2","3","HOU"
"84124","0","3","HOU"
"84125","0","3","HOU"
"84126","3","1","OAK"
"84127","1","3","HOU"
"84128","3","1","OAK"
"84129","0","3","HOU"
"84130","0","3","HOU"
"84131","1","3","HOU"
"84132","3","2","OAK"
"84133","3","0","OAK"
"84134","3","2","OAK"
"84135","1","3","HOU"
"84136","1","3","HOU"
"84137","1","3","HOU"
"84138","1","3","HOU"
"84139","3","1","OAK"
"84140","2","3","HOU"
"84141","1","3","HOU"
"84142","0","3","HOU"
"84143","1","3","HOU"
"84144","1","3","HOU"
"84145","2","3","HOU"
"84146","3","0","OAK"
"84147","2","3","HOU"
"84148","0","3","HOU"
"84149","1","3","HOU"
"84150","0","3","HOU"
"84151","3","1","OAK"
"84152","2","3","HOU"
"84153","1","3","HOU"
"84154","0","3","HOU"
"84155","3","0","OAK"
"84156","2","3","HOU"
"84157","3","1","OAK"
"84158","2","3","HOU"
"84159","3","2","OAK"
"84160","1","3","HOU"
"84161","1","3","HOU"
"84162","2","3","HOU"
"84163","2","3","HOU"
"84164","0","3","HOU"
"84165","0","3","HOU"
"84166","3","2","OAK"
"84167","3","0","OAK"
"84168","1","3","HOU"
"84169","3","1","OAK"
"84170","2","3","HOU"
"84171","1","3","HOU"
"84172","1","3","HOU"
"84173","2","3","HOU"
"84174","3","0","OAK"
"84175","2","3","HOU"
"84176","1","3","HOU"
"84177","2","3","HOU"
"84178","3","1","OAK"
"84179","2","3","HOU"
"84180","1","3","HOU"
"84181","2","3","HOU"
"84182","1","3","HOU"
"84183","2","3","HOU"
"84184","1","3","HOU"
"84185","2","3","HOU"
"84186","1","3","HOU"
"84187","0","3","HOU"
"84188","2","3","HOU"
"84189","0","3","HOU"
"84190","3","2","OAK"
"84191","2","3","HOU"
"84192","1","3","HOU"
"84193","3","1","OAK"
"84194","3","1","OAK"
"84195","2","3","HOU"
"84196","3","1","OAK"
"84197","1","3","HOU"
"84198","1","3","HOU"
"84199","2","3","HOU"
"84200","2","3","HOU"
"84201","0","3","HOU"
"84202","3","2","OAK"
"84203","1","3","HOU"
"84204","2","3","HOU"
"84205","3","2","OAK"
"84206","0","3","HOU"
"84207","2","3","HOU"
"84208","2","3","HOU"
"84209","0","3","HOU"
"84210","1","3","HOU"
"84211","2","3","HOU"
"84212","3","1","OAK"
"84213","2","3","HOU"
"84214","2","3","HOU"
"84215","3","2","OAK"
"84216","1","3","HOU"
"84217","2","3","HOU"
"84218","0","3","HOU"
"84219","2","3","HOU"
"84220","0","3","HOU"
"84221","2","3","HOU"
"84222","1","3","HOU"
"84223","2","3","HOU"
"84224","3","1","OAK"
"84225","1","3","HOU"
"84226","2","3","HOU"
"84227","3","2","OAK"
"84228","0","3","HOU"
"84229","0","3","HOU"
"84230","3","1","OAK"
"84231","0","3","HOU"
"84232","3","2","OAK"
"84233","0","3","HOU"
"84234","1","3","HOU"
"84235","1","3","HOU"
"84236","3","0","OAK"
"84237","1","3","HOU"
"84238","0","3","HOU"
"84239","0","3","HOU"
"84240","2","3","HOU"
"84241","3","1","OAK"
"84242","0","3","HOU"
"84243","1","3","HOU"
"84244","3","2","OAK"
"84245","1","3","HOU"
"84246","1","3","HOU"
"84247","1","3","HOU"
"84248","2","3","HOU"
"84249","2","3","HOU"
"84250","0","3","HOU"
"84251","0","3","HOU"
"84252","0","3","HOU"
"84253","1","3","HOU"
"84254","3","1","OAK"
"84255","0","3","HOU"
"84256","1","3","HOU"
"84257","2","3","HOU"
"84258","1","3","HOU"
"84259","2","3","HOU"
"84260","1","3","HOU"
"84261","2","3","HOU"
"84262","2","3","HOU"
"84263","1","3","HOU"
"84264","1","3","HOU"
"84265","1","3","HOU"
"84266","1","3","HOU"
"84267","0","3","HOU"
"84268","0","3","HOU"
"84269","3","1","OAK"
"84270","1","3","HOU"
"84271","2","3","HOU"
"84272","1","3","HOU"
"84273","0","3","HOU"
"84274","1","3","HOU"
"84275","1","3","HOU"
"84276","3","2","OAK"
"84277","1","3","HOU"
"84278","0","3","HOU"
"84279","1","3","HOU"
"84280","3","1","OAK"
"84281","1","3","HOU"
"84282","2","3","HOU"
"84283","3","1","OAK"
"84284","1","3","HOU"
"84285","3","2","OAK"
"84286","1","3","HOU"
"84287","0","3","HOU"
"84288","2","3","HOU"
"84289","0","3","HOU"
"84290","3","2","OAK"
"84291","0","3","HOU"
"84292","1","3","HOU"
"84293","1","3","HOU"
"84294","3","2","OAK"
"84295","3","1","OAK"
"84296","2","3","HOU"
"84297","1","3","HOU"
"84298","0","3","HOU"
"84299","0","3","HOU"
"84300","1","3","HOU"
"84301","0","3","HOU"
"84302","2","3","HOU"
"84303","2","3","HOU"
"84304","2","3","HOU"
"84305","1","3","HOU"
"84306","3","1","OAK"
"84307","3","0","OAK"
"84308","0","3","HOU"
"84309","0","3","HOU"
"84310","2","3","HOU"
"84311","3","1","OAK"
"84312","3","2","OAK"
"84313","1","3","HOU"
"84314","1","3","HOU"
"84315","2","3","HOU"
"84316","0","3","HOU"
"84317","3","2","OAK"
"84318","1","3","HOU"
"84319","3","1","OAK"
"84320","3","1","OAK"
"84321","1","3","HOU"
"84322","2","3","HOU"
"84323","3","2","OAK"
"84324","2","3","HOU"
"84325","2","3","HOU"
"84326","3","1","OAK"
"84327","2","3","HOU"
"84328","3","0","OAK"
"84329","0","3","HOU"
"84330","2","3","HOU"
"84331","3","1","OAK"
"84332","1","3","HOU"
"84333","2","3","HOU"
"84334","3","2","OAK"
"84335","1","3","HOU"
"84336","0","3","HOU"
"84337","1","3","HOU"
"84338","1","3","HOU"
"84339","1","3","HOU"
"84340","1","3","HOU"
"84341","1","3","HOU"
"84342","3","1","OAK"
"84343","3","1","OAK"
"84344","3","1","OAK"
"84345","1","3","HOU"
"84346","0","3","HOU"
"84347","3","2","OAK"
"84348","3","2","OAK"
"84349","3","1","OAK"
"84350","0","3","HOU"
"84351","3","1","OAK"
"84352","0","3","HOU"
"84353","3","1","OAK"
"84354","0","3","HOU"
"84355","0","3","HOU"
"84356","2","3","HOU"
"84357","2","3","HOU"
"84358","1","3","HOU"
"84359","1","3","HOU"
"84360","3","2","OAK"
"84361","2","3","HOU"
"84362","2","3","HOU"
"84363","2","3","HOU"
"84364","2","3","HOU"
"84365","1","3","HOU"
"84366","1","3","HOU"
"84367","0","3","HOU"
"84368","0","3","HOU"
"84369","3","2","OAK"
"84370","3","0","OAK"
"84371","1","3","HOU"
"84372","2","3","HOU"
"84373","0","3","HOU"
"84374","2","3","HOU"
"84375","0","3","HOU"
"84376","2","3","HOU"
"84377","1","3","HOU"
"84378","0","3","HOU"
"84379","1","3","HOU"
"84380","3","2","OAK"
"84381","1","3","HOU"
"84382","1","3","HOU"
"84383","3","2","OAK"
"84384","3","2","OAK"
"84385","3","1","OAK"
"84386","0","3","HOU"
"84387","3","1","OAK"
"84388","3","0","OAK"
"84389","3","0","OAK"
"84390","3","2","OAK"
"84391","1","3","HOU"
"84392","2","3","HOU"
"84393","1","3","HOU"
"84394","1","3","HOU"
"84395","2","3","HOU"
"84396","1","3","HOU"
"84397","0","3","HOU"
"84398","1","3","HOU"
"84399","0","3","HOU"
"84400","0","3","HOU"
"84401","3","2","OAK"
"84402","0","3","HOU"
"84403","2","3","HOU"
"84404","3","1","OAK"
"84405","1","3","HOU"
"84406","2","3","HOU"
"84407","1","3","HOU"
"84408","2","3","HOU"
"84409","3","0","OAK"
"84410","1","3","HOU"
"84411","0","3","HOU"
"84412","2","3","HOU"
"84413","1","3","HOU"
"84414","1","3","HOU"
"84415","0","3","HOU"
"84416","1","3","HOU"
"84417","3","2","OAK"
"84418","1","3","HOU"
"84419","0","3","HOU"
"84420","2","3","HOU"
"84421","1","3","HOU"
"84422","1","3","HOU"
"84423","3","1","OAK"
"84424","1","3","HOU"
"84425","0","3","HOU"
"84426","1","3","HOU"
"84427","2","3","HOU"
"84428","0","3","HOU"
"84429","2","3","HOU"
"84430","0","3","HOU"
"84431","3","2","OAK"
"84432","2","3","HOU"
"84433","2","3","HOU"
"84434","3","1","OAK"
"84435","0","3","HOU"
"84436","0","3","HOU"
"84437","1","3","HOU"
"84438","0","3","HOU"
"84439","0","3","HOU"
"84440","1","3","HOU"
"84441","0","3","HOU"
"84442","0","3","HOU"
"84443","1","3","HOU"
"84444","0","3","HOU"
"84445","0","3","HOU"
"84446","2","3","HOU"
"84447","1","3","HOU"
"84448","1","3","HOU"
"84449","2","3","HOU"
"84450","1","3","HOU"
"84451","2","3","HOU"
"84452","1","3","HOU"
"84453","2","3","HOU"
"84454","2","3","HOU"
"84455","1","3","HOU"
"84456","2","3","HOU"
"84457","2","3","HOU"
"84458","0","3","HOU"
"84459","1","3","HOU"
"84460","3","0","OAK"
"84461","1","3","HOU"
"84462","3","0","OAK"
"84463","2","3","HOU"
"84464","2","3","HOU"
"84465","3","0","OAK"
"84466","0","3","HOU"
"84467","2","3","HOU"
"84468","3","2","OAK"
"84469","3","0","OAK"
"84470","2","3","HOU"
"84471","1","3","HOU"
"84472","1","3","HOU"
"84473","3","2","OAK"
"84474","2","3","HOU"
"84475","1","3","HOU"
"84476","0","3","HOU"
"84477","1","3","HOU"
"84478","1","3","HOU"
"84479","1","3","HOU"
"84480","0","3","HOU"
"84481","0","3","HOU"
"84482","2","3","HOU"
"84483","1","3","HOU"
"84484","2","3","HOU"
"84485","3","0","OAK"
"84486","1","3","HOU"
"84487","2","3","HOU"
"84488","3","2","OAK"
"84489","2","3","HOU"
"84490","0","3","HOU"
"84491","1","3","HOU"
"84492","2","3","HOU"
"84493","0","3","HOU"
"84494","1","3","HOU"
"84495","0","3","HOU"
"84496","3","0","OAK"
"84497","0","3","HOU"
"84498","1","3","HOU"
"84499","0","3","HOU"
"84500","3","2","OAK"
"84501","3","1","OAK"
"84502","1","3","HOU"
"84503","1","3","HOU"
"84504","3","0","OAK"
"84505","1","3","HOU"
"84506","2","3","HOU"
"84507","0","3","HOU"
"84508","0","3","HOU"
"84509","1","3","HOU"
"84510","2","3","HOU"
"84511","1","3","HOU"
"84512","1","3","HOU"
"84513","1","3","HOU"
"84514","2","3","HOU"
"84515","2","3","HOU"
"84516","0","3","HOU"
"84517","0","3","HOU"
"84518","0","3","HOU"
"84519","0","3","HOU"
"84520","3","1","OAK"
"84521","1","3","HOU"
"84522","0","3","HOU"
"84523","3","0","OAK"
"84524","3","0","OAK"
"84525","2","3","HOU"
"84526","1","3","HOU"
"84527","3","1","OAK"
"84528","3","0","OAK"
"84529","3","2","OAK"
"84530","2","3","HOU"
"84531","3","2","OAK"
"84532","2","3","HOU"
"84533","1","3","HOU"
"84534","1","3","HOU"
"84535","3","1","OAK"
"84536","0","3","HOU"
"84537","3","1","OAK"
"84538","0","3","HOU"
"84539","3","2","OAK"
"84540","0","3","HOU"
"84541","2","3","HOU"
"84542","0","3","HOU"
"84543","3","0","OAK"
"84544","1","3","HOU"
"84545","2","3","HOU"
"84546","1","3","HOU"
"84547","3","0","OAK"
"84548","1","3","HOU"
"84549","1","3","HOU"
"84550","1","3","HOU"
"84551","0","3","HOU"
"84552","3","1","OAK"
"84553","1","3","HOU"
"84554","3","1","OAK"
"84555","1","3","HOU"
"84556","2","3","HOU"
"84557","0","3","HOU"
"84558","0","3","HOU"
"84559","0","3","HOU"
"84560","0","3","HOU"
"84561","3","2","OAK"
"84562","1","3","HOU"
"84563","1","3","HOU"
"84564","0","3","HOU"
"84565","2","3","HOU"
"84566","0","3","HOU"
"84567","2","3","HOU"
"84568","2","3","HOU"
